token,bearers,as_given,as_surname,as_married,behaves,patronymic_marker,script,placeholder
Christine,224,224,0,0,given,,Latin,
Javier,224,224,0,0,given,,Latin,
Lunde,224,1,114,156,both,,Latin,
Hall,223,18,128,134,both,,Latin,
Maredudd,223,106,30,120,both,,Latin,
孔,223,2,187,221,both,,Han,
Courtenay,222,2,163,148,both,,Latin,
Johansen,222,94,53,105,both,-sen,Latin,
François,221,220,0,1,given,,Latin,
河東解縣,221,0,221,0,surname,,Han,
Amundsen,220,38,97,124,both,-sen,Latin,
Kirstine,220,220,0,0,given,,Latin,
Yosef,220,146,45,37,both,,Latin,
Al-Abbasi,219,0,177,215,surname,,Latin,
Haas,219,1,112,143,both,,Latin,
Johannesson,219,194,26,10,both,-sson,Latin,
Lorenzo,219,210,2,8,both,,Latin,
Max,219,218,1,0,both,,Latin,
Siti,219,217,1,3,both,,Latin,
le,219,58,112,130,both,,Latin,
Henriksen,218,138,45,61,both,-sen,Latin,
Barros,217,2,94,191,both,,Latin,
Bernardo,217,204,2,11,both,,Latin,
Salte,217,4,138,147,both,,Latin,
Vivar,217,7,173,97,both,,Latin,
HUANG,216,35,15,181,both,,Latin,
Ki,216,178,10,33,both,,Latin,
Meneses,216,4,95,175,both,,Latin,
Seligmann,216,114,48,71,both,,Latin,
Birgitte,215,215,0,0,given,,Latin,
Blanche,215,214,1,0,both,,Latin,
Iorwerth,215,111,43,113,both,,Latin,
Isabella,215,215,0,0,given,,Latin,
and,215,66,29,129,both,,Latin,
???,214,57,157,146,both,,none,yes
Al-Umawi,214,0,153,197,surname,,Latin,
Fonseca,214,2,100,200,both,,Latin,
Grey,214,3,155,157,both,,Latin,
Konrad,214,213,1,0,both,,Latin,
Persdotter,214,19,125,144,both,-sdotter,Latin,
Schiff,214,0,96,149,surname,,Latin,
范陽,214,0,214,0,surname,,Han,
5,213,207,0,6,given,,none,
Bourgogne,213,4,165,174,both,,Latin,
Eli,213,210,0,3,given,,Latin,
Franco,213,10,164,139,both,,Latin,
Schloss,213,1,109,142,both,,Latin,
A.,212,211,1,0,both,,Latin,
Davis,212,13,119,137,both,,Latin,
Rothschild,212,0,81,158,surname,,Latin,
VI,212,204,1,7,both,,Latin,
吳郡吳縣,212,0,212,0,surname,,Han,
Shmuel,211,191,7,14,both,,Latin,
Vaughan,211,2,41,195,both,,Latin,
Iver,210,210,0,0,given,,Latin,
Medina,210,2,93,188,both,,Latin,
Arne,209,204,5,5,both,,Latin,
Ferdinand,209,209,0,0,given,,Latin,
Parker,209,15,115,134,both,,Latin,
Tjørhom,209,1,114,138,both,,Latin,
הלוי,209,75,128,40,both,,Hebrew,
A,208,208,0,0,given,,Latin,
Adipati,208,197,2,10,both,,Latin,
Córdoba,208,1,96,182,both,,Latin,
Espedal,208,1,129,153,both,,Latin,
Jonsdotter,208,51,107,108,both,-sdotter,Latin,
Paredes,207,3,155,140,both,,Latin,
unknown,207,150,64,6,both,,Latin,yes
Jonathan,206,204,0,2,given,,Latin,
Knutson,206,165,35,12,both,-son,Latin,
Montoya,206,1,185,106,both,,Latin,
Álvarez,206,4,124,151,both,,Latin,
Abrego,205,3,165,116,both,,Latin,
Andrea,205,205,0,0,given,,Latin,
Gomperz,205,0,124,147,surname,,Latin,
Herrera,205,1,119,174,both,,Latin,
Plaut,205,1,111,138,both,,Latin,
Henriksdatter,204,146,34,43,both,-sdatter,Latin,
Khan,204,128,14,77,both,,Latin,
竇,204,0,23,204,surname,,Han,
Kaas,203,0,136,190,surname,,Latin,
Vicente,203,190,6,13,both,,Latin,
Yahya,203,95,67,104,both,,Latin,
משה,203,185,17,3,both,,Hebrew,
Dewi,202,199,0,3,given,,Latin,
Guajardo,202,1,183,98,both,,Latin,
Josepha,202,202,0,0,given,,Latin,
Leonard,202,120,62,56,both,,Latin,
Raja,202,143,3,63,both,,Latin,
Toresdatter,202,180,21,15,both,-sdatter,Latin,
Albrecht,201,201,0,0,given,,Latin,
Berthe,201,201,0,0,given,,Latin,
Uribe,201,0,174,138,surname,,Latin,
Weill,201,0,91,142,surname,,Latin,
Lazard,200,106,44,60,both,,Latin,
Le,200,24,74,150,both,,Latin,
Lion,200,168,14,29,both,,Latin,
Umm,200,200,0,0,given,,Latin,
Alexandre,199,149,28,29,both,,Latin,
Cantu,199,5,171,51,both,,Latin,
Fychan,199,101,33,96,both,,Latin,
Herman,199,195,0,4,given,,Latin,
Knudsen,199,117,41,56,both,-sen,Latin,
Василий,199,199,0,0,given,,Cyrillic,
"""the",198,189,2,8,both,,Latin,
Adler,198,3,100,140,both,,Latin,
Berg,198,12,86,132,both,,Latin,
Charlotta,198,198,0,0,given,,Latin,
Hugh,198,189,6,4,both,,Latin,
Karoline,198,198,0,0,given,,Latin,
Meir,198,191,3,4,both,,Latin,
nn,198,184,7,11,both,,Latin,yes
Abdul,197,183,9,11,both,,Latin,
Ballin,197,2,115,144,both,,Latin,
Elise,197,192,4,5,both,,Latin,
Katzenstein,197,1,92,131,both,,Latin,
Lang,197,8,97,149,both,,Latin,
Guiomar,196,196,0,0,given,,Latin,
Knud,196,196,0,0,given,,Latin,
Rr,196,196,0,0,given,,Latin,
Saint,196,19,95,149,both,,Latin,
Álvares,196,27,43,165,both,,Latin,
Albuquerque,195,0,62,167,surname,,Latin,
Carvajal,195,1,109,162,both,,Latin,
Laura,195,195,0,0,given,,Latin,
蘇,195,4,24,189,both,,Han,
Lorraine,194,13,145,133,both,,Latin,
Violante,194,194,0,0,given,,Latin,
Bartholomew,193,34,112,119,both,,Latin,
Baskerville,193,3,103,153,both,,Latin,
Luna,193,6,116,163,both,,Latin,
Myklebust,193,0,131,140,surname,,Latin,
Petter,193,193,0,0,given,,Latin,
Strauss,193,3,88,131,both,,Latin,
Bjørn,192,159,24,24,both,,Latin,
Cabrera,192,2,117,158,both,,Latin,
Isak,192,188,2,2,both,,Latin,
Maldonado,192,1,95,159,both,,Latin,
Christiansen,191,44,84,113,both,-sen,Latin,
Erga,191,4,135,130,both,,Latin,
Ignacia,191,191,0,0,given,,Latin,
Васильевич,191,191,0,0,given,,Cyrillic,
Clark,190,35,108,94,both,,Latin,
Correa,190,1,148,101,both,,Latin,
Einar,190,190,0,0,given,,Latin,
H.,190,184,4,6,both,,Latin,
Jacobsen,190,98,43,78,both,-sen,Latin,
Lyman,190,29,113,118,both,,Latin,
Risa,190,0,125,131,surname,,Latin,
בן,190,84,102,4,both,,Hebrew,
Beer,189,97,46,61,both,,Latin,
Byberg,189,2,116,141,both,,Latin,
Cecilia,189,189,0,0,given,,Latin,
Forero,189,2,82,148,both,,Latin,
Fulan,189,1,0,188,given,,Latin,
Harriet,189,189,0,0,given,,Latin,
Kemsley,189,8,133,85,both,,Latin,
Lambert,189,85,43,82,both,,Latin,
Sweetland,189,2,116,137,both,,Latin,
Bertrand,188,157,22,25,both,,Latin,
Friestad,188,0,105,149,surname,,Latin,
Harry,188,133,39,20,both,,Latin,
Torre,188,5,101,135,both,,Latin,
윤,188,12,172,6,both,,Hangul,
Auguste,187,185,1,2,both,,Latin,
Diaz,187,12,106,98,both,,Latin,
Maas,187,1,92,136,both,,Latin,
Marte,187,187,0,0,given,,Latin,
Nunes,187,32,70,146,both,,Latin,
Quintanilla,187,0,139,131,surname,,Latin,
Seligman,187,30,85,109,both,,Latin,
Tjelta,187,1,129,131,both,,Latin,
Brito,186,4,62,175,both,,Latin,
Emanuel,186,179,0,7,given,,Latin,
Emmerich,186,4,111,143,both,,Latin,
Ephraim,186,119,47,42,both,,Latin,
Halberstadt,186,2,93,125,both,,Latin,
Molina,186,8,119,123,both,,Latin,
Sancho,186,184,2,2,both,,Latin,
Valdez,186,4,151,107,both,,Latin,
Bing,185,19,91,133,both,,Latin,
Oliver,185,95,53,64,both,,Latin,
Württemberg,185,0,144,129,surname,,Latin,
Anda,184,3,121,120,both,,Latin,
Fraenkel,184,1,96,138,both,,Latin,
Lund,184,14,79,131,both,,Latin,
M,184,184,0,0,given,,Latin,
Margrete,184,184,0,0,given,,Latin,
Pimentel,184,2,75,161,both,,Latin,
Vasques,184,26,63,148,both,,Latin,
Agnès,183,183,0,0,given,,Latin,
Cohen,183,6,76,129,both,,Latin,
HaLevi,183,71,45,92,both,,Latin,
Lazarus,183,149,21,22,both,,Latin,
Micaela,183,183,0,0,given,,Latin,
Ochoa,183,1,155,94,both,,Latin,
Pettersson,183,4,129,73,both,-sson,Latin,
Prince,183,128,20,45,both,,Latin,
Susan,183,172,6,11,both,,Latin,
Zalman,183,179,2,3,both,,Latin,
Al-Hasani,182,2,124,180,both,,Latin,
Cerf,182,135,25,29,both,,Latin,
Marthe,182,182,0,0,given,,Latin,
R',182,179,3,1,both,,Latin,
Sørensen,182,87,70,82,both,-sen,Latin,
Trezise,182,0,67,167,surname,,Latin,
محمد,182,173,9,5,both,,Arabic,
Egypt,181,93,43,89,both,,Latin,
Emily,181,181,0,0,given,,Latin,
Johannessen,181,134,23,32,both,-ssen,Latin,
Kristiansen,181,67,45,90,both,-sen,Latin,
Sveinsvoll,181,0,133,111,surname,,Latin,
Velez,181,2,123,109,both,,Latin,
Vik,181,2,100,130,both,,Latin,
Anderson,180,51,72,80,both,-son,Latin,
Lucas,180,113,52,38,both,,Latin,
Nathaniel,180,180,0,0,given,,Latin,
안,180,5,175,2,both,,Hangul,
Astrid,179,179,0,0,given,,Latin,
Grenfell,179,21,103,124,both,,Latin,
Isabeau,179,179,0,0,given,,Latin,
Jakobsdatter,179,159,21,14,both,-sdatter,Latin,
Navarro,179,6,142,111,both,,Latin,
Ramirez,179,7,99,106,both,,Latin,
Acevedo,178,0,94,151,surname,,Latin,
Domingo,178,177,1,0,both,,Latin,
Eriksdotter,178,65,87,68,both,-sdotter,Latin,
Olsdotter,178,99,66,32,both,-sdotter,Latin,
Santos,178,35,119,86,both,,Latin,
滎陽開封,178,0,178,0,surname,,Han,
Kolnes,177,1,105,143,both,,Latin,
Núñez,177,3,93,142,both,,Latin,
Bondi,176,1,115,102,both,,Latin,
Cerda,176,1,128,113,both,,Latin,
Harald,176,176,0,0,given,,Latin,
Jakobsen,176,135,22,30,both,-sen,Latin,
Jiménez,176,3,125,129,both,,Latin,
Lyse,176,0,121,136,surname,,Latin,
Phillips,176,3,88,114,both,,Latin,
יצחק,176,170,6,1,both,,Hebrew,
Blum,175,2,88,124,both,,Latin,
Gaitán,175,0,57,148,surname,,Latin,
Lopes,175,21,56,128,both,,Latin,
Ortiz,175,6,101,144,both,,Latin,
Søren,175,175,0,0,given,,Latin,
Yehuda,175,157,8,12,both,,Latin,
왕,175,82,172,2,both,,Hangul,
Braut,174,2,122,135,both,,Latin,
Françoise,174,174,0,0,given,,Latin,
HUÁNG,174,0,22,174,surname,,Latin,
Helland,174,0,120,115,surname,,Latin,
Jorge,174,151,21,12,both,,Latin,
Torres,174,2,79,152,both,,Latin,
Walker,174,19,115,102,both,,Latin,
קובלנץ,174,0,152,109,surname,,Hebrew,
橘,174,0,138,173,surname,,Han,
Dorothy,173,172,0,1,given,,Latin,
I.,173,156,10,8,both,,Latin,
Juliana,173,170,0,3,given,,Latin,
Morgan,173,62,61,102,both,,Latin,
Sola,173,1,132,118,both,,Latin,
趙,173,0,135,170,surname,,Han,
Borsheim,172,2,107,116,both,,Latin,
Carlos,172,169,0,3,given,,Latin,
Douglas,172,22,90,92,both,,Latin,
Edmund,172,172,0,0,given,,Latin,
Ester,172,172,0,0,given,,Latin,
Hicks,172,5,79,133,both,,Latin,
Kristi,172,172,0,0,given,,Latin,
Laland,172,0,101,127,surname,,Latin,
Quintus,172,171,0,1,given,,Latin,
Rudolf,172,172,1,0,both,,Latin,
Solomon,172,150,6,18,both,,Latin,
Chilton,171,16,111,106,both,,Latin,
Dafydd,171,97,41,77,both,,Latin,
Esparza,171,4,138,63,both,,Latin,
Nicholas,171,148,15,15,both,,Latin,
Ponce,171,24,69,141,both,,Latin,
Rakel,171,171,0,0,given,,Latin,
Wahl,171,9,81,116,both,,Latin,
紀,171,19,125,152,both,,Han,
Almeida,170,6,57,144,both,,Latin,
Loomis,170,6,113,127,both,,Latin,
Margarida,170,170,0,0,given,,Latin,
Mordechai,170,166,4,0,both,,Latin,
Pelaez,170,3,143,40,both,,Latin,
Shlomo,170,139,8,28,both,,Latin,
Christensdatter,169,77,78,52,both,-sdatter,Latin,
Edel,169,169,0,0,given,,Latin,
Gertrude,169,168,1,1,both,,Latin,
Lǐ,169,19,32,139,both,,Latin,
Paula,169,168,0,1,given,,Latin,
Sissel,169,169,0,0,given,,Latin,
Andrade,168,7,86,132,both,,Latin,
Benavides,168,1,117,128,both,,Latin,
Hidalgo,168,0,148,95,surname,,Latin,
Urne,168,2,84,152,both,,Latin,
Baruch,167,145,9,15,both,,Latin,
Figueroa,167,0,98,135,surname,,Latin,
Franz,167,167,0,0,given,,Latin,
Huáng,167,11,5,151,both,,Latin,
Publius,167,167,0,0,given,,Latin,
池田,167,1,157,164,both,,Han,
Cantú,166,0,157,88,surname,,Latin,
Cervantes,166,1,68,141,both,,Latin,
Dávila,166,0,81,133,surname,,Latin,
Halvorsen,166,81,58,52,both,-sen,Latin,
Moreno,166,3,125,118,both,,Latin,
Princess,166,129,13,28,both,,Latin,
6,165,161,0,4,given,,none,
Katharina,165,162,3,0,both,,Latin,
Oluf,165,165,0,0,given,,Latin,
Sehested,165,2,129,149,both,,Latin,
Susanna,165,165,0,0,given,,Latin,
Åse,165,29,92,89,both,,Latin,
Hugo,164,163,1,0,both,,Latin,
Lydia,164,161,0,3,given,,Latin,
Mejía,164,0,145,50,surname,,Latin,
Olava,164,164,1,0,both,,Latin,
Osorio,164,17,66,132,both,,Latin,
RM,164,159,4,3,both,,Latin,
Sri,164,136,1,37,both,,Latin,
Warburg,164,0,114,112,surname,,Latin,
Xavier,164,152,1,11,both,,Latin,
정,164,36,122,8,both,,Hangul,
Iversdatter,163,125,29,27,both,-sdatter,Latin,
Padilla,163,6,114,113,both,,Latin,
Teomim,163,1,128,95,both,,Latin,
Øvre,163,2,100,101,both,,Latin,
최,163,14,160,4,both,,Hangul,
Arnold,162,138,15,14,both,,Latin,
Bonn,162,0,84,112,surname,,Latin,
Claus,162,162,0,0,given,,Latin,
Cristóbal,162,162,0,0,given,,Latin,
Filipa,162,161,1,1,both,,Latin,
Guggenheim,162,1,95,115,both,,Latin,
Joel,162,158,3,2,both,,Latin,
Katherine,162,162,0,0,given,,Latin,
Marianne,162,162,0,0,given,,Latin,
Nicolasa,162,162,0,0,given,,Latin,
Santiago,162,135,20,15,both,,Latin,
Ulfeldt,162,1,109,133,both,,Latin,
Wittelsbach,162,2,144,33,both,,Latin,
Cruz,161,43,66,91,both,,Latin,
Hedwig,161,160,1,0,both,,Latin,
Helge,161,161,0,0,given,,Latin,
Moctezuma,161,6,111,139,both,,Latin,
Tour,161,2,87,142,both,,Latin,
الأموي,161,0,161,77,surname,,Arabic,
本多,161,0,154,159,surname,,Han,
趙州贊皇,161,0,161,0,surname,,Han,
Halevi,160,62,24,86,both,,Latin,
Kulp,160,0,91,93,surname,,Latin,
Malene,160,160,0,0,given,,Latin,
Câmara,159,7,38,154,both,,Latin,
Ibrahim,159,142,3,19,both,,Latin,
Joachim,159,156,1,2,both,,Latin,
Morrow,159,0,110,120,surname,,Latin,
Pomeroy,159,3,123,124,both,,Latin,
Samson,159,137,16,11,both,-son,Latin,
אברהם,159,150,7,4,both,,Hebrew,
الحسيني,159,0,158,76,surname,,Arabic,
Coblentz,158,0,91,112,surname,,Latin,
Cárdenas,158,0,106,105,surname,,Latin,
Edith,158,158,0,0,given,,Latin,
Grubbe,158,8,86,133,both,,Latin,
Jansson,158,5,92,80,both,-sson,Latin,
Madeleine,158,158,0,0,given,,Latin,
Pacheco,158,1,74,140,both,,Latin,
Ralph,158,154,3,4,both,,Latin,
Scheuer,158,1,87,100,both,,Latin,
Svensdatter,158,152,14,3,both,-sdatter,Latin,
dit,158,102,18,46,both,,Latin,
長孫,158,2,11,156,both,,Han,
Amelia,157,157,0,0,given,,Latin,
Elizondo,157,1,152,60,both,,Latin,
Luxembourg,157,0,115,124,surname,,Latin,
Surname,157,132,23,2,both,,Latin,
Avraham,156,148,4,8,both,,Latin,
Flavius,156,145,7,11,both,,Latin,
Giovanni,156,155,0,1,given,,Latin,
Ivan,156,154,0,2,given,,Latin,
Jones,156,10,78,103,both,,Latin,
Maurice,156,151,4,1,both,,Latin,
Oldenburg,156,1,138,64,both,,Latin,
Place,156,5,115,109,both,,Latin,
Ryves,156,0,59,123,surname,,Latin,
Tu,156,10,103,97,both,,Latin,
Harris,155,10,109,58,both,,Latin,
Kristen,155,155,0,0,given,,Latin,
Meling,155,3,100,104,both,,Latin,
Olaf,155,155,0,0,given,,Latin,
Carter,154,12,95,97,both,,Latin,
Haga,154,1,103,118,both,,Latin,
Léon,154,100,45,44,both,,Latin,
Sarmiento,154,1,84,135,both,,Latin,
יוסף,154,136,16,11,both,,Hebrew,
الله,154,152,3,1,both,,Arabic,
京兆萬年,154,0,154,0,surname,,Han,
Andrew,153,149,3,2,both,,Latin,
Cahn,153,0,73,107,surname,,Latin,
Eric,153,152,0,1,given,,Latin,
Florence,153,153,0,0,given,,Latin,
Knutsdatter,153,133,18,16,both,-sdatter,Latin,
Mendonça,153,5,65,137,both,,Latin,
Ommund,153,153,0,0,given,,Latin,
las,153,21,83,103,both,,Latin,
博陵安平,153,0,153,0,surname,,Han,
Carvalho,152,4,41,138,both,,Latin,
Estrada,152,1,103,117,both,,Latin,
Lillard,152,1,117,85,both,,Latin,
Olsdtr,152,67,82,63,both,,Latin,
VII,152,147,1,5,both,,Latin,
кн.,152,0,145,144,surname,,Cyrillic,
고,152,49,139,5,both,,Hangul,
Cadwgan,151,59,28,93,both,,Latin,
Gans,151,6,72,91,both,,Latin,
Ølberg,151,0,112,100,surname,,Latin,
Brahe,150,1,118,137,both,,Latin,
Fuld,150,0,68,107,surname,,Latin,
Hill,150,13,84,105,both,,Latin,
Knudsdatter,150,110,28,25,both,-sdatter,Latin,
Komnenos,150,6,57,133,both,,Latin,
Ludvig,150,149,1,0,both,,Latin,
Maddern,150,4,80,120,both,,Latin,
הכהן,150,28,111,43,both,,Hebrew,
Beatrice,149,149,0,0,given,,Latin,
Felix,149,142,4,3,both,,Latin,
Gustafsson,149,2,88,83,both,-sson,Latin,
Juda,149,146,1,2,both,,Latin,
Miriam,149,149,0,0,given,,Latin,
Olga,149,149,0,0,given,,Latin,
Oscar,149,149,0,0,given,,Latin,
Torland,149,0,111,94,surname,,Latin,
Al-Sulami,148,0,24,147,surname,,Latin,
Beaumont,148,1,107,122,both,,Latin,
Dalem,148,119,21,18,both,,Latin,
Foss,148,2,95,128,both,,Latin,
Leitão,148,14,37,115,both,,Latin,
Louisa,148,148,0,0,given,,Latin,
Moïse,148,148,0,0,given,,Latin,
Narbonne,148,1,89,135,both,,Latin,
Stokka,148,1,103,104,both,,Latin,
"""der",147,146,0,1,given,,Latin,
Felipe,147,146,0,1,given,,Latin,
Gōng,147,146,1,0,both,,Latin,
Isidor,147,48,57,59,both,,Latin,
Joa,147,2,84,116,both,,Latin,
Katarina,147,147,0,0,given,,Latin,
Kleppe,147,0,104,93,surname,,Latin,
Oline,147,147,0,0,given,,Latin,
Rocha,147,3,72,111,both,,Latin,
Sá,147,11,53,119,both,,Latin,
Theodor,147,147,0,0,given,,Latin,
Urioste,147,0,119,142,surname,,Latin,
司馬,147,0,12,147,surname,,Han,
Al-Hashemi,146,0,139,145,surname,,Latin,
Claudius,146,141,5,5,both,,Latin,
E,146,144,0,2,given,,Latin,
E.,146,146,0,0,given,,Latin,
Edwards,146,6,69,103,both,,Latin,
Priest,146,8,3,137,both,,Latin,
Sande,146,1,89,120,both,,Latin,
Welf,146,11,136,1,both,,Latin,
Del,145,18,90,64,both,,Latin,
Lopo,145,145,0,0,given,,Latin,
Svensen,145,130,6,10,both,-sen,Latin,
Vargas,145,0,46,141,surname,,Latin,
Vera,145,34,54,106,both,,Latin,
السليمي,145,0,145,4,surname,,Arabic,
呂,145,0,22,145,surname,,Han,
河南,145,0,145,0,surname,,Han,
Barreto,144,2,41,133,both,,Latin,
Ben,144,77,45,28,both,particle,Latin,
Gregorio,144,144,0,0,given,,Latin,
Nuno,144,144,0,0,given,,Latin,
Reuß,144,2,109,136,both,,Latin,
Amschel,143,142,0,1,given,,Latin,
Franklin,143,99,39,10,both,,Latin,
Margaretha,143,143,0,0,given,,Latin,
Margarethe,143,142,1,0,both,,Latin,
Rosalie,143,143,0,0,given,,Latin,
Sunde,143,1,81,89,both,,Latin,
Villalobos,143,2,90,84,both,,Latin,
Altamirano,142,0,87,106,surname,,Latin,
Ernest,142,142,0,0,given,,Latin,
Escobar,142,0,76,113,surname,,Latin,
Isaak,142,136,4,2,both,,Latin,
Mathilda,142,141,1,0,both,,Latin,
Paz,142,7,70,120,both,,Latin,
Raoul,142,140,0,2,given,,Latin,
Sinnes,142,0,72,91,surname,,Latin,
Weems,142,1,98,104,both,,Latin,
Amalia,141,140,0,1,given,,Latin,
Andreasdatter,141,101,38,31,both,-sdatter,Latin,
Clausdatter,141,92,23,42,both,-sdatter,Latin,
Dorte,141,141,0,0,given,,Latin,
Ebenezer,141,141,0,0,given,,Latin,
Goodwin,141,3,90,83,both,,Latin,
Hanau,141,1,82,95,both,,Latin,
Hårr,141,1,104,96,both,,Latin,
Jenny,141,141,0,0,given,,Latin,
Mathias,141,111,25,8,both,,Latin,
Mogens,141,141,0,0,given,,Latin,
Mécia,141,141,0,0,given,,Latin,
Rindskopf,141,1,75,94,both,,Latin,
Salvador,141,140,0,1,given,,Latin,
Segal,141,15,56,90,both,,Latin,
Stangaland,141,1,107,104,both,,Latin,
Annie,140,140,0,0,given,,Latin,
Ashkenazi,140,2,60,101,both,,Latin,
P.,140,139,1,0,both,,Latin,
Андреевич,140,140,0,0,given,,Cyrillic,
بن,140,28,113,42,both,,Arabic,
Kim,139,34,20,87,both,,Latin,
Maud,139,139,0,0,given,,Latin,
Moore,139,10,90,63,both,,Latin,
Torger,139,139,0,0,given,,Latin,
Voll,139,0,96,96,surname,,Latin,
Yitzhak,139,119,10,13,both,,Latin,
高,139,15,59,102,both,,Han,
민,139,10,128,2,both,,Hangul,
Adam,138,136,1,1,both,,Latin,
Edvard,138,138,0,0,given,,Latin,
Guevara,138,4,55,127,both,,Latin,
Kerstin,138,138,0,0,given,,Latin,
Kjærulf,138,0,84,125,surname,,Latin,
Lusignan,138,4,105,122,both,,Latin,
Serina,138,138,0,0,given,,Latin,
Андрей,138,138,1,0,both,,Cyrillic,
氏,138,135,0,4,given,,Han,
Abel,137,109,22,24,both,,Latin,
Amr,137,134,0,3,given,,Latin,
Chaim,137,128,6,3,both,,Latin,
Jacobsdatter,137,79,48,41,both,-sdatter,Latin,
Jimenez,137,2,107,53,both,,Latin,
Kristoffer,137,137,0,0,given,,Latin,
Orozco,137,0,81,103,surname,,Latin,
Wettin,137,0,113,42,surname,,Latin,
Beatrix,136,136,0,0,given,,Latin,
Cardona,136,0,75,125,surname,,Latin,
Eliezer,136,127,5,4,both,,Latin,
Erikson,136,119,16,8,both,-son,Latin,
Hayes,136,3,70,97,both,,Latin,
Ibn,136,41,41,87,both,particle,Latin,
Lisperguer,136,4,19,128,both,,Latin,
Lobo,136,4,62,117,both,,Latin,
Morales,136,0,116,107,surname,,Latin,
Olsdtr.,136,115,21,16,both,,Latin,
Riess,136,0,70,89,surname,,Latin,
Susannah,136,136,0,0,given,,Latin,
Мария,136,134,2,0,both,,Cyrillic,
유,136,25,110,6,both,,Hangul,
....,135,112,46,1,both,,none,
Babette,135,135,0,0,given,,Latin,
Bendix,135,45,45,65,both,,Latin,
Frederik,135,134,1,0,both,,Latin,
Goudchaux,135,57,46,48,both,,Latin,
High,135,8,1,126,both,,Latin,
Inga,135,135,0,0,given,,Latin,
Meurig,135,75,26,62,both,,Latin,
Pappenheim,135,0,90,85,surname,,Latin,
Pino,135,0,87,108,surname,,Latin,
Serna,135,1,125,58,both,,Latin,
Skeel,135,5,90,113,both,,Latin,
Zunz,135,0,48,95,surname,,Latin,
沈,135,3,72,132,both,,Han,
Allen,134,58,35,49,both,,Latin,
Baux,134,0,89,119,surname,,Latin,
Llywarch,134,42,62,96,both,,Latin,
Magalhães,134,2,59,110,both,,Latin,
Magdalene,134,134,0,0,given,,Latin,
Pais,134,22,39,114,both,,Latin,
Sally,134,134,0,0,given,,Latin,
Sjur,134,134,0,0,given,,Latin,
son,134,83,13,38,both,,Latin,
Михаил,134,134,0,0,given,,Cyrillic,
Михайлович,134,133,1,0,both,,Cyrillic,
שמואל,134,129,6,0,both,,Hebrew,
Elin,133,132,0,1,given,,Latin,
Faria,133,2,54,104,both,,Latin,
Johansdotter,133,24,79,65,both,-sdotter,Latin,
Klara,133,133,0,0,given,,Latin,
Krabbe,133,1,87,114,both,,Latin,
Lykke,133,2,103,123,both,,Latin,
Rita,133,133,0,0,given,,Latin,
Skjæveland,133,0,74,97,surname,,Latin,
הורוביץ,133,0,121,35,surname,,Hebrew,
Ellingsen,132,77,29,40,both,-sen,Latin,
Fidjeland,132,1,82,79,both,,Latin,
Foster,132,7,81,85,both,,Latin,
Gjertrud,132,132,0,0,given,,Latin,
Harbou,132,1,73,116,both,,Latin,
Heigre,132,0,83,94,surname,,Latin,
Rojas,132,0,52,124,surname,,Latin,
Stina,132,132,0,0,given,,Latin,
Sørbø,132,1,77,96,both,,Latin,
Tonkin,132,2,64,111,both,,Latin,
彭城,132,0,132,0,surname,,Han,
細川,132,0,120,130,surname,,Han,
Barba,131,0,86,103,surname,,Latin,
Cavazos,131,0,126,70,surname,,Latin,
Dietrich,131,104,7,27,both,,Latin,
Figueiredo,131,4,44,114,both,,Latin,
Helen,131,129,0,2,given,,Latin,
Høeg,131,12,61,101,both,,Latin,
Merriman,131,4,76,102,both,,Latin,
Sigurd,131,131,1,0,both,,Latin,
Thott,131,1,86,98,both,,Latin,
Bourbon,130,4,99,111,both,,Latin,
Castillo,130,1,80,99,both,,Latin,
Constança,130,130,0,0,given,,Latin,
Countess,130,113,7,12,both,,Latin,
Green,130,13,85,70,both,,Latin,
Gunnarsdatter,130,111,17,13,both,-sdatter,Latin,
H,130,128,1,1,both,,Latin,
Luria,130,1,59,95,both,,Latin,
Marit,130,129,0,1,given,,Latin,
Mathisen,130,41,64,65,both,-sen,Latin,
Taletta,130,130,0,0,given,,Latin,
Wood,130,15,88,53,both,,Latin,
Adelaide,129,129,0,0,given,,Latin,
Adolph,129,129,0,0,given,,Latin,
Falk,129,27,40,75,both,,Latin,
Hasan,129,116,9,12,both,,Latin,
Petronila,129,129,0,0,given,,Latin,
Svendsen,129,59,39,50,both,-sen,Latin,
Sør-Kolnes,129,0,99,83,surname,,Latin,
Toreson,129,119,13,5,both,-son,Latin,
Velásquez,129,3,88,94,both,,Latin,
z,129,18,82,58,both,,Latin,
الحسني,129,0,129,74,surname,,Arabic,
酒井,129,0,125,123,surname,,Han,
Amanda,128,128,0,0,given,,Latin,
Chapin,128,3,100,78,both,,Latin,
Cristobal,128,128,0,0,given,,Latin,
Edwin,128,127,0,1,given,,Latin,
Elling,128,128,0,0,given,,Latin,
Gerhard,128,124,2,4,both,,Latin,
Johansdatter,128,73,37,33,both,-sdatter,Latin,
Lunge,128,5,83,108,both,,Latin,
Mons,128,102,19,24,both,,Latin,
Tomas,128,127,1,0,both,,Latin,
Trier,128,2,68,84,both,,Latin,
Viegas,128,13,57,108,both,,Latin,
d'Auvergne,128,1,88,116,both,,Latin,
徳川,128,0,112,118,surname,,Han,
