char,codepoint,unicode_name,script_word,occurrences,top_tags,sample
嘯,U+562F,CJK UNIFIED IDEOGRAPH-562F,CJK,4,NAME:2; GIVN:2,嘯 /曾/
喩,U+55A9,CJK UNIFIED IDEOGRAPH-55A9,CJK,4,NAME:2; GIVN:2,喩 /曾/
紬,U+7D2C,CJK UNIFIED IDEOGRAPH-7D2C,CJK,4,NAME:2; GIVN:2,紬 /曾/
綴,U+7DB4,CJK UNIFIED IDEOGRAPH-7DB4,CJK,4,NAME:2; GIVN:2,綴 /曾/
槱,U+69F1,CJK UNIFIED IDEOGRAPH-69F1,CJK,4,NAME:2; GIVN:2,槱叟 /曾/
婣,U+5A63,CJK UNIFIED IDEOGRAPH-5A63,CJK,4,NAME:2; GIVN:2,婣 /曾/
靑,U+9751,CJK UNIFIED IDEOGRAPH-9751,CJK,4,NAME:2; GIVN:2,元(立靑) /曾/
麴,U+9EB4,CJK UNIFIED IDEOGRAPH-9EB4,CJK,4,NAME:2; _MARNM:1; SURN:1,/麴/
哇,U+54C7,CJK UNIFIED IDEOGRAPH-54C7,CJK,4,NAME:2; GIVN:2,仕哇 /譚/
屆,U+5C46,CJK UNIFIED IDEOGRAPH-5C46,CJK,4,NAME:2; GIVN:2,屆祖 /錢/
枱,U+67B1,CJK UNIFIED IDEOGRAPH-67B1,CJK,4,NAME:2; GIVN:2,博枱 /陳/
孪,U+5B6A,CJK UNIFIED IDEOGRAPH-5B6A,CJK,4,NAME:2; GIVN:2,"{享?孪?}珍, /陳/"
嚖,U+5696,CJK UNIFIED IDEOGRAPH-5696,CJK,4,NAME:2; GIVN:2,成嚖? /陳/
檽,U+6ABD,CJK UNIFIED IDEOGRAPH-6ABD,CJK,4,NAME:2; GIVN:2,博檽 /陳/
ے,U+06D2,ARABIC LETTER YEH BARREE,ARABIC,4,NAME:2; _MARNM:1; SURN:1,"Baysinghar Mirza, /بے سنگھار مرزا/"
ھ,U+06BE,ARABIC LETTER HEH DOACHASHMEE,ARABIC,4,NAME:2; _MARNM:1; SURN:1,"Baysinghar Mirza, /بے سنگھار مرزا/"
잉,U+C789,HANGUL SYLLABLE ING,HANGUL,4,NAME:2; GIVN:2,잉숙 /김/
찰,U+CC30,HANGUL SYLLABLE CAL,HANGUL,4,NAME:2; GIVN:2,찰 /민/
망,U+B9DD,HANGUL SYLLABLE MANG,HANGUL,4,NAME:2; GIVN:2,망지 /안/
격,U+ACA9,HANGUL SYLLABLE GYEOG,HANGUL,4,NAME:2; GIVN:2,격 /권/
흡,U+D761,HANGUL SYLLABLE HEUB,HANGUL,4,NAME:2; GIVN:2,사흡 /윤/
표,U+D45C,HANGUL SYLLABLE PYO,HANGUL,4,NAME:2; GIVN:2,지표 /윤/
즙,U+C999,HANGUL SYLLABLE JEUB,HANGUL,4,NAME:2; GIVN:2,즙 /정/
합,U+D569,HANGUL SYLLABLE HAB,HANGUL,4,PLAC:4,원 간섭기 고려 합경도 화주
념,U+B150,HANGUL SYLLABLE NYEOM,HANGUL,4,NAME:2; GIVN:2,념 /이/
확,U+D655,HANGUL SYLLABLE HWAG,HANGUL,4,NAME:2; GIVN:2,확 /이/
畾,U+757E,CJK UNIFIED IDEOGRAPH-757E,CJK,4,NAME:2; GIVN:2,興畾 /陳/
摸,U+6478,CJK UNIFIED IDEOGRAPH-6478,CJK,4,NAME:2; GIVN:2,忠 蘇度摸末 /慕容/
忡,U+5FE1,CJK UNIFIED IDEOGRAPH-5FE1,CJK,4,NAME:2; GIVN:2,忡芳 /Chén 陳/
வ,U+0BB5,TAMIL LETTER VA,TAMIL,4,_MARNM:2; NAME:1; SURN:1,/வன்னியலத்தோ/
銜,U+929C,CJK UNIFIED IDEOGRAPH-929C,CJK,4,NAME:2; GIVN:2,"文銜 138,130,97,50,14G (智/芝) /陳/"
ұ,U+04B1,CYRILLIC SMALL LETTER STRAIGHT U WITH STROKE,CYRILLIC,4,NAME:2; GIVN:2,Мәлік сұлтан
阵,U+9635,CJK UNIFIED IDEOGRAPH-9635,CJK,4,NAME:2; GIVN:2,"华阵 /142, 130, 77, 73, 38, 17世/"
补,U+8865,CJK UNIFIED IDEOGRAPH-8865,CJK,4,NAME:2; GIVN:2,妈补 /邱/
龟,U+9F9F,CJK UNIFIED IDEOGRAPH-9F9F,CJK,4,NAME:2; GIVN:2,"龟龄 /144, 132, 79, 75, 40, 19世/"
❤,U+2764,HEAVY BLACK HEART,HEAVY,4,NAME:3; SURN:1,Sarah Sally /Roach❤️/
盧,U+F933,CJK COMPATIBILITY IDEOGRAPH-F933,CJK,4,NAME:2; SURN:2,중선 /盧/
ネ,U+30CD,KATAKANA LETTER NE,KATAKANA,4,NAME:2; GIVN:2,ヨネ /麻生/
え,U+3048,HIRAGANA LETTER E,HIRAGANA,4,NICK:4,たまえ たけ
郞,U+90DE,CJK UNIFIED IDEOGRAPH-90DE,CJK,4,NAME:2; GIVN:2,勇治郞 /辰馬/
媧,U+5AA7,CJK UNIFIED IDEOGRAPH-5AA7,CJK,4,NAME:2; GIVN:2,女媧
钅,U+9485,CJK UNIFIED IDEOGRAPH-9485,CJK,4,NAME:2; GIVN:2,(钅监)公 /28/
胖,U+80D6,CJK UNIFIED IDEOGRAPH-80D6,CJK,4,NAME:2; GIVN:2,胖 /松平/
汎,U+6C4E,CJK UNIFIED IDEOGRAPH-6C4E,CJK,4,NAME:2; GIVN:2,汎略 普安 /河南洛陽/
关,U+5173,CJK UNIFIED IDEOGRAPH-5173,CJK,4,NAME:2; _MARNM:1; SURN:1,氏 /关/
芄,U+8284,CJK UNIFIED IDEOGRAPH-8284,CJK,4,NAME:2; GIVN:2,"模芄 /, 139, 127, 74, 70, 35, 14世/"
戆,U+6206,CJK UNIFIED IDEOGRAPH-6206,CJK,4,NAME:2; GIVN:2,"夜戆 /, 144, 132, 79, 75, 40, 19世/"
纳,U+7EB3,CJK UNIFIED IDEOGRAPH-7EB3,CJK,4,NAME:2; GIVN:2,"煌纳 /, 140, 128, 75, 71, 36, 15世/"
乖,U+4E56,CJK UNIFIED IDEOGRAPH-4E56,CJK,4,NAME:2; GIVN:2,"华乖 /, 142, 130, 77, 73, 38, 17世/"
镜,U+955C,CJK UNIFIED IDEOGRAPH-955C,CJK,4,NAME:2; GIVN:2,华镜 /邱/
几,U+51E0,CJK UNIFIED IDEOGRAPH-51E0,CJK,4,NAME:2; GIVN:2,"模几 /, 139, 127, 74, 70, 35, 14世/"
换,U+6362,CJK UNIFIED IDEOGRAPH-6362,CJK,4,NAME:2; GIVN:2,"钟换 /, 137, 125, 72, 68, 33, 12世/"
詻,U+8A7B,CJK UNIFIED IDEOGRAPH-8A7B,CJK,4,NAME:2; GIVN:2,詻 /曾/
誗,U+8A97,CJK UNIFIED IDEOGRAPH-8A97,CJK,4,NAME:2; GIVN:2,誗 /曾/
ド,U+30C9,KATAKANA LETTER DO,KATAKANA,3,NAME:2; NSFX:1,クヌート1世 (イングランド王)
ϊ,U+03CA,GREEK SMALL LETTER IOTA WITH DIALYTIKA,GREEK,3,NICK:2; NAME:1,Άννα της Σαβοϊας
Έ,U+0388,GREEK CAPITAL LETTER EPSILON WITH TONOS,GREEK,3,CITY:2; NICK:1,Έλενα Καντακουζηνή
ギ,U+30AE,KATAKANA LETTER GI,KATAKANA,3,NAME:1; GIVN:1; NICK:1,テムジンジンギスカン //
ː,U+02D0,MODIFIER LETTER TRIANGULAR COLON,MODIFIER,3,NAME:1; GIVN:1; NICK:1,Ʃehzaːˈde Mustaˈfa Muhliˈsi Şehzade
ப,U+0BAA,TAMIL LETTER PA,TAMIL,3,TITL:2; NAME:1,மகாபாரதம்    MAHABHARATHAM    PART 17.pdf
Ì,U+00CC,LATIN CAPITAL LETTER I WITH GRAVE,LATIN,3,NAME:1; GIVN:1; TITL:1,Ìñigo /Ortiz de Ibargüen/ I señor de Ibargoen
彖,U+5F56,CJK UNIFIED IDEOGRAPH-5F56,CJK,3,NAME:2; GIVN:1,光彖 /陳/
姶,U+59F6,CJK UNIFIED IDEOGRAPH-59F6,CJK,3,NAME:2; GIVN:1,霸姶 /陳/
椽,U+693D,CJK UNIFIED IDEOGRAPH-693D,CJK,3,NAME:2; GIVN:1,椽公 /陳/
飞,U+98DE,CJK UNIFIED IDEOGRAPH-98DE,CJK,3,NAME:2; GIVN:1,克飞 /陳/
训,U+8BAD,CJK UNIFIED IDEOGRAPH-8BAD,CJK,3,NAME:2; GIVN:1,训公 /陳/
ब,U+092C,DEVANAGARI LETTER BA,DEVANAGARI,3,NICK:1; NAME:1; GIVN:1,ब्रह्मा
ह,U+0939,DEVANAGARI LETTER HA,DEVANAGARI,3,NICK:1; NAME:1; GIVN:1,ब्रह्मा
ﷺ,U+FDFA,ARABIC LIGATURE SALLALLAHOU ALAYHE WASALLAM,ARABIC,3,NAME:2; GIVN:1,محمد‎ ﷺ /الهاشمي/
抖,U+6296,CJK UNIFIED IDEOGRAPH-6296,CJK,3,NAME:2; GIVN:1,"Khoo Hong Soon, 邱伦抖, 144, 132, 79, 75, 40, 19世"
ք,U+0584,ARMENIAN SMALL LETTER KEH,ARMENIAN,3,NAME:2; NSFX:1,Տիգրան Առաջին // արքան Հայաստան
Ό,U+038C,GREEK CAPITAL LETTER OMICRON WITH TONOS,GREEK,3,NAME:2; GIVN:1,"Όθων Β΄ ""ο ερυθρός"" /Λιουντολφιδών/ Ρωμαίο αυτοκράτορα"
墟,U+589F,CJK UNIFIED IDEOGRAPH-589F,CJK,3,CITY:1; NAME:1; GIVN:1,Yaoxu (姚墟)
ƿ,U+01BF,LATIN LETTER WYNN,LATIN,3,NAME:2; GIVN:1,Ēadƿeard
瑯,U+746F,CJK UNIFIED IDEOGRAPH-746F,CJK,3,NAME:2; GIVN:1,"WONG Peng Long, 黃秉瑯"
様,U+69D8,CJK UNIFIED IDEOGRAPH-69D8,CJK,3,NICK:3,高田様
館,U+9928,CJK UNIFIED IDEOGRAPH-9928,CJK,3,PLAC:1; NICK:1; OCCU:1,常陸下館藩
瀲,U+7032,CJK UNIFIED IDEOGRAPH-7032,CJK,3,NAME:1; GIVN:1; NICK:1,彦波瀲武盧茲草葺不合尊 /no Mikoto/
淤,U+6DE4,CJK UNIFIED IDEOGRAPH-6DE4,CJK,3,PLAC:1; NAME:1; GIVN:1,淤能碁呂島
触,U+89E6,CJK UNIFIED IDEOGRAPH-89E6,CJK,3,NAME:2; GIVN:1,日触使主 /和弭/
弭,U+5F2D,CJK UNIFIED IDEOGRAPH-5F2D,CJK,3,NAME:2; _MARNM:1,日触使主 /和弭/
甂,U+7502,CJK UNIFIED IDEOGRAPH-7502,CJK,3,NAME:2; GIVN:1,小甂媛
嬬,U+5B2C,CJK UNIFIED IDEOGRAPH-5B2C,CJK,3,NAME:1; GIVN:1; OCCU:1,朝嬬皇女
甥,U+7525,CJK UNIFIED IDEOGRAPH-7525,CJK,3,NAME:2; GIVN:1,甥 /土師/
楲,U+6972,CJK UNIFIED IDEOGRAPH-6972,CJK,3,NAME:2; GIVN:1,堅楲 /三尾君/
抓,U+6293,CJK UNIFIED IDEOGRAPH-6293,CJK,3,NAME:2; GIVN:1,日抓臣 /春日/
鮹,U+9BB9,CJK UNIFIED IDEOGRAPH-9BB9,CJK,3,NAME:2; GIVN:1,貝鮹
墾,U+58BE,CJK UNIFIED IDEOGRAPH-58BE,CJK,3,NAME:2; GIVN:1,小墾田
傾,U+50BE,CJK UNIFIED IDEOGRAPH-50BE,CJK,3,NAME:2; GIVN:1,傾子 /膳臣/
舂,U+8202,CJK UNIFIED IDEOGRAPH-8202,CJK,3,NAME:2; GIVN:1,舂米女王
椅,U+6905,CJK UNIFIED IDEOGRAPH-6905,CJK,3,NAME:2; GIVN:1,高椅
検,U+691C,CJK UNIFIED IDEOGRAPH-691C,CJK,3,OCCU:2; NICK:1,検非違使別当
ῴ,U+1FF4,GREEK SMALL LETTER OMEGA WITH OXIA AND YPOGEGRAMMENI,GREEK,3,NICK:1; NAME:1; GIVN:1,Herodes (Ἡρῴδης; Hērṓidēs)
ṓ,U+1E53,LATIN SMALL LETTER O WITH MACRON AND ACUTE,LATIN,3,NICK:3,Herodes (Ἡρῴδης; Hērṓidēs)
蟲,U+87F2,CJK UNIFIED IDEOGRAPH-87F2,CJK,3,NAME:1; SURN:1; _MARNM:1,/阿倍粳蟲/
Բ,U+0532,ARMENIAN CAPITAL LETTER BEN,ARMENIAN,3,NAME:3,Տրդատ Բ
ゴ,U+30B4,KATAKANA LETTER GO,KATAKANA,3,NICK:1; NAME:1; NSFX:1,ディエゴ
敝,U+655D,CJK UNIFIED IDEOGRAPH-655D,CJK,3,NAME:2; GIVN:1,博山元敝 /八千代宮/
薭,U+85AD,CJK UNIFIED IDEOGRAPH-85AD,CJK,3,NAME:2; GIVN:1,薭田
憢,U+61A2,CJK UNIFIED IDEOGRAPH-61A2,CJK,3,NICK:2; NAME:1,憢傳
凈,U+51C8,CJK UNIFIED IDEOGRAPH-51C8,CJK,3,NAME:2; GIVN:1,凈溪 /陳/
雛,U+96DB,CJK UNIFIED IDEOGRAPH-96DB,CJK,3,NAME:2; GIVN:1,鳳雛 /陳/
蘢,U+8622,CJK UNIFIED IDEOGRAPH-8622,CJK,3,NAME:2; GIVN:1,蘢 /陳/
磔,U+78D4,CJK UNIFIED IDEOGRAPH-78D4,CJK,3,NAME:2; GIVN:1,磔芳 /陳/
蚌,U+868C,CJK UNIFIED IDEOGRAPH-868C,CJK,3,NAME:2; GIVN:1,兆蚌 /陳/
巍,U+5DCD,CJK UNIFIED IDEOGRAPH-5DCD,CJK,3,NAME:2; GIVN:1,Yùwēi 毓巍 /Chén 陳/
篆,U+7BC6,CJK UNIFIED IDEOGRAPH-7BC6,CJK,3,NAME:2; GIVN:1,"Zhuàn 篆 /Chén 陳/ 125, 84, 37, 2"
動,U+52D5,CJK UNIFIED IDEOGRAPH-52D5,CJK,3,NAME:2; GIVN:1,動 /陳/
醹,U+91B9,CJK UNIFIED IDEOGRAPH-91B9,CJK,3,NAME:2; GIVN:1,Fārú 發醹 /Chén 陳/
¦,U+00A6,BROKEN BAR,BROKEN,3,TITL:3,EnevÃ¦ldeholstenere
ὴ,U+1F74,GREEK SMALL LETTER ETA WITH VARIA,GREEK,3,NICK:1; NAME:1; GIVN:1,Μιχαὴλ Δοῦκας Γλαβᾶς Ταρχανειώτης
ῦ,U+1FE6,GREEK SMALL LETTER UPSILON WITH PERISPOMENI,GREEK,3,NICK:1; NAME:1; GIVN:1,Μιχαὴλ Δοῦκας Γλαβᾶς Ταρχανειώτης
煊,U+714A,CJK UNIFIED IDEOGRAPH-714A,CJK,3,NAME:2; _MARNM:1,Chén Ruìxuān /陳瑞煊/
蚪,U+86AA,CJK UNIFIED IDEOGRAPH-86AA,CJK,3,NAME:2; _MARNM:1,Chén Mèngdǒu /陳夢蚪/
剴,U+5274,CJK UNIFIED IDEOGRAPH-5274,CJK,3,NAME:2; _MARNM:1,Chén Jūnkǎi /陳君剴/
♕,U+2655,WHITE CHESS QUEEN,WHITE,3,TITL:3,Den store familieboka ♕ Fra Uppsala omkring 50 f.kr. til Stavanger i 2017
輸,U+8F38,CJK UNIFIED IDEOGRAPH-8F38,CJK,3,NAME:2; _MARNM:1,Chén Xiángshū /陳祥輸/
鍂,U+9342,CJK UNIFIED IDEOGRAPH-9342,CJK,3,NAME:2; GIVN:1,"Chén Dépiǎn 陳德鍂, 146, 105, 58, 23 (德)"
迮,U+8FEE,CJK UNIFIED IDEOGRAPH-8FEE,CJK,3,NAME:2; GIVN:1,"Chén Xiángzé 陳祥迮, 145, 104, 57, 22 (祥)"
灡,U+7061,CJK UNIFIED IDEOGRAPH-7061,CJK,3,NAME:2; _MARNM:1,Chén Wénlán /陳文灡/
𐌴,U+10334,GOTHIC LETTER AIHVUS,GOTHIC,3,NICK:1; NAME:1; GIVN:1,𐌰𐌻𐌰𐍂𐌴𐌹𐌺𐍃
𐌺,U+1033A,GOTHIC LETTER KUSMA,GOTHIC,3,NICK:1; NAME:1; GIVN:1,𐌰𐌻𐌰𐍂𐌴𐌹𐌺𐍃
𐍃,U+10343,GOTHIC LETTER SAUIL,GOTHIC,3,NICK:1; NAME:1; GIVN:1,𐌰𐌻𐌰𐍂𐌴𐌹𐌺𐍃
笃,U+7B03,CJK UNIFIED IDEOGRAPH-7B03,CJK,3,NAME:1; GIVN:1; NICK:1,笃贤 /Chan/
嚣,U+56A3,CJK UNIFIED IDEOGRAPH-56A3,CJK,3,NAME:2; GIVN:1,秤嚣 /Chén 陳/
阻,U+963B,CJK UNIFIED IDEOGRAPH-963B,CJK,3,NAME:2; GIVN:1,阻陵 /Chén 陳/
颐,U+9890,CJK UNIFIED IDEOGRAPH-9890,CJK,3,NAME:2; GIVN:1,颐 /Chén 陳/
催,U+50AC,CJK UNIFIED IDEOGRAPH-50AC,CJK,3,NAME:2; GIVN:1,催 /Chén 陳/
葯,U+846F,CJK UNIFIED IDEOGRAPH-846F,CJK,3,NAME:2; GIVN:1,葯尚 /Chén 陳/
鄹,U+9139,CJK UNIFIED IDEOGRAPH-9139,CJK,3,NAME:2; GIVN:1,秀鄹 /Chén 陳/
谏,U+8C0F,CJK UNIFIED IDEOGRAPH-8C0F,CJK,3,NAME:2; GIVN:1,谏 /Chén 陳/
骥,U+9AA5,CJK UNIFIED IDEOGRAPH-9AA5,CJK,3,NAME:2; GIVN:1,骥 /Chén 陳/
灵,U+7075,CJK UNIFIED IDEOGRAPH-7075,CJK,3,NAME:3,趙武灵王 雍
🏻,U+1F3FB,EMOJI MODIFIER FITZPATRICK TYPE-1-2,EMOJI,3,NAME:1; NSFX:1; TITL:1,Noah Ashibel /Phelps/ Sr Col👴🏻
臈,U+81C8,CJK UNIFIED IDEOGRAPH-81C8,CJK,3,OCCU:3,徳川家慶御台所上臈
圀,U+5700,CJK UNIFIED IDEOGRAPH-5700,CJK,3,OCCU:1; NAME:1; GIVN:1,本圀寺16世
灿,U+707F,CJK UNIFIED IDEOGRAPH-707F,CJK,3,NAME:2; GIVN:1,Can 灿 /Yú 余/
联,U+8054,CJK UNIFIED IDEOGRAPH-8054,CJK,3,NAME:2; GIVN:1,Lian 联 /Yú 余/
砼,U+783C,CJK UNIFIED IDEOGRAPH-783C,CJK,3,NAME:2; GIVN:1,Tong 砼 /Yú 余/
涣,U+6DA3,CJK UNIFIED IDEOGRAPH-6DA3,CJK,3,NAME:2; GIVN:1,Huan 涣 /Yú 余/
狸,U+72F8,CJK UNIFIED IDEOGRAPH-72F8,CJK,3,NAME:2; GIVN:1,Zhong Li 仲狸 /Yú 余/
盅,U+76C5,CJK UNIFIED IDEOGRAPH-76C5,CJK,3,NAME:2; GIVN:1,Zhog 盅 /Yú 余/
岂,U+5C82,CJK UNIFIED IDEOGRAPH-5C82,CJK,3,NAME:2; GIVN:1,Qi 岂 /Yú 余/
菘,U+83D8,CJK UNIFIED IDEOGRAPH-83D8,CJK,3,NAME:2; GIVN:1,Song.Ru 菘.茹 /Yú 余/
蜡,U+8721,CJK UNIFIED IDEOGRAPH-8721,CJK,3,NAME:2; GIVN:1,La 蜡 /Yú 余/
暲,U+66B2,CJK UNIFIED IDEOGRAPH-66B2,CJK,3,NAME:2; GIVN:1,暲子 八条院
姝,U+59DD,CJK UNIFIED IDEOGRAPH-59DD,CJK,3,NAME:2; GIVN:1,姝子 高松院
裸,U+88F8,CJK UNIFIED IDEOGRAPH-88F8,CJK,3,NAME:2; GIVN:1,裸 /林/ 第45世长林衍派
颖,U+9896,CJK UNIFIED IDEOGRAPH-9896,CJK,3,NAME:2; GIVN:1,颖 (黄门待郎) /林/ 第46世长林衍派
钰,U+94B0,CJK UNIFIED IDEOGRAPH-94B0,CJK,3,NAME:2; GIVN:1,林钰 /第40世长林衍派/
廪,U+5EEA,CJK UNIFIED IDEOGRAPH-5EEA,CJK,3,NICK:2; NAME:1,廪辛
携,U+643A,CJK UNIFIED IDEOGRAPH-643A,CJK,3,NAME:2; GIVN:1,Xie Wang 携王 /姬/
投,U+6295,CJK UNIFIED IDEOGRAPH-6295,CJK,3,NAME:2; GIVN:1,弟投 /大中臣/
鉶,U+9276,CJK UNIFIED IDEOGRAPH-9276,CJK,3,NAME:2; _MARNM:1,Xíng /HUANG 黄鉶 55A/
稿,U+7A3F,CJK UNIFIED IDEOGRAPH-7A3F,CJK,3,NAME:2; _MARNM:1,Bù Gǎo /HUANG 黄不稿 29A/
惫,U+60EB,CJK UNIFIED IDEOGRAPH-60EB,CJK,3,NAME:2; _MARNM:1,Bei /HUANG 黄惫 36A/
त,U+0924,DEVANAGARI LETTER TA,DEVANAGARI,3,NAME:2; GIVN:1,"भरत /  ""Chakravarti"" (emperor) and ""Sarvabhauma"" (Sanskrit: सार्वभौमः)."
ः,U+0903,DEVANAGARI SIGN VISARGA,DEVANAGARI,3,NAME:2; GIVN:1,"भरत /  ""Chakravarti"" (emperor) and ""Sarvabhauma"" (Sanskrit: सार्वभौमः)."
翚,U+7FDA,CJK UNIFIED IDEOGRAPH-7FDA,CJK,3,NAME:2; GIVN:1,Hui Gong 翚公 /Lǐ 李/
兑,U+5151,CJK UNIFIED IDEOGRAPH-5151,CJK,3,NAME:2; GIVN:1,Dui Gong 兑公 /Lǐ 李/
ქ,U+10E5,GEORGIAN LETTER KHAR,GEORGIAN,3,NICK:1; NAME:1; NSFX:1,ალექსანდრე I დიდი ბაგრატიონი
侰,U+4FB0,CJK UNIFIED IDEOGRAPH-4FB0,CJK,3,NAME:2; GIVN:1,Yuwen Juyudun 宇文侰與敦 /Yǔwén 宇文/
产,U+4EA7,CJK UNIFIED IDEOGRAPH-4EA7,CJK,3,NAME:2; GIVN:1,Chong Chan 崇产 /Lǐ 李/
祟,U+795F,CJK UNIFIED IDEOGRAPH-795F,CJK,3,NAME:2; GIVN:1,Sui 祟 /Lǐ 李/
旷,U+65F7,CJK UNIFIED IDEOGRAPH-65F7,CJK,3,NAME:2; GIVN:1,Yuan Kuang 元旷 /Lǐ 李/
肃,U+8083,CJK UNIFIED IDEOGRAPH-8083,CJK,3,NAME:2; GIVN:1,Su Bing 肃炳
丰,U+4E30,CJK UNIFIED IDEOGRAPH-4E30,CJK,3,NAME:2; GIVN:1,He Feng 和丰
谦,U+8C26,CJK UNIFIED IDEOGRAPH-8C26,CJK,3,NAME:2; GIVN:1,Qian Ji 谦吉
毎,U+6BCE,CJK UNIFIED IDEOGRAPH-6BCE,CJK,3,NAME:2; GIVN:1,毎有 /源/
掲,U+63B2,CJK UNIFIED IDEOGRAPH-63B2,CJK,3,NAME:2; GIVN:1,掲子
喧,U+55A7,CJK UNIFIED IDEOGRAPH-55A7,CJK,3,NAME:2; GIVN:1,喧子 /源/
膽,U+81BD,CJK UNIFIED IDEOGRAPH-81BD,CJK,3,NAME:2; GIVN:1,遠膽 /在原/
窩,U+7AA9,CJK UNIFIED IDEOGRAPH-7AA9,CJK,3,NAME:2; GIVN:1,窩闊台 //
闊,U+95CA,CJK UNIFIED IDEOGRAPH-95CA,CJK,3,NAME:2; GIVN:1,窩闊台 //
拖,U+62D6,CJK UNIFIED IDEOGRAPH-62D6,CJK,3,NAME:2; GIVN:1,拖雷 /孛兒只斤/ 四
ᵒ,U+1D52,MODIFIER LETTER SMALL O,MODIFIER,3,NAME:1; NSFX:1; OCCU:1,Álvar (o Álvaro) Pérez /de Azagra/ 4ᵒ Señor de Albarracín
ố,U+1ED1,LATIN SMALL LETTER O WITH CIRCUMFLEX AND ACUTE,LATIN,3,NAME:2; GIVN:1,Trà Hòa Bố Để
ể,U+1EC3,LATIN SMALL LETTER E WITH CIRCUMFLEX AND HOOK ABOVE,LATIN,3,NAME:2; GIVN:1,Trà Hòa Bố Để
ব,U+09AC,BENGALI LETTER BA,BENGALI,3,NAME:1; SURN:1; _MARNM:1,সালিমা সুলতান /বেগম/
ে,U+09C7,BENGALI VOWEL SIGN E,BENGALI,3,NAME:1; SURN:1; _MARNM:1,সালিমা সুলতান /বেগম/
গ,U+0997,BENGALI LETTER GA,BENGALI,3,NAME:1; SURN:1; _MARNM:1,সালিমা সুলতান /বেগম/
卧,U+5367,CJK UNIFIED IDEOGRAPH-5367,CJK,3,NAME:2; GIVN:1,Wò 卧 /Zhāng 張/
璺,U+74BA,CJK UNIFIED IDEOGRAPH-74BA,CJK,3,NAME:2; GIVN:1,Wèn 璺 /Zhāng 張/
厢,U+53A2,CJK UNIFIED IDEOGRAPH-53A2,CJK,3,NAME:2; GIVN:1,Xiāng 厢 /Zhāng 張/
髓,U+9AD3,CJK UNIFIED IDEOGRAPH-9AD3,CJK,3,NAME:2; GIVN:1,Suǐ 髓 /Zhāng 張/
黡,U+9EE1,CJK UNIFIED IDEOGRAPH-9EE1,CJK,3,NAME:2; GIVN:1,Yǎn 黡 /Zhāng 張/
纟,U+7E9F,CJK UNIFIED IDEOGRAPH-7E9F,CJK,3,NAME:2; GIVN:1,Pī (纟丕) /范陽方城/
绾,U+7EFE,CJK UNIFIED IDEOGRAPH-7EFE,CJK,3,NAME:2; GIVN:1,Wǎn 绾 /范陽方城/
涧,U+6DA7,CJK UNIFIED IDEOGRAPH-6DA7,CJK,3,NAME:2; GIVN:1,Shè/Hóng Jiàn 涉/宏涧 /Zhāng 張/
载,U+8F7D,CJK UNIFIED IDEOGRAPH-8F7D,CJK,3,NAME:2; GIVN:1,Zài 载 /Zhāng 張/
焴,U+7134,CJK UNIFIED IDEOGRAPH-7134,CJK,3,NAME:2; GIVN:1,Yù 焴 /Zhāng 張/
褔,U+8914,CJK UNIFIED IDEOGRAPH-8914,CJK,3,NAME:2; GIVN:1,Fù Hǎi 褔海 /Zhāng 張/
彼,U+5F7C,CJK UNIFIED IDEOGRAPH-5F7C,CJK,3,NAME:2; GIVN:1,Bǐ Yún 彼雲 /Zhāng 張/
伢,U+4F22,CJK UNIFIED IDEOGRAPH-4F22,CJK,3,NAME:2; GIVN:1,伊屠智伢師 /攣鞮/
㻋,U+3ECB,CJK UNIFIED IDEOGRAPH-3ECB,CJK,3,NAME:2; GIVN:1,和世㻋 /孛兒只斤·/
泄,U+6CC4,CJK UNIFIED IDEOGRAPH-6CC4,CJK,3,NAME:2; GIVN:1,泄心 /姬/
毁,U+6BC1,CJK UNIFIED IDEOGRAPH-6BC1,CJK,3,NAME:2; GIVN:1,Huǐ Shù 毁隃 /Jī 姬/
隃,U+9683,CJK UNIFIED IDEOGRAPH-9683,CJK,3,NAME:2; GIVN:1,Huǐ Shù 毁隃 /Jī 姬/
嵬,U+5D6C,CJK UNIFIED IDEOGRAPH-5D6C,CJK,3,NAME:2; GIVN:1,嵬 /姬/
鑿,U+947F,CJK UNIFIED IDEOGRAPH-947F,CJK,3,NAME:2; GIVN:1,鑿 /姬/
嫪,U+5AEA,CJK UNIFIED IDEOGRAPH-5AEA,CJK,3,NAME:2; GIVN:1,嫪毐
毐,U+6BD0,CJK UNIFIED IDEOGRAPH-6BD0,CJK,3,NAME:2; GIVN:1,嫪毐
研,U+7814,CJK UNIFIED IDEOGRAPH-7814,CJK,3,TITL:2; OCCU:1,中央研究院第一次院士會議
渕,U+6E15,CJK UNIFIED IDEOGRAPH-6E15,CJK,3,_MARNM:2; NAME:1,Nobumoto信基 /Mabuchi馬渕/
紺,U+7D3A,CJK UNIFIED IDEOGRAPH-7D3A,CJK,3,NAME:2; GIVN:1,"Zǔ Gàn 組紺, 35 /Jī 姬/"
螯,U+87AF,CJK UNIFIED IDEOGRAPH-87AF,CJK,3,NAME:2; GIVN:1,Zhū Áo 諸螯 /Jī 姬/
闢,U+95E2,CJK UNIFIED IDEOGRAPH-95E2,CJK,3,NAME:2; GIVN:1,Pì Yún 闢雲 /Jī 姬/
