file,on_disk,referenced,n_items,properties,example_item,action
(Junius) Arms.svg,,yes,1,,Q141516,"named by a claim, no such file"
"(King of Trigarta, Punjab) Arms.svg",,yes,3,,Q50076,"named by a claim, no such file"
(Marija) Arms.svg,,yes,1,,Q43402,"named by a claim, no such file"
(Maxima Magna) Arms.svg,,yes,2,,Q114963,"named by a claim, no such file"
(Miss) Lady of the Visigoth Kingdom Arms.svg,,yes,2,,Q99623,"named by a claim, no such file"
(Molher d'Aner de Lavedan)  . Arms.svg,,yes,2,,Q104995,"named by a claim, no such file"
(Molher d'Uc de Gavarret)  . Arms.svg,,yes,2,,Q118779,"named by a claim, no such file"
(Molher de Lop Aznar d'Auloron)  . Arms.svg,,yes,2,,Q118757,"named by a claim, no such file"
(Molher de Musel IV Mamikonian) Arms.svg,,yes,1,,Q166902,"named by a claim, no such file"
(Molher de Nysuteh) . Arms.svg,,yes,1,,Q195229,"named by a claim, no such file"
(Molher de Ptahshepses 2) . Arms.svg,,yes,1,,Q195240,"named by a claim, no such file"
(Molher de Samuel II Mamikonian) . Arms.svg,,yes,1,,Q166925,"named by a claim, no such file"
(Mulier Amnii Anicii Iuliani) . Arms.svg,,yes,1,,Q166274,"named by a claim, no such file"
(Mulier Amnii Mani Caesonii) . Arms.svg,,yes,1,,Q166329,"named by a claim, no such file"
(Munia)  Dias de Castile Arms.svg,,yes,2,,Q101067,"named by a claim, no such file"
(NN) of Kush Arms.svg,,yes,1,,Q165228,"named by a claim, no such file"
"(NN, Nonno Jonata GILIBERTO) DRENGOT de Quarrel Arms.svg",,yes,1,,Q208105,"named by a claim, no such file"
"(NN, Padre Jonata GILIBERTO) DRENGOT de Quarrel Arms.svg",,yes,1,,Q208104,"named by a claim, no such file"
(NN; Heiress) of Bactria Arms.svg,,yes,1,,Q165421,"named by a claim, no such file"
(NN; Princess) of Bactria Arms.svg,,yes,1,,Q165237,"named by a claim, no such file"
(Ome de Betrest) . Arms.svg,,yes,1,,Q195219,"named by a claim, no such file"
(Pangeran Secoadiningrat Pangeran Surodiningrat) Arms.svg,,yes,1,,Q164146,"named by a claim, no such file"
(Parthenogenesis) [asexual reproduction]  <virgin birth> Arms.svg,,yes,2,,Q75030,"named by a claim, no such file"
(Princess) of Bactria Arms.svg,,yes,1,,Q165179,"named by a claim, no such file"
(Ramentrudis) de Soissons Arms.svg,,yes,1,,Q120263,"named by a claim, no such file"
"(Sir) John ap John Butler, of Dunraven Arms.svg",,yes,1,,Q138971,"named by a claim, no such file"
(Theodora) Arms.svg,,yes,1,,Q46379,"named by a claim, no such file"
(Unk) De Vienne Arms.svg,,yes,1,,Q206841,"named by a claim, no such file"
(Unrochides) Arms.svg,,yes,1,,Q208768,"named by a claim, no such file"
(core branch)  Finno-Volgaic Arms.svg,,yes,2,,Q53148,"named by a claim, no such file"
(incarnation of Kamadev\ Sanatkumar) Sanatkumar) Sanatkumar) Arms.svg,,yes,1,,Q153322,"named by a claim, no such file"
(planet Venus) Placeholder surname Arms.svg,,yes,1,,Q153478,"named by a claim, no such file"
(puteri sulung) Arms.svg,,yes,1,,Q163959,"named by a claim, no such file"
(unk) ??? Arms.svg,,yes,1,,Q166949,"named by a claim, no such file"
(unk) di palmyra Arms.svg,,yes,2,,Q166114,"named by a claim, no such file"
(wife of) Tun Perpatih Arms.svg,,yes,1,,Q171467,"named by a claim, no such file"
* Arms.svg,,yes,1,,Q207762,"named by a claim, no such file"
",   ,     IV Arms.svg",,yes,1,,Q167171,"named by a claim, no such file"
",  Zeng  Arms.svg",,yes,2,,Q57682,"named by a claim, no such file"
", 62,54,21  21 Arms.svg",,yes,2,,Q58395,"named by a claim, no such file"
-  Arms.svg,,yes,4,,Q153216,"named by a claim, no such file"
-  I Arms.svg,,yes,1,,Q167838,"named by a claim, no such file"
- ( ) Arms.svg,,yes,1,,Q167826,"named by a claim, no such file"
- () Arms.svg,,yes,1,,Q168688,"named by a claim, no such file"
"- , Arms.svg",,yes,1,,Q167976,"named by a claim, no such file"
- Arms.svg,,yes,84,,Q160018,"named by a claim, no such file"
- Placeholder surname Arms.svg,,yes,2,,Q153210,"named by a claim, no such file"
-- Arms.svg,,yes,1,,Q160341,"named by a claim, no such file"
--- de Chartres Arms.svg,,yes,1,,Q206304,"named by a claim, no such file"
----- Arms.svg,,yes,1,,Q169322,"named by a claim, no such file"
--descendents-- Arms.svg,,yes,1,,Q169530,"named by a claim, no such file"
-? Arms.svg,,yes,1,,Q207179,"named by a claim, no such file"
-majapahit timur Arms.svg,,yes,1,,Q161484,"named by a claim, no such file"
.   Arms.svg,,yes,6,,Q57733,"named by a claim, no such file"
. (?) Arms.svg,,yes,1,,Q168425,"named by a claim, no such file"
. - Arms.svg,,yes,1,,Q168476,"named by a claim, no such file"
. . Arms.svg,,yes,1,,Q167732,"named by a claim, no such file"
. Arms.svg,,yes,36,,Q74798,"named by a claim, no such file"
. Bagration-Davitashvili Arms.svg,,yes,3,,Q167875,"named by a claim, no such file"
. Bagration-Mukhranski Arms.svg,,yes,1,,Q168690,"named by a claim, no such file"
. Bagrationi Arms.svg,,yes,2,,Q168746,"named by a claim, no such file"
. Goshadze Arms.svg,,yes,1,,Q168747,"named by a claim, no such file"
. Gurieli Arms.svg,,yes,2,,Q168193,"named by a claim, no such file"
. Levanovna \ Dadiani Arms.svg,,yes,1,,Q167845,"named by a claim, no such file"
. Tsitsishvili Arms.svg,,yes,1,,Q167595,"named by a claim, no such file"
... ( ) () Arms.svg,,yes,1,,Q168374,"named by a claim, no such file"
... ... Arms.svg,,yes,4,,Q167191,"named by a claim, no such file"
... Agnani dei Conti di Segni Arms.svg,,yes,1,,Q208311,"named by a claim, no such file"
... Arms.svg,,yes,11,,Q51326,"named by a claim, no such file"
... Cavalcabo Arms.svg,,yes,1,,Q208214,"named by a claim, no such file"
... Conti Arms.svg,,yes,2,,Q208127,"named by a claim, no such file"
... Dandolo Arms.svg,,yes,1,,Q167666,"named by a claim, no such file"
... Drengot Arms.svg,,yes,1,,Q208547,"named by a claim, no such file"
... Quarrel Drengot Arms.svg,,yes,1,,Q208445,"named by a claim, no such file"
... de Rennes Arms.svg,,yes,1,,Q207371,"named by a claim, no such file"
... dei Conti di Segni Arms.svg,,yes,1,,Q208315,"named by a claim, no such file"
... del Vasto di Savona Arms.svg,,yes,2,,Q207943,"named by a claim, no such file"
... di Amalfi Arms.svg,,yes,1,,Q208431,"named by a claim, no such file"
... di Napoli Arms.svg,,yes,2,,Q207587,"named by a claim, no such file"
... di Salerno Arms.svg,,yes,2,,Q208368,"named by a claim, no such file"
... di Sanseverino Arms.svg,,yes,1,,Q208302,"named by a claim, no such file"
... of Gaeta Arms.svg,,yes,1,,Q208447,"named by a claim, no such file"
... von Sulzbach Arms.svg,,yes,1,,Q207844,"named by a claim, no such file"
.... .... Arms.svg,,yes,7,,Q205501,"named by a claim, no such file"
.... .... normanna Arms.svg,,yes,1,,Q208238,"named by a claim, no such file"
.... Arms.svg,,yes,11,,Q167392,"named by a claim, no such file"
.... Bagrationi Arms.svg,,yes,1,,Q167697,"named by a claim, no such file"
.... Colonna Arms.svg,,yes,1,,Q207653,"named by a claim, no such file"
.... Contarini Arms.svg,,yes,3,,Q168049,"named by a claim, no such file"
.... Crescentius Arms.svg,,yes,1,,Q208386,"named by a claim, no such file"
.... Komnenos Arms.svg,,yes,1,,Q167427,"named by a claim, no such file"
.... Pierleoni Arms.svg,,yes,1,,Q208587,"named by a claim, no such file"
.... Rossi Arms.svg,,yes,1,,Q208212,"named by a claim, no such file"
.... d'Altavilla del principato Arms.svg,,yes,1,,Q208520,"named by a claim, no such file"
.... d'Arles Arms.svg,,yes,1,,Q207203,"named by a claim, no such file"
.... de Nantes Arms.svg,,yes,1,,Q208672,"named by a claim, no such file"
.... del Vasto Arms.svg,,yes,1,,Q208731,"named by a claim, no such file"
.... di Benevento Arms.svg,,yes,2,,Q208650,"named by a claim, no such file"
.... di Capua Arms.svg,,yes,1,,Q208372,"named by a claim, no such file"
.... di Gaeta Arms.svg,,yes,1,,Q207004,"named by a claim, no such file"
.... di Napoli Arms.svg,,yes,2,,Q205153,"named by a claim, no such file"
.... di Pirou Arms.svg,,yes,1,,Q207566,"named by a claim, no such file"
.... di Toscana Arms.svg,,yes,1,,Q206060,"named by a claim, no such file"
............  of Iturea Arms.svg,,yes,2,,Q71748,"named by a claim, no such file"
...some dec.. Arms.svg,,yes,1,,Q169392,"named by a claim, no such file"
.Pto Arms.svg,,yes,1,,Q165453,"named by a claim, no such file"
.kp Arms.svg,,yes,1,,Q120518,"named by a claim, no such file"
.zw Arms.svg,,yes,1,,Q127266,"named by a claim, no such file"
/Fulco I of /Este-Milan/fulk/ Arms.svg,,yes,1,,Q206648,"named by a claim, no such file"
1  Haplogroup G Arms.svg,,yes,1,,Q29758,"named by a claim, no such file"
1  Pharaoh of Egypt Arms.svg,,yes,2,,Q62632,"named by a claim, no such file"
1 AMR Arms.svg,,yes,2,,Q63195,"named by a claim, no such file"
1 AS-SALT Arms.svg,,yes,2,,Q62716,"named by a claim, no such file"
1 Abdullah son of Ali son of Abdullah son of Abbas Arms.svg,,yes,2,,Q69631,"named by a claim, no such file"
1 Abu Talib Banu Umayya Arms.svg,,yes,2,,Q65915,"named by a claim, no such file"
1 Ali (ibn Abu Talib) ibn Abi Talib (abt. 0600 - abt. 0661)  Banu Umayya Arms.svg,,yes,2,,Q66874,"named by a claim, no such file"
1 Arms.svg,,yes,6,,Q67223,"named by a claim, no such file"
1 Dalem Sura di Wangsa Arms.svg,,yes,1,,Q162995,"named by a claim, no such file"
1 Dewa Raka \ Magada Prabu Magada Prabu Arms.svg,,yes,1,,Q162487,"named by a claim, no such file"
1 Dipati Suwarga Arms.svg,,yes,1,,Q171828,"named by a claim, no such file"
1 Eupercaria Arms.svg,,yes,1,,Q153148,"named by a claim, no such file"
1 Euteleostei Arms.svg,,yes,1,,Q153134,"named by a claim, no such file"
1 Fatimah al-Zahra (RA)  Banu Hashim Arms.svg,,yes,2,,Q67106,"named by a claim, no such file"
1 Jero Jambe Pemeregan Arms.svg,,yes,1,,Q163567,"named by a claim, no such file"
1 KGP. Mandura Arms.svg,,yes,1,,Q162835,"named by a claim, no such file"
1 Ki Gusti Ngurah Tabanan Prabu Winalwan raja-4 Arms.svg,,yes,1,,Q163563,"named by a claim, no such file"
1 Ki Gusti Wayan Pamedekan Raja Tabanan 5 Arms.svg,,yes,1,,Q164487,"named by a claim, no such file"
1 Kyai Mas Irpan Arms.svg,,yes,1,,Q163685,"named by a claim, no such file"
1 Kyai Moerid (Moekid) Kyai Jasin Arms.svg,,yes,1,,Q164804,"named by a claim, no such file"
1 Lod Rurung Arms.svg,,yes,1,,Q163568,"named by a claim, no such file"
1 Mas Ngb. Anggadasta \Ki Bagus Gara Ki Bagus Gara Arms.svg,,yes,1,,Q163857,"named by a claim, no such file"
1 Maulana Makdum Ibrahim Sunan Bonang Arms.svg,,yes,1,,Q171585,"named by a claim, no such file"
1 Maulana Yusuf Panembahan Pangkalan Gede Sultan Banten ke-2 1570 - 1585 Arms.svg,,yes,1,,Q162546,"named by a claim, no such file"
1 NIZAR Arms.svg,,yes,2,,Q62998,"named by a claim, no such file"
1 NR. Atidjah Arms.svg,,yes,1,,Q164228,"named by a claim, no such file"
1 Nyai Ageng Lurung Tengah Arms.svg,,yes,1,,Q162494,"named by a claim, no such file"
1 Onychodontidae Arms.svg,,yes,1,,Q152944,"named by a claim, no such file"
1 Ovalentaria Arms.svg,,yes,1,,Q153150,"named by a claim, no such file"
1 PRA Kaprabon (Keprabon-1 1699-1734) Arms.svg,,yes,1,,Q163357,"named by a claim, no such file"
1 Pangeran Mandoera Arms.svg,,yes,1,,Q164703,"named by a claim, no such file"
1 Pangeran Santri \ Kusumadinata-1 (R. Solih) Kusumadinata-1 (R. Solih) -26 [MP] Arms.svg,,yes,1,,Q164717,"named by a claim, no such file"
1 Percomorpha Arms.svg,,yes,3,,Q41483,"named by a claim, no such file"
1 Pnb Ratu-2 P. Girilaya \ Abdul Karim \ Adiningkusumah Abdul Karim Arms.svg,,yes,1,,Q162378,"named by a claim, no such file"
"1 R. Rangga Anggadiredja (Demang Cikao, Purwakarta) Arms.svg",,yes,1,,Q164236,"named by a claim, no such file"
1 RTm. Kartawidjaja \ Abil Makarimi Badruddin SA-1 Abil Makarimi Badruddin SA-1 Arms.svg,,yes,1,,Q162788,"named by a claim, no such file"
1 Ratu Pembayun Arms.svg,,yes,1,,Q162471,"named by a claim, no such file"
1 Ratu Sultan Waragang Arms.svg,,yes,1,,Q171842,"named by a claim, no such file"
1 Rd. Anggadiredja Arms.svg,,yes,1,,Q164793,"named by a claim, no such file"
1 Rd. Mas Urwa (Buyut Sampang) Arms.svg,,yes,1,,Q163797,"named by a claim, no such file"
1 Rudra Arms.svg,,yes,1,,Q169690,"named by a claim, no such file"
1 SHANZIR Arms.svg,,yes,2,,Q63145,"named by a claim, no such file"
1 Seureupeun Manangel Arms.svg,,yes,1,,Q164326,"named by a claim, no such file"
1 Shofiudin \ Matangaji SS-5 1773-1786 M Matangaji SS-5 1773-1786 M Arms.svg,,yes,1,,Q171841,"named by a claim, no such file"
1 Shri Arya Ngurah Langwang Raja Tabanan-3 Arms.svg,,yes,1,,Q162942,"named by a claim, no such file"
1 Sultan Abu al-Mafakhir Mahmud Abdul Kadir (Pangeran Ratu) SB-4 Abdul Mufachir Arms.svg,,yes,1,,Q163018,"named by a claim, no such file"
1 Sunan Ampel \ R. Rahmatullah \ Bong Swi Arms.svg,,yes,1,,Q171431,"named by a claim, no such file"
1 of KASHI\Banaras\Varanasi Banaras Arms.svg,,yes,1,,Q161254,"named by a claim, no such file"
1- 750-754 Arms.svg,,yes,2,,Q69724,"named by a claim, no such file"
1. Conde de Castilla Fernando  Ansurez Arms.svg,,yes,2,,Q100866,"named by a claim, no such file"
1. NR. Siti Kursiyah (Eyang Kunci) Arms.svg,,yes,1,,Q164600,"named by a claim, no such file"
1. RA. Siduredjo Arms.svg,,yes,1,,Q171953,"named by a claim, no such file"
1. Raden Ayu Semi ing Kalinyamat Arms.svg,,yes,1,,Q162016,"named by a claim, no such file"
10 Arms.svg,,yes,2,,Q70155,"named by a claim, no such file"
10 Eupercaria Arms.svg,,yes,1,,Q153183,"named by a claim, no such file"
10 Ovalentaria Arms.svg,,yes,1,,Q153172,"named by a claim, no such file"
10 P. Sake Citeureup R. Syafrudin Shoheh (1682-1740) Mbah Soleh 1682-1740 Arms.svg,,yes,1,,Q164745,"named by a claim, no such file"
10 Patih Mangkubumi Manduraraja Arms.svg,,yes,1,,Q163755,"named by a claim, no such file"
10 Raden Faqih (Sunan Ampel 2) Arms.svg,,yes,1,,Q171582,"named by a claim, no such file"
10 Ratu Raja Ambetkasih Arms.svg,,yes,1,,Q171837,"named by a claim, no such file"
10. Pingal Arms.svg,,yes,1,,Q169692,"named by a claim, no such file"
100 sisters of Yayati Arms.svg,,yes,1,,Q169385,"named by a claim, no such file"
1000 Savalasvas Arms.svg,,yes,1,,Q169282,"named by a claim, no such file"
1031-1063 [? + c. 200] Arms.svg,,yes,1,,Q4712,"named by a claim, no such file"
11 Arms.svg,,yes,2,,Q70158,"named by a claim, no such file"
11 Eupercaria Arms.svg,,yes,1,,Q153184,"named by a claim, no such file"
11 Maulana Ibrahim Al-Hadrami Azmatkhan Arms.svg,,yes,1,,Q171423,"named by a claim, no such file"
11 Niriti Arms.svg,,yes,1,,Q169693,"named by a claim, no such file"
11 Ovalentaria Arms.svg,,yes,1,,Q153173,"named by a claim, no such file"
11 P. Arya Kidul (Pangeran Jaya Wikarta) SS-11 (1875-1880) Arms.svg,,yes,1,,Q171838,"named by a claim, no such file"
11 Pangeran Kidul Arms.svg,,yes,1,,Q163756,"named by a claim, no such file"
11 Raden Rum Arms.svg,,yes,1,,Q164746,"named by a claim, no such file"
11 Rudras Arms.svg,,yes,1,,Q160946,"named by a claim, no such file"
11 synow Arms.svg,,yes,1,,Q4841,"named by a claim, no such file"
11. Raden Mas Tangsang Hurawan Arms.svg,,yes,1,,Q162023,"named by a claim, no such file"
110 wives Arms.svg,,yes,1,,Q170080,"named by a claim, no such file"
1130s BC Arms.svg,,yes,1,,Q128079,"named by a claim, no such file"
12 Adityulu Arms.svg,,yes,1,,Q169040,"named by a claim, no such file"
12 Arms.svg,,yes,2,,Q70160,"named by a claim, no such file"
12 Eupercaria Arms.svg,,yes,1,,Q153185,"named by a claim, no such file"
12 Ovalentaria Arms.svg,,yes,1,,Q153174,"named by a claim, no such file"
12 Pangeran Arya Wetan Arms.svg,,yes,1,,Q171839,"named by a claim, no such file"
12 Raden Mesir Arms.svg,,yes,1,,Q164747,"named by a claim, no such file"
12 Ratu Dalem Arms.svg,,yes,1,,Q163757,"named by a claim, no such file"
12- 862-866 Arms.svg,,yes,2,,Q98768,"named by a claim, no such file"
12. G.P.H. Hadiwijoyo Arms.svg,,yes,1,,Q171906,"named by a claim, no such file"
12. Raden Mangkurat Wiryawan ing Madiun Arms.svg,,yes,1,,Q162024,"named by a claim, no such file"
13 Arms.svg,,yes,2,,Q70163,"named by a claim, no such file"
13 Eupercaria Arms.svg,,yes,1,,Q153186,"named by a claim, no such file"
13 Pangeran Arya Kulon Arms.svg,,yes,1,,Q171840,"named by a claim, no such file"
13 Reden Muhammad Arms.svg,,yes,1,,Q164748,"named by a claim, no such file"
13. Raden Haryo Sememi Arms.svg,,yes,1,,Q162025,"named by a claim, no such file"
14 Arms.svg,,yes,2,,Q70166,"named by a claim, no such file"
14 Eupercaria Arms.svg,,yes,1,,Q153187,"named by a claim, no such file"
14 Maulana Muhamad Nashruddin [Sultan Banten ke-3 1585 - 1596] Arms.svg,,yes,1,,Q171880,"named by a claim, no such file"
14 Pangeran Seminingrat Arms.svg,,yes,1,,Q163759,"named by a claim, no such file"
14 Raden Muhsin Arms.svg,,yes,1,,Q164749,"named by a claim, no such file"
14- 869-870 Arms.svg,,yes,2,,Q98766,"named by a claim, no such file"
14. Raden Balap Arms.svg,,yes,1,,Q162031,"named by a claim, no such file"
15 Arms.svg,,yes,2,,Q70169,"named by a claim, no such file"
15 Eupercaria Arms.svg,,yes,1,,Q153188,"named by a claim, no such file"
15 Ratu Kidul Arms.svg,,yes,1,,Q163760,"named by a claim, no such file"
15 Tubagus Wetan Arms.svg,,yes,1,,Q164750,"named by a claim, no such file"
15. Raden Ajeng Sulah Arms.svg,,yes,1,,Q162034,"named by a claim, no such file"
150 BC Arms.svg,,yes,1,,Q134446,"named by a claim, no such file"
16 Arms.svg,,yes,2,,Q70172,"named by a claim, no such file"
16 Eupercaria Arms.svg,,yes,1,,Q153189,"named by a claim, no such file"
16 Pangeran Arya Wiratmaka Arms.svg,,yes,1,,Q163761,"named by a claim, no such file"
16 Tubagus Muhammad Athif Arms.svg,,yes,1,,Q164751,"named by a claim, no such file"
17 Arms.svg,,yes,2,,Q70175,"named by a claim, no such file"
17 Eupercaria Arms.svg,,yes,1,,Q153191,"named by a claim, no such file"
17 Pangeran Arya Danuwangsa Arms.svg,,yes,1,,Q163762,"named by a claim, no such file"
17 Raden Doberes Arms.svg,,yes,1,,Q163697,"named by a claim, no such file"
17 Tubagus Abdul Arms.svg,,yes,1,,Q164752,"named by a claim, no such file"
17. Raden Haryo Sumantri Arms.svg,,yes,1,,Q162035,"named by a claim, no such file"
18 Arms.svg,,yes,2,,Q70178,"named by a claim, no such file"
18 Eupercaria Arms.svg,,yes,1,,Q153190,"named by a claim, no such file"
18 Pangeran Arya Prabangsa Arms.svg,,yes,1,,Q163763,"named by a claim, no such file"
18 Ratu Baja Mirah Arms.svg,,yes,1,,Q164753,"named by a claim, no such file"
18. Raden Ayu Pamegatan Arms.svg,,yes,1,,Q162026,"named by a claim, no such file"
19 Arms.svg,,yes,2,,Q70181,"named by a claim, no such file"
19 Eupercaria Arms.svg,,yes,1,,Q153194,"named by a claim, no such file"
19 Pangeran Arya Wirasuta Arms.svg,,yes,1,,Q163764,"named by a claim, no such file"
19 Tubagus Kulon Arms.svg,,yes,1,,Q164754,"named by a claim, no such file"
19. Raden Kakap Arms.svg,,yes,1,,Q162027,"named by a claim, no such file"
1:   Arms.svg,,yes,2,,Q60962,"named by a claim, no such file"
1G/ Agatha (Dght. of Bruno I.&Gisella) von Braunschweig Arms.svg,,yes,1,,Q206029,"named by a claim, no such file"
1st Daughter of Hamza daughter of  Hamza Arms.svg,,yes,2,,Q66581,"named by a claim, no such file"
1st Wife (Barren) Arms.svg,,yes,1,,Q167004,"named by a claim, no such file"
1st born (Yadavas) Arms.svg,,yes,1,,Q169843,"named by a claim, no such file"
1st son SHRUTASENA Bhima Arms.svg,,yes,1,,Q169776,"named by a claim, no such file"
1st wife Arms.svg,,yes,2,,Q102849,"named by a claim, no such file"
2  Haplogroup G Arms.svg,,yes,1,,Q29762,"named by a claim, no such file"
2  Pharaoh of Egypt Arms.svg,,yes,2,,Q62638,"named by a claim, no such file"
2 ABDULLAH Arms.svg,,yes,2,,Q63198,"named by a claim, no such file"
2 Abbas son of Abdul-Muththalib RA. Arms.svg,,yes,2,,Q65903,"named by a claim, no such file"
2 Arms.svg,,yes,6,,Q67226,"named by a claim, no such file"
2 Bagus Rangin \ Sapu Angin \ Syekh Alimudin R. Kerarangin Sapu Angin Arms.svg,,yes,1,,Q163858,"named by a claim, no such file"
2 Dawud Arms.svg,,yes,2,,Q69634,"named by a claim, no such file"
2 Dewa Made \ Megada Nata Arya Yasan (Raja Tabanan 2) Megada Nata Arya Yasan (Raja Tabanan 2) Arms.svg,,yes,1,,Q162488,"named by a claim, no such file"
2 Dewi Ruqayyah Arms.svg,,yes,1,,Q162477,"named by a claim, no such file"
2 Eupercaria Arms.svg,,yes,1,,Q153175,"named by a claim, no such file"
"2 G.R.A. Suroloyo, di Brebes Arms.svg",,yes,1,,Q171901,"named by a claim, no such file"
2 KGP Juru Kiting Arms.svg,,yes,1,,Q162836,"named by a claim, no such file"
2 Kesimpar Arms.svg,,yes,1,,Q163569,"named by a claim, no such file"
2 Ki Gusti Lod Carik Arms.svg,,yes,1,,Q163564,"named by a claim, no such file"
2 Ki Gusti Made Utara \ Madyatara Madyatara Arms.svg,,yes,1,,Q162943,"named by a claim, no such file"
2 MUDLIJ Arms.svg,,yes,2,,Q63148,"named by a claim, no such file"
2 Mangundjaya Arms.svg,,yes,1,,Q171829,"named by a claim, no such file"
2 Mas Anggaderpa Arms.svg,,yes,1,,Q164805,"named by a claim, no such file"
2 Nyai Ageng Panenggak Arms.svg,,yes,1,,Q162472,"named by a claim, no such file"
