qid,our_token,kind,bearers,missing,n_missing,mul,en,ja,zh
Q36938981,Vind,family,60,mul ja zh,3,,Vind,,
Q47070742,Tjøtta,family,60,ja zh,2,Tjøtta,Tjøtta,,
Q16879509,Ryves,family,60,mul zh,2,,Ryves,ライヴズ,
Q3417518,Ragnvald,given,60,ja zh,2,Ragnvald,Ragnvald,,
Q18632293,Valerius,given,60,zh,1,Valerius,Valerius,ウァレリウス,
Q33101445,Torbjørg,given,60,ja zh,2,Torbjørg,Torbjørg,,
Q56246518,Schnapper,family,59,ja zh,2,Schnapper,Schnapper,,
Q114239480,Egas,given,59,ja zh,2,Egas,Egas,,
Q19688705,Matias,given,59,ja,1,Matias,Matias,,马蒂亚斯 (名字)
Q13126459,Cadwgan,given,59,ja zh,2,Cadwgan,Cadwgan,,
Q12304041,Bolette,given,59,ja zh,2,Bolette,Bolette,,
Q19914332,Moyse,given,59,ja zh,2,Moyse,Moyse,,
Q47001796,Harbou,family,58,ja zh,2,Harbou,Harbou,,
Q21488844,Saxton,family,58,zh,1,Saxton,Saxton,サクストン,
Q122837798,Nilsdatter,family,58,zh,1,Nilsdatter,Nilsdatter,ニルスダッテル,
Q16777571,Haug,family,58,ja,1,Haug,Haug,,豪格
Q37503669,Bruell,family,58,mul ja,2,,Bruell,,布鲁尔
Q12793278,Kalman,given,58,ja zh,2,Kalman,Kalman,,
Q33101446,Torborg,given,58,ja zh,2,Torborg,Torborg,,
Q20000462,Jehuda,given,58,ja zh,2,Jehuda,Jehuda,,
Q4567129,Even,given,58,ja,1,Even,Even,,埃文
Q125334455,Bela,given,58,ja zh,2,Bela,Bela,,
Q21507497,Calkins,family,57,mul ja zh,3,,Calkins,,
Q21426144,Iversen,family,57,ja zh,2,Iversen,Iversen,,
Q123651,Caesar,given,57,ja zh,2,Caesar,Caesar,,
Q18608246,Phebe,given,57,zh,1,Phebe,Phebe,フィービー,
Q1009647,Gerda,given,57,zh,1,Gerda,Gerda,ゲルダ,
Q60589647,Ratna,given,57,zh,1,Ratna,Ratna,ラトナ,
Q16860619,Buckland,family,56,mul,1,,Buckland,バックランド,巴克兰
Q51237345,Pozzo di Borgo,family,56,mul ja zh,3,,Pozzo di Borgo,,
Q21502237,Sapieha,family,56,ja zh,2,Sapieha,Sapieha,,
Q19902419,House,family,56,ja,1,House,House,,豪斯
Q33101910,Gunnhild,given,56,ja zh,2,Gunnhild,Gunnhild,,
Q23047611,Thore,given,56,ja zh,2,Thore,Thore,,
Q18809734,Neville,family,55,mul,1,,Neville,ネヴィル,内维尔
Q65769129,Reve,family,55,mul ja zh,3,,Reve,,
Q65104216,Francfort,family,55,ja zh,2,Francfort,Francfort,,
Q20000085,Rivka,given,55,ja,1,Rivka,Rivka,,里弗卡
Q19688455,Gutierre,given,55,ja zh,2,Gutierre,Gutierre,,
Q19688398,Edouard,given,55,ja zh,2,Edouard,Edouard,,
Q88387579,de Clermont,family,54,ja zh,2,de Clermont,de Clermont,,
Q106626337,de Poitiers,family,54,ja zh,2,de Poitiers,de Poitiers,,
Q8079578,Þórður,given,54,mul ja,2,,Þórður,,索德尔
Q17391635,Hartvig,given,54,zh,1,Hartvig,Hartvig,ハートウィグ,
Q32787165,Gyrid,given,54,ja zh,2,Gyrid,Gyrid,,
Q19967904,Gebhard,given,54,mul,1,,Gebhard,ゲブハルト,格布哈特
Q25114363,Rød,family,53,ja,1,Rød,Rød,,罗德
Q45777113,Borchardt,family,53,zh,1,Borchardt,Borchardt,ボルヒャルト,
Q37445298,Crabb,family,53,ja,1,Crabb,Crabb,,克拉布
Q31205901,Ries,family,53,mul,1,,Ries,リース,里斯
Q1753865,Hallvard,given,53,ja,1,Hallvard,Hallvard,,哈尔瓦德
Q21074420,Levie,given,53,ja zh,2,Levie,Levie,,
Q21491634,Post,family,52,zh,1,Post,Post,ポスト,
Q30134985,Vatne,family,52,mul ja zh,3,,Vatne,,
Q37125751,Rud,family,52,ja zh,2,Rud,Rud,,
Q27889293,Ueland,family,52,mul ja zh,3,,Ueland,,
Q31494867,Haarr,family,52,mul ja zh,3,,Haarr,,
Q105534565,Löb,family,52,ja zh,2,Löb,Löb,,
Q37133783,SEE,family,52,ja,1,See,See,,See
Q9294936,Humbert,given,52,zh,1,Humbert,Humbert,アンベール,
Q21897354,Hezekiah,given,52,zh,1,Hezekiah,Hezekiah,ヘゼカイア,
Q26220581,Bertine,given,52,zh,1,Bertine,Bertine,ベルティーン,
Q19689514,Nanette,given,52,ja,1,Nanette,Nanette,,纳内特
Q37062825,Luria,family,51,ja zh,2,Luria,Luria,,
Q2937271,Capet,family,51,ja zh,2,Capet,Capet,,
Q29614694,Gaylord,family,51,mul ja zh,3,,Gaylord,,
Q21450271,Standley,family,51,mul ja zh,3,,Standley,,
Q20000316,Elieser,given,51,ja zh,2,Elieser,Elieser,,
Q21097012,Philippine,given,51,ja,1,Philippine,Philippine,,菲利皮内
Q32895862,Yehudah,given,51,mul ja,2,,Yehudah,,猶大
Q67200378,Foulques,given,51,mul ja zh,3,,Foulques,,
Q10667549,Sigismund,given,51,zh,1,Sigismund,Sigismund,シギスムント,
Q127778580,Gaucher,given,51,ja zh,2,Gaucher,Gaucher,,
Q27892728,Meland,family,50,mul ja zh,3,,Meland,,
Q7577700,Spira,family,50,ja zh,2,Spira,Spira,,
Q30350309,Norheim,family,50,mul ja zh,3,,Norheim,,
Q30153575,Wasmuth,family,50,mul ja,2,,Wasmuth,,瓦斯穆特
Q16865586,Church,family,50,mul,1,,Church,チャーチ,丘奇
Q16882262,Rood,family,50,ja,1,Rood,Rood,,鲁德
Q47493352,Zunz,family,50,ja,1,Zunz,Zunz,,祖恩茨
Q21508796,Berr,family,50,ja zh,2,Berr,Berr,,
Q19882955,Napoléon,given,50,ja zh,2,Napoléon,Napoléon,,
Q17318008,Katrine,given,50,ja,1,Katrine,Katrine,,卡特琳
Q857854,Hulda,given,50,ja zh,2,Hulda,Hulda,,
Q21467686,Mikal,given,50,ja zh,2,Mikal,Mikal,,
Q30814694,Olina,given,50,ja zh,2,Olina,Olina,,
Q19969321,Moise,given,50,zh,1,Moise,Moise,モイーズ,
Q365625,Adolphe,given,50,mul,1,,Adolphe,アドルフ,阿道夫
Q106427510,Maior,given,50,mul ja zh,3,,Maior,,
Q30132788,Øye,family,49,mul,1,,Øye,オイエ,奥耶
Q83385313,Wetzlar,family,49,ja zh,2,Wetzlar,Wetzlar,,
Q27887926,Eriksen,family,49,mul,1,,Eriksen,エリクセン,埃里克森
Q30417204,Holck,family,49,mul ja zh,3,,Holck,,
Q37262647,Standen,family,49,ja,1,Standen,Standen,,斯坦登
Q104854476,de Boulogne,family,49,ja zh,2,de Boulogne,de Boulogne,,
Q23711783,Nest,given,49,ja zh,2,Nest,Nest,,
Q15106926,Hedda,given,49,mul,1,,Hedda,ヘッダ,赫达
Q20000020,Eléonore,given,49,ja,1,Eléonore,Eléonore,,爱雷欧诺尔
Q60633968,Selig,given,49,ja zh,2,Selig,Selig,,
Q111039330,Arias,given,49,ja zh,2,Arias,Arias,,
Q21449748,Kruse,family,48,ja,1,Kruse,Kruse,,克鲁泽
Q56244638,Ettlinger,family,48,ja zh,2,Ettlinger,Ettlinger,,
Q38902733,Frafjord,family,48,ja zh,2,Frafjord,Frafjord,,
Q21510337,Fernandes,family,48,mul,1,,Fernandes,フェルナンデス,费尔南德斯
Q29723404,Nes,family,48,mul ja zh,3,,Nes,,
Q16886993,Devereux,family,48,zh,1,Devereux,Devereux,デヴルー,
Q1353715,Ericsson,family,48,mul ja,2,,Ericsson,,埃里克森
Q21488359,Sunde,family,48,ja zh,2,Sunde,Sunde,,
Q21506695,Hovland,family,48,ja zh,2,Hovland,Hovland,,
Q21483028,Grünebaum,family,48,ja zh,2,Grünebaum,Grünebaum,,
Q18331124,Krag,family,48,ja zh,2,Krag,Krag,,
Q104832217,de Montlaur,family,48,ja zh,2,de Montlaur,de Montlaur,,
Q20002189,Jemima,given,48,zh,1,Jemima,Jemima,ジェマイマ,
Q2287029,Simcha,given,48,ja,1,Simcha,Simcha,,辛查
Q26902713,Yechiel,given,48,ja zh,2,Yechiel,Yechiel,,
Q1750352,Tord,given,48,ja,1,Tord,Tord,,托德
Q62090716,Mór,given,48,zh,1,Mór,Mór,ムール,
Q43306123,Iñigo,given,48,ja,1,Íñigo,Iñigo,,伊尼戈
Q1546039,Grethe,given,48,ja zh,2,Grethe,Grethe,,
Q5199298,Orm,given,48,ja zh,2,Orm,Orm,,
Q44312084,Röschen,given,48,ja zh,2,Röschen,Röschen,,
Q16868223,Isidore,given,48,zh,1,Isidore,Isidore,イシドール,
Q76706504,Eufemia,given,48,mul ja zh,3,,Eufemia,,
Q30644752,Synnøve,given,48,ja,1,Synnøve,Synnøve,,西诺薇
Q6449552,Isidro,given,48,mul ja,2,,Isidro,,伊西多罗
Q656520,Nepomuceno,given,48,mul ja,2,,Nepomuceno,,尼波穆塞诺
Q42857954,Benkestok,family,47,ja zh,2,Benkestok,Benkestok,,
Q123189983,Olsdotter,family,47,ja zh,2,Olsdotter,Olsdotter,,
Q96478328,Ousdal,family,47,ja zh,2,Ousdal,Ousdal,,
Q87571749,Faesch,family,47,ja zh,2,Faesch,Faesch,,
Q124418317,Christence,given,47,ja zh,2,Christence,Christence,,
Q1058951,Haim,given,47,ja,1,Haim,Haim,,海姆
Q324528,Aslaug,given,47,ja zh,2,Aslaug,Aslaug,,
Q21147514,Barbe,given,47,ja zh,2,Barbe,Barbe,,
Q19271130,Ezekiel,given,47,zh,1,Ezekiel,Ezekiel,エゼキエル,
Q1799021,Jorunn,given,47,ja,1,Jorunn,Jorunn,,乔鲁恩
Q20872559,Steen,given,47,ja zh,2,Steen,Steen,,
Q19999977,Chana,given,47,ja zh,2,Chana,Chana,,
Q576970,Boudewijn,given,47,ja,1,Boudewijn,Boudewijn,,布德维
Q20020131,Torvald,given,47,ja zh,2,Torvald,Torvald,,
Q16956981,Whittemore,family,46,ja zh,2,Whittemore,Whittemore,,
Q5574335,Heller,family,46,mul,1,,Heller,ヘラー,埃莱尔
Q21496546,Haaland,family,46,zh,1,Haaland,Haaland,ハーランド,
Q16877804,Nathan,family,46,zh,1,Nathan,Nathan,ネーサン,
Q25931595,Seligmann,family,46,ja,1,Seligmann,Seligmann,,塞利格曼
Q4663971,Abbey,family,46,ja,1,Abbey,Abbey,,阿比
Q106604841,Hohenlohe,family,46,mul ja zh,3,,Hohenlohe,,
Q16867299,Ephraim,family,46,ja zh,2,Ephraim,Ephraim,,
Q16871943,Lazard,family,46,ja zh,2,Lazard,Lazard,,
Q2095431,Pinchas,given,46,mul zh,2,,Pinchas,ピンカス,
Q86591659,Thankful,given,46,mul zh,2,,Thankful,サンクフル,
Q58315377,Aryeh,given,46,ja zh,2,אריה,Aryeh,,
Q21563594,Birthe,given,46,ja zh,2,Birthe,Birthe,,
Q521264,Brynhild,given,46,zh,1,Brynhild,Brynhild,ブリュンヒルド,
Q100165766,Mendo,given,46,zh,1,Mendo,Mendo,メンド,
Q134513660,Gittel,given,46,ja zh,2,Gittel,Gittel,,
Q21144140,Eleazer,given,46,zh,1,Eleazer,Eleazer,エレザー,
Q22005865,Ithel,given,46,ja zh,2,Ithel,Ithel,,
Q64110432,Ball,given,46,mul ja zh,3,,Ball,,
Q722780,Ashkenazi,family,45,mul zh,2,,Ashkenazi,アシュケナージ,
Q27888836,Birkeland,family,45,mul ja zh,3,,Birkeland,,
Q36928708,Chinitz,family,45,mul ja zh,3,,Chinitz,,
Q29957401,Sichel,family,45,ja zh,2,Sichel,Sichel,,
Q21481527,Heath,family,45,mul,1,,Heath,ヒース,希思
Q37029237,Ventimiglia,family,45,ja zh,2,Ventimiglia,Ventimiglia,,
Q16479635,Anda,family,45,ja,1,Anda,Anda,,安达
Q37240599,Manheimer,family,45,ja zh,2,Manheimer,Manheimer,,
Q105418180,Gougenheim,family,45,ja zh,2,Gougenheim,Gougenheim,,
Q7439386,Scudamore,family,45,ja,1,Scudamore,Scudamore,,斯丘达莫尔
Q21143999,Levy,given,45,zh,1,Levy,Levy,レヴィー,
Q18964343,Mårten,given,45,ja,1,Mårten,Mårten,,莫滕 (名字)
Q30190541,Halvar,given,45,zh,1,Halvar,Halvar,ハルヴァル,
Q18929064,Eustache,given,45,ja,1,Eustache,Eustache,,尤斯塔什
Q50600734,Minette,given,45,mul zh,2,,Minette,ミネット,
Q30147472,Eiler,given,45,ja zh,2,Eiler,Eiler,,
Q13403839,Rosina,given,45,ja,1,Rosina,Rosina,,罗西娜 (名字)
Q43399919,Berenguela,given,45,mul ja zh,3,,Berenguela,,
Q51059378,Krummedige,family,44,ja zh,2,Krummedige,Krummedige,,
Q21500378,Skeie,family,44,ja,1,Skeie,Skeie,,斯基
Q99539203,de Coucy,family,44,ja zh,2,de Coucy,de Coucy,,
Q133567485,Brettauer,family,44,ja zh,2,Brettauer,Brettauer,,
Q78600500,de Cabrera,family,44,mul ja zh,3,,de Cabrera,,
Q105818166,de Craon,family,44,ja zh,2,de Craon,de Craon,,
Q16002491,Alger,family,44,ja,1,Alger,Alger,,阿尔及尔
Q20000548,til,given,44,ja,1,Til,Til,,蒂尔 (名字)
Q7237008,Poyntz,family,43,zh,1,Poyntz,Poyntz,ポインツ,
Q30098080,Falch,family,43,ja zh,2,Falch,Falch,,
Q37229573,China,family,43,ja zh,2,China,China,,
Q27889353,Løland,family,43,mul ja,2,,Løland,,罗兰
Q105181136,von Salm,family,43,ja zh,2,von Salm,von Salm,,
Q814067,Beer,family,43,zh,1,Beer,Beer,ベーア,
Q96482919,Tzvi,given,43,ja zh,2,Tzvi,Tzvi,,
Q111072908,Minor,given,43,ja zh,2,Minor,Minor,,
Q17493832,Ioannes,given,43,zh,1,Ioannes,Ioannes,ヨハネス,
Q20002223,Liva,given,43,ja zh,2,Liva,Liva,,
Q98636299,Lehmann,given,43,ja zh,2,Lehmann,Lehmann,,
Q29908027,Géraud,given,43,zh,1,Géraud,Géraud,ジェラール,
Q98969195,Cajsa,given,43,mul ja zh,3,,Cajsa,,
Q18941424,Tyge,given,43,ja zh,2,Tyge,Tyge,,
Q11982930,Lage,given,43,ja zh,2,Lage,Lage,,
Q18579290,Burchard,given,43,zh,1,Burchard,Burchard,バーチャード,
Q106145447,Jachet,given,43,ja zh,2,Jachet,Jachet,,
Q87120561,Betsey,given,43,mul ja zh,3,,Betsey,,
Q20002168,Geronimo,given,43,zh,1,Geronimo,Geronimo,ジェロニモ,
Q30087759,Ree,family,42,mul ja,2,,Ree,,里
Q29949678,Babcock,family,42,mul,1,,Babcock,バブコック,巴布科克
Q28919317,Merrell,family,42,zh,1,Merrell,Merrell,メレル,
Q37442010,Grannes,family,42,ja zh,2,Grannes,Grannes,,
Q30133009,Kvalbein,family,42,mul,1,,Kvalbein,クヴァルバイン,克瓦尔拜因
Q101014826,de Sully,family,42,ja,1,De Sully,De Sully,,德苏利
Q22966139,Gershon,given,42,ja zh,2,Gershon,Gershon,,
Q12717110,Salve,given,42,ja zh,2,Salve,Salve,,
Q21674660,Llywarch,given,42,ja zh,2,Llywarch,Llywarch,,
Q107227465,Petrine,given,42,ja,1,Petrine,Petrine,,佩特琳
Q11729650,Justa,given,42,ja zh,2,Justa,Justa,,
Q16884688,Tiffany,family,41,ja,1,Tiffany,Tiffany,,蒂法尼
Q30136491,Sparre,family,41,mul ja zh,3,,Sparre,,
Q658676,Cooke,family,41,mul,1,,Cooke,クック,库克
Q63442192,de Beaujeu,family,41,mul ja,2,,de Beaujeu,,德·博热
Q36879902,Dyre,family,41,mul ja zh,3,,Dyre,,
Q27517147,Tomkins,family,41,mul ja,2,,Tomkins,,汤普金斯
Q27892826,Storhaug,family,41,mul ja zh,3,,Storhaug,,
Q22992247,Gonzaga,family,41,mul,1,,Gonzaga,ゴンザーガ,贡扎加
Q21502344,Porges,family,41,mul ja zh,3,,Porges,,
Q37268235,Opstad,family,41,ja zh,2,Opstad,Opstad,,
Q28126268,Fulda,family,41,ja zh,2,Fulda,Fulda,,
Q34504340,Mehitable,given,41,zh,1,Mehitable,Mehitable,メヒタブル,
Q11987768,Magne,given,41,ja,1,Magne,Magne,,马格纳
Q105707194,Jettchen,given,41,mul ja zh,3,,Jettchen,,
Q121890089,Huldah,given,41,mul ja zh,3,,Huldah,,
Q22915127,Caradog,given,41,ja zh,2,Caradog,Caradog,,
Q20726370,Valborg,given,41,ja zh,2,Valborg,Valborg,,
Q3924778,Prudence,given,41,ja,1,Prudence,Prudence,,布露登斯
Q30817828,Omund,given,41,ja zh,2,Omund,Omund,,
Q913810,Bridget,given,41,zh,1,Bridget,Bridget,ブリジェット,
Q13416191,Ptolemy,given,41,zh,1,Ptolemy,Ptolemy,トレミー,
Q21452224,Ferrers,family,40,zh,1,Ferrers,Ferrers,フェラーズ,
Q28605695,Geer,family,40,mul ja,2,,Geer,,吉尔
Q14921982,Pierce,family,40,mul,1,,Pierce,ピアース,皮尔斯
Q2255868,Schweizer,family,40,ja,1,Schweizer,Schweizer,,施魏策
Q20979432,Bateman,family,40,mul,1,,Bateman,ベイトマン,贝特曼
Q9383939,Haakon,given,40,zh,1,Haakon,Haakon,ホーコン,
Q121047476,Geoffroi,given,40,ja zh,2,Geoffroi,Geoffroi,,
Q21401395,Bernabé,given,40,zh,1,Bernabé,Bernabé,ベルナベ,
Q13402305,Henrich,given,40,ja,1,Henrich,Henrich,,亨里奇
Q28123321,Guillemette,given,40,ja,1,Guillemette,Guillemette,,吉耶梅特
Q19760516,Luitgard,given,40,mul ja zh,3,,Luitgard,,
Q106145771,Pessel,given,40,ja zh,2,Pessel,Pessel,,
Q28056109,Duke,given,40,mul ja,2,,Duke,,杜克
Q16001355,Abbe,family,39,ja zh,2,Abbe,Abbe,,
Q2067501,Pehrsson,family,39,zh,1,Pehrsson,Pehrsson,ペーアソン,
Q30250555,Garborg,family,39,mul ja zh,3,,Garborg,,
Q105609458,Scrope,family,39,mul zh,2,,Scrope,スクロープ,
Q119240871,Marsvin,family,39,ja zh,2,Marsvin,Marsvin,,
Q2696075,Franklin,family,39,mul,1,,Franklin,フランクリン,富兰克林
Q30260615,Helleland,family,39,mul ja,2,,Helleland,,赫勒兰德
Q21507392,Thrane,family,39,ja zh,2,Thrane,Thrane,,
Q47526977,Jöns,given,39,mul ja zh,3,,Jöns,,
Q21146474,Annes,given,39,ja,1,Annes,Annes,,安妮斯
Q1642720,Håvard,given,39,zh,1,Håvard,Håvard,ホーヴァル,
Q76527367,Bouchard,given,39,ja zh,2,Bouchard,Bouchard,,
Q18699334,Hansine,given,39,zh,1,Hansine,Hansine,ハンシン,
Q59445893,Ysabel,given,39,mul zh,2,,Ysabel,イサベル,
Q16275174,Carrie,given,39,zh,1,Carrie,Carrie,キャリー,
Q29551312,Jeronima,given,39,mul ja zh,3,,Jeronima,,
Q134884362,Ma.,given,39,mul ja zh,3,,Ma.,,
Q21492498,Moniz,family,38,mul,1,,Moniz,モニツ,莫尼兹
Q49963450,Ulfstand,family,38,ja zh,2,Ulfstand,Ulfstand,,
Q351735,Adams,family,38,zh,1,Adams,Adams,アダムズ,
Q16876847,Merrill,family,38,zh,1,Merrill,Merrill,メリル,
Q37537931,Judd,family,38,mul,1,,Judd,ジャッド,贾德
Q21510931,Flesch,family,38,ja zh,2,Flesch,Flesch,,
Q37310258,Bingen,family,38,zh,1,Bingen,Bingen,ビンゲン,
Q37287779,Pogson,family,38,ja zh,2,Pogson,Pogson,,
Q20826817,Relf,family,38,ja zh,2,Relf,Relf,,
Q105498364,de Beauchamp,family,38,ja zh,2,de Beauchamp,de Beauchamp,,
Q656179,Samuel,family,38,zh,1,Samuel,Samuel,サミュエル,
Q99907853,de Castilla,family,38,ja zh,2,De Castilla,De Castilla,,
Q16279729,Morley,family,38,zh,1,Morley,Morley,モーリー,
Q124369016,Gitel,given,38,ja zh,2,Gitel,Gitel,,
Q30132931,Astri,given,38,ja zh,2,Astri,Astri,,
Q26943934,Lipman,given,38,ja zh,2,Lipman,Lipman,,
Q121416548,Eliyahu,given,38,ja zh,2,Eliyahu,Eliyahu,,
Q100234669,Munio,given,38,ja zh,2,Munio,Munio,,
Q18202320,Léa,given,38,ja,1,Léa,Léa,,Léa
Q16002525,Alis,given,38,ja,1,Alis,Alis,,阿利斯
Q65179481,Arnoul,given,38,mul ja zh,3,,Arnoul,,
Q18978400,Octavius,given,38,ja,1,Octavius,Octavius,,屋大維
Q21144097,Asser,given,38,ja,1,Asser,Asser,,阿塞尔
Q120908631,Kirstina,given,38,ja zh,2,Kirstina,Kirstina,,
Q21146616,Eilert,given,38,ja zh,2,Eilert,Eilert,,
Q62028893,Geronima,given,38,ja zh,2,Geronima,Geronima,,
Q30307497,Ebbesen,family,37,ja zh,2,Ebbesen,Ebbesen,,
Q16871337,Kenner,family,37,zh,1,Kenner,Kenner,ケナー,
Q21475418,Beckwith,family,37,ja,1,Beckwith,Beckwith,,贝克威斯
Q16275773,Ewell,family,37,zh,1,Ewell,Ewell,ユーウェル,
Q37538624,Conyers,family,37,mul zh,2,,Conyers,コニャーズ,
Q16290335,Judson,family,37,ja zh,2,Judson,Judson,,
Q16871329,Kellogg,family,37,zh,1,Kellogg,Kellogg,ケロッグ,
Q28317637,Wulff,family,37,mul,1,,Wulff,ヴルフ,伍尔夫
Q122836953,Jacobsdatter,family,37,mul ja zh,3,,Jacobsdatter,,
Q1652067,Hübner,family,37,ja,1,Hübner,Hübner,,许布纳
Q1640958,Pilkington,family,37,mul,1,,Pilkington,ピルキントン,皮尔金顿
Q21507677,Segal,family,37,ja,1,Segal,Segal,,西格尔
Q67860599,Tøger,given,37,ja zh,2,Tøger,Tøger,,
Q8315038,Maurits,given,37,zh,1,Maurits,Maurits,マウリッツ,
Q20000301,Chaya,given,37,ja,1,Chaya,Chaya,,蔡雅
Q19965915,Zeev,given,37,ja zh,2,Zeev,Zeev,,
Q28059997,Poppo,given,37,mul ja zh,3,,Poppo,,
Q10479919,Edla,given,37,ja zh,2,Edla,Edla,,
Q11736807,Casilda,given,37,mul ja zh,3,,Casilda,,
Q7146554,Bild,family,36,ja zh,2,Bild,Bild,,
Q105973664,Schames,family,36,mul ja zh,3,,Schames,,
Q21507315,Günzburg,family,36,zh,1,Günzburg,Günzburg,ギュンツブルク,
Q36909949,Sprague,family,36,mul,1,,Sprague,スプレイグ,斯普雷格
Q37508929,Hamre,family,36,mul ja zh,3,,Hamre,,
Q30881332,Sæland,family,36,mul ja zh,3,,Sæland,,
Q14436586,Jone,given,36,ja,1,Jone,Jone,,约翰 (人名)
Q99188972,Eudokia,given,36,ja zh,2,Eudokia,Eudokia,,
Q86589109,Gomez,given,36,ja zh,2,Gomez,Gomez,,
Q36151970,Suero,given,36,ja zh,2,Suero,Suero,,
Q14700868,Dorotea,given,36,ja zh,2,Dorotea,Dorotea,,
Q1403590,Liv,given,36,ja,1,Liv,Liv,,丽芙
Q55762250,Danielson,given,36,ja zh,2,Danielson,Danielson,,
Q21285832,Martinho,given,36,zh,1,Martinho,Martinho,マルチーニョ,
Q29551491,Hawise,given,36,mul ja zh,3,,Hawise,,
Q1816320,Rannveig,given,36,ja zh,2,Rannveig,Rannveig,,
Q97932747,Zacharias,given,36,ja zh,2,Ζαχαρίας,Zacharias,,
Q57828309,Fromet,given,36,mul ja zh,3,,Fromet,,
Q2287061,Simen,given,36,ja,1,Simen,Simen,,塞门
Q58483000,Jehanne,given,36,ja zh,2,Jehanne,Jehanne,,
Q271245,Åse,given,36,zh,1,Åse,Åse,アイセ,
Q21449135,Kristiansen,family,35,ja,1,Kristiansen,Kristiansen,,克里斯蒂安森
Q23536498,Magnusson,family,35,ja,1,Magnusson,Magnusson,,马格努松
Q16870605,Hawley,family,35,zh,1,Hawley,Hawley,ホーリー,
Q36880279,Seligsohn,family,35,mul ja zh,3,,Seligsohn,,
Q16865695,Colt,family,35,mul zh,2,,Colt,コルト,
Q14316098,Inez,given,35,ja,1,Inez,Inez,,伊内兹
Q1157346,Dagny,given,35,ja,1,Dagny,Dagny,,达格妮
Q18606368,Pehr,given,35,zh,1,Pehr,Pehr,ペール,
Q128481910,Senhorinha,given,35,mul ja zh,3,,Senhorinha,,
Q30074140,Bergljot,given,35,ja zh,2,Bergljot,Bergljot,,
Q30153695,Gotskalk,given,35,ja zh,2,Gotskalk,Gotskalk,,
Q19273889,Íñigo,given,35,mul,1,,Íñigo,イニゴ,伊尼戈
Q1342982,Enguerrand,given,35,zh,1,Enguerrand,Enguerrand,アンゲルラムヌス,
Q60175887,Jerusha,given,35,mul ja,2,,Jerusha,,杰鲁莎
Q12785773,Bernardina,given,35,ja,1,Bernardina,Bernardina,,柏尔娜蒂娜/贝尔纳迪纳
Q18704201,Gregers,given,35,ja zh,2,Gregers,Gregers,,
Q11970107,Fredrikke,given,35,ja zh,2,Fredrikke,Fredrikke,,
Q11978684,Joen,given,35,ja zh,2,Joen,Joen,,
Q19414233,Tomine,given,35,ja,1,Tomine,Tomine,,托明
Q303407,Aase,given,35,ja zh,2,Aase,Aase,,
Q21507799,Heilprin,family,34,ja zh,2,Heilprin,Heilprin,,
Q21492298,Netter,family,34,ja zh,2,Netter,Netter,,
Q27183239,Bildt,family,34,mul ja zh,3,,Bildt,,
Q21507583,Coutinho,family,34,mul ja,2,,Coutinho,,科蒂尼奥
Q1370264,Mansfeld,family,34,ja zh,2,Mansfeld,Mansfeld,,
Q16871225,Justus,family,34,mul,1,,Justus,ユストゥス,尤斯图斯
Q6395138,Kessell,family,34,mul ja zh,3,,Kessell,,
Q3714212,Dorcas,given,34,ja,1,Dorcas,Dorcas,,多加斯
Q15732803,Pål,given,34,ja,1,Pål,Pål,,鲍尔
Q18171892,Boniface,given,34,zh,1,Boniface,Boniface,ボニファス,
Q18585594,Yuri,given,34,ja,1,Yuri,Yuri,,尤里
Q18560474,Cayetana,given,34,zh,1,Cayetana,Cayetana,カイエターナ,
Q5585201,Halfdan,given,34,ja zh,2,Halfdan,Halfdan,,
Q5522068,Garci,given,34,ja zh,2,Garci,Garci,,
Q19914412,Aimery,given,34,ja zh,2,Aimery,Aimery,,
Q22255795,Scipio,given,34,ja zh,2,Scipio,Scipio,,
Q22661356,Ermentrude,given,34,ja zh,2,Ermentrude,Ermentrude,,
Q7513347,Sigvard,given,34,zh,1,Sigvard,Sigvard,シグヴァルド,
Q18611510,Wouter,given,34,ja,1,Wouter,Wouter,,沃特
Q63535023,Aminah,given,34,mul ja zh,3,,Aminah,,
Q3431095,Nur,given,34,zh,1,Nur,Nur,ヌル,
Q27892849,Gjerde,family,33,mul ja zh,3,,Gjerde,,
Q21513102,Tyng,family,33,zh,1,Tyng,Tyng,ティン,
Q27133759,Bonde,family,33,mul,1,,Bonde,ボンデ,邦代家族
Q21510742,Linnell,family,33,ja zh,2,Linnell,Linnell,,
Q1636179,Huitfeldt,family,33,ja,1,Huitfeldt,Huitfeldt,,惠特费尔特
Q122836978,Jelsa,family,33,ja zh,2,Jelsa,Jelsa,,
Q21450547,Andreasen,family,33,ja,1,Andreasen,Andreasen,,安德烈亚森
Q27888877,Mæland,family,33,mul ja,2,,Mæland,,麦兰德
Q18509050,Helle,family,33,mul ja,2,,Helle,,赫勒
Q16276204,Halle,family,33,ja,1,Halle,Halle,,哈雷
Q28123003,de Brito,family,33,zh,1,De Brito,de Brito,デ・ブリト,
Q21491406,Baerwald,family,33,ja zh,2,Baerwald,Baerwald,,
Q28200003,Hofland,family,33,mul ja zh,3,,Hofland,,
Q36868008,Thu,family,33,mul ja zh,3,,Thu,,
Q2877182,Vela,family,33,mul,1,,Vela,ベラ,维拉
Q16190631,Demetrius,given,33,zh,1,Demetrius,Demetrius,ディミトリオス,
