han	corpus_count	ko_readings	zh_pinyin	kKorean	kJapaneseOn	kJapaneseKun	definition
㻁	1						(non-classical form of 瓌) (variant of 瑰) a kind of jasper; s
認	1	인	rèn	IN	NIN	MITOMERU SHITATAMERU MITOME	recognize, know, understand
滈	1	호	hào	HO	KOU GOU KAKU KOKU	NAGAAME	downpour; river in Shaanxi
憧	1	동	chōng	TONG	DOU SHOU TOU	AKOGARERU	irresolute, indecisive; yearn for
据	1	거	jù	KE	KYO	SUERU SUE	to occupy, take possession of; a base, position
謟	1		tāo		TOU	UTAGAU	flatter; suspect, be uncertain
稜	1	능 릉	léng	LUNG	RYOU	KADO ITSU	corner, edge, angle; square block
稒	1		gù				
瓀	1	연	ruǎn				gem
紵	1	저	zhù	CE	CHO	ICHIBI	ramie; sack cloth
霅	1	삽	zhà	SAP	SHOU SOU GYOU	YAKAMASHII	thunder
髦	1	모	máo	MO	BOU MOU	TAREGAMI	flowing hair of young child
聃	1	담	dān	TAM			ears without rims; a personal name
盎	1	앙	àng	ANG	OU	HACHI	cup; pot; bowl; abundant
麡	1		qí				
豸	1	치	zhì	CHI	CHI TAI	TOKERU YURUMERU	legless insect-like animal, worm; Kangxi radical 153
輍	1		yù				
晨	1	신	chén	SIN	SHIN	ASHITA TOKI	early morning, daybreak
鑛	1	광	kuàng	KWANG	KOU	ARAGANE	mine; mineral, ore
鐬	1		huì				
澌	1	시	sī	SI	SHI SEI SAI	TSUKIRU	to exhaust; to drain dry
凜	1	늠 름	lǐn	LUM	RIN	SAMUI SUSAMAJII OSORERU	shiver with cold or fear, fearful
顃	1		tán				
鯁	1	경	gěng	KYENG	KOU KYOU		fish bones; honest, upright
琓	1	완	wán	WAN			
冱	1	호	hù	HO	GO	KOORU HIERU SAERU	freezing; stopped up, closed off
傲	1	오	ào	O	GOU	OGORU ANADORU	proud, haughty, overbearing
琠	1	전	tiǎn	CEN			a gem used as ear plug; a jade earring
㝗	1		láng				spaciously rooms, expansive; vast and boundless
嶕	1	초	jiāo	CHO	SEU ZEU SHOU JOU		
畇	1	균	yún	KYUN	IN SHUN KIN	TAGAYASU	land
暀	1		wǎng		OU KYOU GOU	KAGAYAKIUTSUKUSHII	
璝	1	괴	guī	KOY			
䇅	1		fá				to stand still
蓬	1	봉	péng	PONG	HOU	YOMOGI	type of raspberry; fairyland
咒	1		zhòu	CWU	SHU SHUU JU	NOROU NOROI	curse, damn, incantation
嵇	1		jī		KEI GEI		mountain in Henan; surname
慫	1	종	sǒng	CONG	SHOU	SUSUMERU	to alarm; to instigate, arouse, incite
諦	1	체	dì	CHEY	TEI TAI	TSUMABIRAKA MAKOTO AKIRAMERU	careful, attentive
黓	1		yì				black
揩	1	개	kāi	KAY	KAI KATSU	NUGUU	rub and wipe, dust, clean
究	1	구	jiū	KWU	KYUU	KIWAMERU KIWAMARU	examine, investigate
譒	1		bò		HA	SHIKU	
瀜	1	융	róng	YUNG			
虢	1		guó		HOU BOU	TSUMEATO	name of ancient feudal State in Shenxi and Hunan
濁	1	탁	zhuó	THAK	DAKU	NIGORU NIGOSU NIGORI	muddy, turbid, dirty, filthy
艤	1	의	yǐ	UY	GI	FUNAYOSOOI	to moor a boat to the bank
晅	1		xuǎn		KEN KAN	AKIRAKA	light of the sun; to dry in the sun
哿	1	가	gě	KA	KA	YOI	excellent; to commend to be able to
韺	1	영	yīng	YENG	EI YOU		music
逍	1	소	xiāo	SO	SHOU	SAMAYOU TACHIMOTOORU	ramble, stroll, jaunt, loiter
競	1	경	jìng	KYENG	KYOU KEI	KISOU SERU	contend, vie, compete
鋌	1	정	dìng	CENG	TEI JOU	JIGANE	ingots, bars of metal; hurry
怠	1	태	dài	THAY	TAI	OKOTARU NAMAKERU	idle, remiss, negligent; neglect
遄	1		chuán		SEN ZEN	SHIBASHIBA	to hurry; to go to and fro
渚	1	저	zhǔ	CE	SHO	NAGISA	small sand bank, islet
䪻	1		biàn				a cap, a slanting cap, face, bald head
嶙	1	린	lín	LIN	RIN		precipitous
蠡	1	려	lí	LYE	REI RAI RI	HISAGO NINA	wood-boring insect; bore into wood
蠻	1	만	mán	MAN	BAN	EBISU	barbarians; barbarous, savage
軥	1		qú				yoke
柅	1	니	nǐ	NI	JI NI		flourish
嵍	1		wù				
崳	1		yú		YU		county in Shandong province
騭	1	즐	zhì	CUL	SHITSU SHICHI CHOKU	OSUUMA	stallion; promote
玫	1	매	méi	MAY	BAI ME MAI		rose
嶛	1		liáo		RYOU		
廈	1	하	shà	HA	KA SA	IE HISASHI	big building, mansion
弋	1	익	yì	IK	YOKU	IGURUMI	catch, arrest; shoot with bow
峑	1		quān				
琄	1	현	xuàn	HYEN	KEN KEI GYOU	TAMA	scabbard; traces, reins
礹	1		yán				
岯	1		pí		HI BI HAI HE		
梲	1		zhuó		SETSU SECHI TATSU TACHI	TSUKA	joist; cane, club; king-post
碕	1		qí		KI	ISHIBASHI SAKI	a cape, spit, promontory
磷	1	린	lín	LIN	RIN ROU RYOU	NAGARERU	phosphorus (element 15, P)
笏	1	홀	hù	HOL	KOTSU	SHAKU	tablet held by someone having authority
軺	1	초	yáo	CHO	YOU SHOU JOU CHOU		small light carriage
灁	1		yuān				
浰	1		liàn		REN RI REI RAI		
涚	1		shuì		SEI SETSU SECHI	NURUMAYU	
轓	1		fān		HAN HON		
顛	1		diān	CEN	TEN	ITADAKI TAORERU	top, peak, summit; upset
泙	1	평	píng	PHYENG	HOU HEI BYOU		roar
扃	1	경	jiōng	KYENG	KEI KYOU HEN	KANNUKI TOBIRA	a door bar placed outside a door
鍼	1	침	zhēn	CHIM KAM	SHIN	HARI SASU	needle, pin, tack; prick; inject
爕	1		xiè				
氵	1		shui			SANZUI	water; radical number 85
邛	1		qióng	KONG	KYOU GU		in distress; a mound
奧	1	오	ào	O WUK	OU OKU IKU	OKU KUMA	mysterious, obscure, profound
晸	1	정	zhěng	CENG	TEI CHOU		appearance of the sun
縃	1	서	xū				
級	1	급	jí	KUP	KYUU	SHINA	level, rank, class; grade
繽	1	빈	bīn	PIN	HIN		flourishing, thriving, abundant
鍌	1		xiǎn				
昗	1		zè				
覦	1		yú		YU	NEGAU NOZOMU KOINEGAU	desire strongly, covet, long for
湀	1	규	guǐ				
潾	1	린	lín	LIN	RIN RAN REN	KIYOI	clear water
佾	1	일	yì	IL	ITSU ICHI	YASUI YASUNZURU	a row or file of dancers
墐	1	근	jìn	KUN	KIN GON	NURU NEBATSUCHI	to build with soil, plaster over with mud
陘	1	형	xíng	HYENG	KEI GYOU KYOU	TANI	defile, mountain pass, gorge
鐔	1	심	xín	SIM	SHIN JIN	TSUBA	dagger; small sword
瑳	1	차	cuō	CHA	SA	MIGAKU	luster of gem; lustrous, bright
琩	1		chāng		SHOU	MIMIDAMA	
岠	1		jù		KYO GO		
涪	1	부	fú	PWU	FUU BU HOU		river in Sichuan province
撤	1	철	chè	CHEL	TETSU	SUTERU HIRAKU	omit; remove; withdraw
閱	1	열	yuè	YEL	ETSU	KEMISURU HERU	examine, inspect, review, read
訛	1	와	é	WA	KA GA	NAMARI NAMARU AYAMARU	swindle, cheat; erroneous, wrong
巙	1		kuí		KI GI DOU NOU		
鷾	1		yì		I		swallow
䳑	1		yǒu				a pheasant-like bird
縻	1	미	mí	MI	BI	KIZUNA	halter for ox; tie up, harness
廡	1	무	wǔ	MWU	BU	HISASHI	corridor, hallway; luxuriant
鴒	1	령	líng	LYENG	REI RYOU		species of lark; wagtail; Motacilla species (various)
靡	1	미	mí	MI	HI BI MI	NABIKU NAI	divide, disperse, scatter
鴋	1		fāng		HOU BOU	MIZOGOISAGI	
䳦	1		xuān				wren; the tailorbird, a kind of small bird
鷫	1	숙	sù	SWUK	SHUKU SUKU		turquoise kingfisher
㟶	1		yuán				mountain peak; mountain top; summit
崿	1		è		GAKU	GAKE KISHI	cliffs
崒	1		zú		SHUTSU SHUCHI SOTSU ZOCHI SUI	KEWASHII	rocky peaks; lofty and dangerous
檟	1	가	jiǎ	KA	KA KE	HISAGI	small evergreen shrub
倇	1	원	wǎn		EN ON	TANOSHIMU YOROKOBU SUSUMERU	
㞯	1		jié				(same as 岊) the turning area of a mountain, mountain top; su
繫	1	계	xì	KYEY	KEI	TSUNAGU KAKERU	attach, connect, unite, fasten
冊	1	책	cè	CHAYK	SATSU SAKU	FUMI	book, volume
汜	1	사	sì	SA	SHI JI I	KAWA	a stream which leaves the main branch then later returns
盦	1		ān		OU AN ON	HUTA	lid of a caldron; Buddhist cloister
閡	1		ài		GAI KAI KOKU	SHIMERU	blocked or separated; to prevent
鄩	1		xún		SHIN JIN		county in Shandong province
俾	1	비	bǐ bì	PI	HI HEI	SHIMU	so that, in order that; to cause; (Cant.) to give (synonymou
租	1	조	zū	CO	SO	MITSUGI	rent, lease; rental; tax
雁	1	안	yàn	AN	GAN	KARI	wild goose
樛	1	규	jiū	KYU	KYUU	TSUGA	bending branches, bent limbs
煇	1	훈 휘	huī	HWI HWUN	KI KEN KAN KUN	HIKARI	weld, solder
洐	1		xíng				
鹏	1		péng				fabulous bird of enormous size
选	1		xuǎn				choose, select; elect; election
玺	1		xǐ				imperial signet, royal signet
坞	1		wù				entrenchment, bank, low wall
岛	1		dǎo				island
冯	1		féng				surname; gallop; by dint of
谅	1		liàng				excuse, forgive; guess, presume
简	1		jiǎn				simple, terse, succinct, a letter
质	1		zhì				matter, material, substance
严	1		yán				strict, rigorous, rigid; stern
溺	1	닉 익	nì	NIK NYO	DEKI JOU NYOU	OBORERU IBARI	drown; submerge in water; indulge
壮	1	장	zhuàng	CANG	SOU	SAKAN	big, large; robust; name of tribe
旸	1		yáng				rising sun; sunshine
点	1	점	diǎn	CEM	TEN	BOCHI	dot, speck, spot; point, degree
綦	1	기	qí	KI	KI GI	AYAGINU	dark grey. variegated. superlative
翌	1	익	yì	IK	YOKU	TOBU AKURUHI	bright; daybreak, dawn; the next day
鸚	1	앵	yīng	AYNG	OU YOU		parrot
鵡	1	무	wǔ	MWU	BU MU		species of parrot
婼	1		ruò		SHAKU JI NI JA NYUU		person
耘	1	운	yún	WUN	UN	KUSAGIRU	weed
惨	1		cǎn	CHAM CHIM	SAN ZAN	MIJIME ITAMU	sad, pitiful, wretched; cruel
翕	1	흡	xī	HUP	KYUU	AU	agree
狠	1		hěn		GAN KON	MOTORU	vicious, cruel; severely, extreme
焸	1		xiòng		KO KU KEI KYOU		
樗	1	저	chū	CE	CHO	OUCHI	Ailanthus glandulosa or A. altissima, a kind of tree useless
雩	1	우	yú	WU	U KU KYO KO	AMAGOI	offer sacrifice for rain
鑣	1	표	biāo	PHYO	HYOU	KUTSUWA	bit, bridle; ride
絟	1		quán				
墫	1	준	zūn	CWUN	SHUN		cup
匯	1	회	huì	HOY	WAI KAI E	MEGURU	a concourse; to flow together, gather together; (same as 滙) 
祏	1		shí		SEKI JAKU	IHAI	shrine
麐	1		lín				female of Chinese unicorn
羯	1	갈	jié	KAL	KATSU KETSU		wether, castrated ram; deer skin
彘	1	체	zhì	CHEY	TEI DEI EI E	BUTA	swine
玃	1		jué		KYAKU KAKU KEKI KU	OOZARU	a large ape found in western China
睪	1		yì		EKI YAKU JOU NYOU	UKAGAIMERU	spy on
嘗	1	상	cháng	SANG	SHOU JOU	NAMERU KOKOROMIRU KATTE	taste; experience, experiment
戫	1		yù		YOKU IKI	HAYAI	
霑	1	점	zhān	CEM	TEN	URUOU	be moistened, soaked; moisten
關	1	관	guān	KWAN WAN	KAN WAN	SEKI	frontier pass; close; relation
鶠	1	언	yǎn				
謠	1	요	yáo	YO	YOU	UTAI UTAU	sing; folksong, ballad; rumor
茙	1		róng				
羆	1	비	pí	PI	HI	HIGUMA	brown bear, Ursus arctos
既	1		jì	KI	KI	TSUKIRU SUDENI	already; de facto; since; then
询	1		xún				inquire into, ask about; consult
轨	1		guǐ				track, rut, path
诜	1		shēn				inquire, question; numerous
泾	1		jīng				name of a river
顾	1		gù				look back; look at; look after
渐	1		jiàn				gradually
菴	1	암	ān	AM	AN	IORI	small Buddhist monastery
㫤	1		chǎng				(a variant of 昶) a long day, bright, extended, clear
莱	1		lái	LAY	RAI RI	AKAZA AWACHI KOUGAI	goosefoot, weed; fallow field
荆	1		jīng	HYENG	KEI KYOU	IBARA MUCHI	thorns; brambles; my wife; cane
峥	1		zhēng				high, lofty, noble; steep, perilous
临	1		lín				draw near, approach; descend
楛	1		hù		KO GO		coarse, crude; plant
迁	1		qiān		SEN	UTSURU UTSUSU MIYAKOGAE	move, shift, change; transfer; relocate a capital city
实	1		shí				real, true; honest, sincere
諺	1	언	yàn	EN AN	GEN	KOTOWAZA	proverb, maxim
熥	1		tēng				heat up by steaming
嬐	1		xiān		SEN GEN GIN GON	SUBAYAI TSUTSUSHIMUSAMA	
㛺	1		ān				not clean; impure
偡	1		zhàn		TAN DA	SOROTSUTESUSUMU TOTONOTSUTASAMA	
席	1	석	xí	SEK	SEKI	MUSHIRO SEKI	seat; mat; take seat; banquet
閉	1	폐	bì	PHYEY PYEL	HEI HETSU	TOJIRU SHIMERU TOZASU	shut, close; obstruct, block up
咩	1		miē	MI	BI MI		the bleating of sheep; (Cant.) an interrogative particle
絙	1	환	huán	HWAN	KAN GAN KOU	KUMIHIMO	
欝	1		yù		UTSU	SHIGERU	luxuriant; dense, thick; moody
欎	1		yù				
鑽	1	찬	zuān	CHAN	SAN	KIRI KIRU	drill, bore; pierce; diamond
捧	1	봉	pěng	PONG	HOU	SASAGERU	hold up in two hands
貪	1	탐	tān	THAM	DON TON	MUSABORU	greedy, covet; covetous
杆	1	간	gān	KAN	KAN	TEKO TESURI	pole; shaft of spear
鏐	1		liú		RYUU		pure gold
仵	1	오	wǔ	O	KO GO	ATARU AETE SAKARAU ONAJI	similar
拨	1		bō	PAL PHAY			move; dispel; distribute
拏	1	나 라	ná	NA	DA NA	HIKU	take; bring; grasp, hold; arrest
昔	1	석	xī	SEK CHAK	SEKI SHAKU	MUKASHI	formerly; ancient; in beginning
璦	1		ài		AI		fine quality jade
餝	1		shì		SHOKU CHOKU	KAZARU KAZARI	
酰	1		xiān				acyl
儻	1	당	tǎng	TANG	TOU	SUGURERU MOSHI ARUIWA	if, supposing, in case
鎖	1	쇄	suǒ	SWAY	SA	KUSARI TOZASU	lock, padlock; shackles, chains
輈	1	주	zhōu	CWU	CHUU CHU SHUU SHU		shaft
缺	1	결	quē	KYEL	KETSU	KAKERU	be short of, lack; gap, deficit
阔	1		kuò				broad, ample, wide; be apart
咧	1		liě	LYEL	RETSU RECHI		stretch mouth, grimace, grin
扎	1	찰	zhā	CHAL	SATSU ATSU	NUKU KAMAERU	pull up; pierce; struggle free
怙	1	호	hù	HO	KO	TANOMU	rely on, presume on; persist in
无	1	무	wú	MWU	BU MU	NAI	negative, no, not; Kangxi radical 71
虑	1		lǜ				be concerned, worry about
壸	1		kǔn		KON	HEYANOTSURO OKU	palace corridor or passageway
嵚	1		qīn	KUM			lofty, towering
朂	1		xù				
渝	1	투	yú	THWU	YU	KAWARU	change; chongqing
妄	1	망	wàng	MANG	BOU MOU	MIDARI MIDARINI	absurd, foolish, reckless; false
頨	1		yǔ				
夭	1	요	yāo	YO O	YOU OU KA	WAKAI WAZAWAI WAKAJINI	young, fresh-looking; die young
唤	1		huàn	HWAN	KAN	YOBU	call
蕹	1		wèng		YOU YU	ATSUMERU	Ipomoea aquatica used as a vegetable
萋	1	처	qī	CHE	SEI SAI SHI		luxuriant foliage; crowded
瞀	1		mào		BOU MO MU BAKU MAKU		to look at closely; nearsighted; dim; indistinct vision
題	1	제	tí	CEY	DAI	HITAI	forehead; title, headline; theme
榶	1		táng				
蔿	1	위	wěi	WI	I KA KE GA		surname; place name
离	1	리	lí	LI	CHI RI		rare beast; strange; elegant
咢	1	악	è	AK	GAKU	ODOROKU	sound; drumming
弒	1	시	shì	SI	SHI SHII	SHIISURU KOROSU	to kill one's superior
猎	1		liè				hunt; field sports
师	1		shī				teacher, master, specialist
挚	1		zhì				sincere, warm, cordial; surname
碏	1	작	què	CAK	SHAKU SAKU SEKI	TSUTSUSHIMU	coloured
頻	1	빈	pín	PIN	HIN BIN	SHIKIRINI	frequently, again and again
肺	1	폐	fèi	PHYEY PHAY	HAI	HAI MAGOKORO	lungs
盆	1	분	pén	PWUN	BON HON	HACHI	basin, tub, pot, bowl
悉	1	실	xī	SIL	SHITSU	TSUKUSU KOTOGOTOKU	know, learn about, comprehend
騧	1		guā		KA I KAI GE		tan or piebald horse
哆	1	치	duō	CHI	SHI TA SHA	OOKII OOKUCHI	tremble, shiver, shudder, quiver
珫	1	충	chōng	CHWUNG			
箾	1	소	shuò	SO			musical instrument like pan-pipes, bamboo flute
笈	1	급	jí	KUP	KYUU	OI	bamboo box used carry books
筌	1	전	quán	CEN	SEN	UE	bamboo fish trap
簟	1	점	diàn	CEM	TEN	TAKAMUSHIRO	bamboo mat
篴	1		dí		TEKI CHAKU CHIKU JIKU	HUE	bamboo flute; whistle
柘	1	자	zhè	CA	SHA	YAMAGUWA TSUGE	a thorny tree; sugarcane
潩	1		yì				
萌	1	맹	méng	MAYNG	HOU BOU	MEBAE KIZASU MOERU	bud, sprout
茜	1	천	qiàn	CHEN	SEN	AKANE	madder, Rubia cordifolia; reeds
玙	1		yú	YE			beautiful jade
儦	1		biāo	PHYO	HYOU HEU	SAKANNASAMA	milling
摠	1	총	zǒng	CHONG	SOU	SUBETE	general
攝	1	섭	shè	SEP YEP	SETSU SHOU	OSAMERU KANERU TORU	take in, absorb; act as deputy; administer, assist
駭	1	해	hài	HAY	KAI GAI	ODOROKU	terrify, frighten, scare; shock
郏	1		jiá				county in Henan province; surname
簿	1	부	bù	PWU PAK	BO HAKU	CHOUMEN SHAKU	register, account book, notebook
析	1	석	xī	SEK	SEKI SHAKU	SAKU	split wood; break apart; divide
羈	1	기	jī	KI	KI	OMOGAI TAZUNA TABI	halter; restrain, hold, control
甑	1	증	zèng	CUNG	SOU	KOSHIKI	boiler for steaming rice, pot
惓	1	권	quán	KWEN	KEN	TSUTSUSHIMU HAGESHII	careful, sincere, candid
歧	1	기	qí	KI	KI GI	YUBI WAKARERU	fork of road; branching off
桎	1	질	zhì	CIL	SHITSU	ASHIKASE	fetters, shackles, handcuffs
焉	1	언	yān	EN	EN I	IZUKUNSO SUNAWACHI KORE	thereupon, then; how? why? where?
勖	1	욱	xù	WUK	KYAKU KOKU BOU	TSUTOMERU	enjoin, advise, preach to
殺	1	살 쇄	shā	SAL SOY	SATSU SETSU SAI	KOROSU SOGU KEZURU	kill, slaughter, murder; hurt; to pare off, reduce, clip
岷	1	민	mín	MIN	BIN MIN		Minshan mountain range in northern Sichuan and southern Gans
撥	1	발	bō	PAL	HATSU BACHI	HANERU OSAMERU	move; dispel; distribute; plectrum, play stringed instrument
徙	1	사	xǐ	SA	SHI	UTSURU	move one's abode, shift, migrate
傉	1		nù				
豎	1	수	shù	SWU	JU	TATSU KOBITO	vertical; perpendicular; upright
傒	1	혜	xī	HYEY	KEI GEI	AYAHUI TSUNAGU	personal name; servant
馛	1		bó		HATSU BACHI HETSU HECHI	NIOI KOUBASHII	fragrance, fragrant
睺	1		hóu		KOU GU	KATAME	(Cant.) to watch
洁	1		jié				clean, purify, pure
萨	1		sà				Buddhist gods or immortals
琎	1		jìn	CIN			a stone that looks like jade
员	1		yuán				member; personnel, staff member
乐	1		lè				happy, glad; enjoyable; music
湾	1		wān		WAN	IRIE	bay, cove, inlet, bend of stream
悆	1	서 여	yù		YO SHO SO	WASURERU	happy
济	1		jì				help, aid, relieve; ferry, cross
绿	1		lǜ				green; chlorine
赛	1		sài				compete, contend; contest, race
藕	1	우	ǒu	WU	GUU GOU GU	HASUNONE	lotus root
枣	1		zǎo				date tree; dates, jujubes; surname
听	1	은	tīng	UN	KIN GIN	WARAU PONDO	hear; understand; obey, comply
绪	1		xù				end of thread; thread, clue
魅	1	매	mèi	MAY	MI BI	MONONOKE BAKEMONO SUDAMA	kind of forest demon, elf
画	1	획	huà	HWA HOYK	GA KAKU	KAGIRU HAKARU HAKARIGOTO	a painting, picture, drawing; to draw
诰	1		gào				inform, notify, admonish, order
旙	1		fān		HAN	HATA	a pennant, a banner
样	1		yàng				shape, form, pattern, style
续	1		xù				continue, carry on; succeed
縀	1		xiá		KA GE	KUTSU	
绣	1		xiù				embroider; embroidery; ornament
窥	1		kuī				peep, watch, spy on, pry
楼	1		lóu	LWU	ROU	TAKADONO	building of two or more stories
菜	1	채	cài	CHAY	SAI	NA	vegetables; dish, order; food
润	1		rùn				soft, moist; sleek; freshen
蛟	1	교	jiāo	KYO	KOU KYOU	MIZUCHI	scaly dragon with four legs
肃	1		sù				pay respects; reverently
峤	1		jiào				high pointed mountain
协	1		xié				be united; cooperate
弄	1	농 롱	nòng	LONG	ROU	MOTEASOBU TAWAMURERU	do, play or fiddle with; alley
赐	1		cì				give, bestow favors; appoint
幟	1	치	zhì	CHI	SHI	NOBORI	flag, pennant; sign; fasten
涛	1		tāo		TOU	NAMI	large waves
銖	1	수	zhū	SWU	SHU JU	NIBUI	unit of weight, one twenty-fourth of a Chinese ounce (liang)
硏	1	연	yán	YEN	KEN	TOGU MIGAKU	grind
簪	1	잠	zān	CAM	SHIN SAN	KANZASHI	hairpin, clasp; wear in hair
倘	1	당	tǎng	TANG	SHOU TOU	MOSHI TACHIMOTOHORU	if, supposing, in event of
樓	1	누 루	lóu	LWU	ROU	TAKADONO	building of two or more stories
焰	1	염	yàn	YEN	EN	HONOO	flame, blaze; glowing, blazing
營	1	영	yíng	YENG HYENG	EI	ITONAMU	encampment, barracks; manage
墳	1	분	fén	PWUN	FUN	HAKA	grave, mound; bulge; bulging
忨	1	완	wàn	WAN	GAN	MUSABORU	
註	1	주	zhù	CWU	CHUU CHU	TOKU TOKIAKASHI SHIRUSU	explain; annotate; make entry
傎	1		diān	CEN	TEN	SAKASAMA KURUHU	topple
誴	1		cóng				
愫	1	소	sù		SO	MAKOTO	guileless, sincere, honest
恍	1	황	huǎng	HWANG	KOU	HONOKA UTTORISURU KURAI	seemingly; absent-minded
愃	1	선 훤	xuān	SEN	KEN SEN KAN	YUTAKA KOKOROYOI WASURERU	relax
懭	1		kuǎng		KOU	URAMU	
裹	1	과	guǒ	KWA	KA	TSUTSUMU TSUTSUMI TAKARA	wrap, bind; encircle, confine
聓	1		xù				
悕	1	희	xī	HUY	KI KE	OMOU	
忓	1	간 한	gān		KAN GAN	KIWAMERU OKASU	concerned about
憛	1		tán				
厷	1		gōng	KOYNG	KOU	KAINA MARUI	the fore-arm; most Chinese-English dictionaries give the upp
础	1		chǔ				foundation stone, plinth
撜	1		zhěng				
爐	1	노 로	lú	LO	RO	IRORI	fireplace, stove, oven, furnace
欌	1	장	cáng	CANG			
訟	1	송	sòng	SONG	SHOU JU	ARASOU UTTAERU UTTAE	accuse; argue, dispute; litigate; hexagram ䷅
耟	1		jù		KYO GO	SUKINOHA	
揀	1	간	jiǎn	KAN YEN	KAN KEN	ERABU	choose; select; pick up; gather
讀	1	독 두	dú	TOK TWU	TOKU TOU DOKU	YOMU	read, study; pronounce
恜	1		chì				
忼	1	강	kāng	KANG	KOU HOU HYOU	NAGEKU ANADORU	ardent; generous, magnanimous
丐	1		gài	KAL KAY	KAI KATSU	KOU	beggar; beg; give
宲	1		bǎo		HOU	SHIMAIKOMU	
誁	1		bìng				
懃	1	근	qín	KUN	KIN GON	NENGORO	courteous, cordial; zealous
詎	1		jù	KE	KYO GO	NANZO	interjection used to express surprise
宭	1		qún		KUN GUN	MUREIRU	
駫	1		jiōng		KEI KYOU	TAKUMASHII	
您	1		nín		JI		honorific for 'you'
棊	1	기	qí	KI	KI GI	GO GOISHI KOMA	chess; any game similar to chess
鉿	1		jiā		KOU KYOU	OCHIKOMUOTO	hafnium (element 72, Hf)
壎	1	훈	xūn	HWUN	KEN KUWAN KUN	HACHI WAN	instrument
繅	1	소	sāo	SO	SOU	KURU	draw, reel silk from cocoons; elegant compositions
縤	1		sù				
綎	1	정	tīng	CENG			silk braided cord
紼	1		fú		FUTSU FUCHI HI	TSUNA	large rope; rope attached to bier
嘯	1	소	xiào	SO	SHOU SHITSU	USOBUKU	roar, howl, scream; whistle
喩	1	유	yù	YU	YU	SATOSU SATORU TATOERU	metaphor
紬	1	주	chóu	CWU	CHUU	TSUMUGU TSUMUGI	kind of thin silk
綴	1	철	zhuì	CHEL CHEY	TEI TETSU	TSUZURU TOJIRU TSUZURI	patch together, link, connect
改	1	개	gǎi	KAY	KAI	ARATAMERU ARATAME ARATAMARU	change, alter; improve, remodel
槱	1		yǒu		YUU YU	YAKU	firewood for sacrifice
郤	1		xì	KUK	GEKI KEKI KYAKU	AOGU HIMA	crack, opening; surname
婣	1	인	yīn	IN	IN		marriage connections, a bride
靑	1	청	qīng	CHENG	SEI SHOU	AO AOI	blue, green; young; Kangxi radical 174
哇	1	와	wa	WA	AI E WA	YOKOSHIMA HAKU MUSEBU	vomit; cry of an infant
屆	1	계	jiè	KYEY	KAI	TODOKERU TODOKU TODOKE	numerary adjunct for time, term
枱	1		tái	TAY	I SHI JI	SUKI	a table, desk
孪	1		luán				twins
嚖	1		huì				
檽	1	누	nòu		JI NI ZEN NEN JU NYU	KIKURAGE	
絡	1	락	luò	LAK	RAKU	KARAMU MATOU TSUNAGARU	enmesh, wrap around; web, net
菁	1	청	jīng	CHENG	SEI SHOU	KABU KABURANA HANAYAKA	flower of leek family; turnip
畾	1		léi		SUI		fields divided by dikes
摸	1	모	mō	MO	MO BAKU BO	SAGURU TORU UTSUSU	gently touch with hand; caress
忡	1	충	chōng	CHWUNG	CHUU CHU SHUU SHU	UREERU	a sad, uneasy countenance
宾	1		bīn				guest, visitor; surname; submit
蔘	1	삼	shēn	SAM	SHIN SAN	NINJIN	ginseng; huge
獸	1	수	shòu	SWU	JUU	KEMONO	beast, animal; bestial
壤	1	양	rǎng	YANG	JOU	TSUCHI	soil, loam, earth; rich
憂	1	우	yōu	WU	YUU	UREERU UREI UI	sad, grieved; grief, melancholy
嵐	1	남 람	lán	LAM	RAN	ARASHI	mountain mist, mountain haze
粧	1	장	zhuāng	CANG	SHOU	YOSOOU YOSOOI	toilet; make-up; dress up; adorn
赧	1	난	nǎn	NAN	TAN DAN	AKARAMERU	blush, turn red
阵	1		zhèn				column, row or file of troops
霜	1	상	shuāng	SANG	SOU	SHIMO	frost; crystallized; candied
补	1		bǔ				mend, patch, fix, repair, restore
龟	1		guī				turtle or tortoise; cuckold
龄	1		líng				age; years
盘	1		pán				tray, plate, dish; examine
短	1	단	duǎn	TAN	TAN	MIJIKAI	short; brief; deficient, lacking
媧	1	왜	wā	WAY KWA	KAI KE KA		mythological snail goddess
瞽	1	고	gǔ	KO	KO	MESHII	blind; blind musician; stupid
窮	1	궁	qióng	KWUNG	KYUU	KIWAMERU KIWAMARU	poor, destitute, impoverished
蟬	1	선	chán	SEN	SEN ZEN	SEMI	cicada; continuous
鯀	1		gǔn	KON	KON		a legendary giant fish; father of the emperor Yu
邓	1		dèng				surname
钅	1		jīn				gold; money; Kangxi radical 167
监	1		jiān				supervise, control, direct
项	1		xiàng				neck, nape of neck; sum; funds
颗	1		kē				grain, kernel
馒	1		mán				steamed bread; steamed dumplings
谱	1		pǔ				list, table; musical score
槟	1		bīn				betel-nut, areca nut
碹	1		xuàn				
祯	1		zhēn				lucky, auspicious, good omen
胖	1	반	pàng	PAN	HAN	YUTAKA KATAMI	fat, obese; fatty
汎	1	범	fàn	PEM PONG	HAN FUU HOU	TADAYOU HIROI	float, drift; afloat; careless
滏	1		fǔ		FU BU		river in Hebei
关	1		guān				frontier pass; close; relation
帠	1	예	yì		GEI	NORI	
血	1	혈	xuè	HYEL	KETSU	CHI	blood; Kangxi radical 143
