token,usage,bearers,script,marker,existing_qid,action
Magnus,family,35,Latin,,Q18109999,link
Polanco,family,35,Latin,,,create
HUANG,given,35,Latin,,,create
Knutson,family,35,Latin,,Q30340218,link
Clark,given,35,Latin,,Q3679146,link
Santos,given,35,Latin,,Q18352926,link
Allen,family,35,Latin,,Q2648323,link
Branco,family,35,Latin,,Q16860350,link
조,given,35,Hangul,,,create
Lippmann,given,35,Latin,,,create
Li,family,35,Latin,,,"AMBIGUOUS - review, do not create"
&,given,35,none,,,create
Rhirid,given,35,Latin,,,create
Huitfeldt,family,35,Latin,,Q1636179,link
Mesquita,family,35,Latin,,Q16768379,link
Méndez,family,35,Latin,,Q5653265,link
Nassau-Dillenburg,family,35,Latin,,,create
Bjørnstad,family,35,Latin,,Q21508483,link
Craig,family,35,Latin,,Q15278582,link
Mervyn,family,35,Latin,,,"AMBIGUOUS - review, do not create"
Knudson,given,35,Latin,,,create
Guzman,family,35,Latin,,Q37534527,link
Høle,family,35,Latin,,,create
Mortensen,given,35,Latin,,,create
Austrått,family,35,Latin,,,create
Eilertsen,family,35,Latin,,,create
Maharaja,given,35,Latin,,,create
Fredriksen,given,35,Latin,,,create
Roucy,family,35,Latin,,,create
Oca,family,35,Latin,,,create
Fox,family,35,Latin,,Q1158210,link
Partridge,family,35,Latin,,Q21491261,link
Kaiser-Blüth,family,35,Latin,,,create
Sæland,family,35,Latin,,Q30881332,link
Henderson,family,35,Latin,,Q2716369,link
Jonasson,given,35,Latin,,,create
Cornel,family,35,Latin,,,create
Hawley,family,35,Latin,,Q16870605,link
Tollefson,given,35,Latin,,,create
d'Armagnac,family,35,Latin,,Q98889499,link
Adi,given,35,Latin,,Q4682579,link
Paynel,family,35,Latin,,,create
Vincent,given,35,Latin,,Q4928254,link
Linnell,family,35,Latin,,Q21510742,link
Canales,family,35,Latin,,,create
Tollaksen,given,35,Latin,,,create
Асен,family,35,Cyrillic,,,create
近衛,family,35,Han,,,create
Lazar,given,35,Latin,,,"AMBIGUOUS - review, do not create"
Sabina,given,35,Latin,,Q4964490,link
堀田,family,35,Han,,,create
Al-Qadiri,family,35,Latin,,,create
Никитич,given,35,Cyrillic,,,create
אריה,given,35,Hebrew,,,create
(Jié,given,35,Latin,,,create
1.,given,35,none,,,create
Agung,given,35,Latin,,,create
Alexandra,given,35,Latin,,,"AMBIGUOUS - review, do not create"
Arnoul,given,35,Latin,,Q65179481,link
Berenguela,given,35,Latin,,Q43399919,link
Bordžiginas,family,35,Latin,,,create
Christiana,given,35,Latin,,Q20000246,link
Christiern,given,35,Latin,,,create
Clarence,given,35,Latin,,Q3373079,link
Diana,given,35,Latin,,Q645412,link
Eilert,given,35,Latin,,Q21146616,link
Enguerrand,given,35,Latin,,Q1342982,link
Estefanía,given,35,Latin,,Q5849220,link
Ferdinando,given,35,Latin,,Q17523781,link
Fromet,given,35,Latin,,Q57828309,link
Geronima,given,35,Latin,,Q62028893,link
Gerónima,given,35,Latin,,,create
Hattie,given,35,Latin,,Q1589022,link
Hildegard,given,35,Latin,,Q3135653,link
Iwan,given,35,Latin,,,"AMBIGUOUS - review, do not create"
Jerusha,given,35,Latin,,Q60175887,link
Jettchen,given,35,Latin,,Q105707194,link
Marine,given,35,Latin,,Q4568822,link
Minnie,given,35,Latin,,Q4963706,link
Mochamad,given,35,Latin,,,create
Pehr,given,35,Latin,,Q18606368,link
Peng,given,35,Latin,,,"AMBIGUOUS - review, do not create"
Pessel,given,35,Latin,,Q106145771,link
Phoebe,given,35,Latin,,Q4848819,link
Poppo,given,35,Latin,,Q28059997,link
Salomonsdatter,patronymic,35,Latin,sdatter,,create
Tomine,given,35,Latin,,Q19414233,link
Данилович,given,35,Cyrillic,,,create
小出,family,35,Han,,,create
韋,family,34,Han,,,create
Herz,family,34,Latin,,Q21504598,link
Rasmusson,family,34,Latin,,,create
Bartholomew,given,34,Latin,,Q4926315,link
Vera,given,34,Latin,,,"AMBIGUOUS - review, do not create"
Kim,given,34,Latin,,,"AMBIGUOUS - review, do not create"
Borges,family,34,Latin,,Q16739664,link
Ataíde,family,34,Latin,,Q54806901,link
Eça,family,34,Latin,,,create
Hen,given,34,Latin,,,create
Silveira,family,34,Latin,,Q10371528,link
Vilhena,family,34,Latin,,Q95131459,link
Stone,family,34,Latin,,Q12803555,link
Peralta,family,34,Latin,,Q16881114,link
Galindo,family,34,Latin,,Q6438459,link
Steine,family,34,Latin,,,create
Teixeira,family,34,Latin,,Q10379116,link
Justus,family,34,Latin,,Q16871225,link
Porras,family,34,Latin,,Q30307609,link
Holstein,family,34,Latin,,Q27967630,link
Zay,family,34,Latin,,Q26398400,link
熊,family,34,Han,,,create
Andreasen,family,34,Latin,,Q21450547,link
Lichtenstadt,family,34,Latin,,Q6543356,link
Seligsohn,family,34,Latin,,Q36880279,link
Annes,given,34,Latin,,Q21146474,link
Palaiologina,family,34,Latin,,Q76151788,link
Reuss,family,34,Latin,,Q16882027,link
בת,given,34,Hebrew,,,create
Thorstensen,family,34,Latin,,,create
Clare,family,34,Latin,,,create
Peña,family,34,Latin,,,create
Rage,family,34,Latin,,,create
Babad,family,34,Latin,,,create
Casillas,family,34,Latin,,Q20114866,link
Austin,given,34,Latin,,Q19816555,link
Gordon,given,34,Latin,,Q18402571,link
Goudsmit,family,34,Latin,,Q21492401,link
Eliassen,given,34,Latin,,,create
Rockwell,family,34,Latin,,Q25114481,link
Roque,given,34,Latin,,Q16290976,link
Souza,family,34,Latin,,Q21494023,link
Valois,family,34,Latin,,,create
Mortagne,family,34,Latin,,,create
Adkins,family,34,Latin,,Q21488854,link
Magna,given,34,Latin,,,create
Ruvalcaba,family,34,Latin,,,create
수,given,34,Hangul,,,create
Béarn,family,34,Latin,,,create
Knutsdtr.,given,34,Latin,,,create
Morley,family,34,Latin,,Q16279729,link
Ay,given,34,Latin,,,create
Colt,family,34,Latin,,Q16865695,link
Helvik,family,34,Latin,,,create
Arnedo,family,34,Latin,,,create
Al-Qurashi,family,34,Latin,,,create
Bendit,given,34,Latin,,,create
Halvardson,given,34,Latin,,,create
Hofland,family,34,Latin,,Q28200003,link
부여,family,34,Hangul,,,create
12,given,34,none,,,create
Alonzo,given,34,Latin,,Q19831791,link
Martinson,given,34,Latin,,,create
Yuri,given,34,Latin,,Q18585594,link
Gustava,given,34,Latin,,Q21144392,link
Martinho,given,34,Latin,,Q21285832,link
Napoleon,given,34,Latin,,Q17522194,link
Torgils,given,34,Latin,,,create
Ярославич,given,34,Cyrillic,,,create
斎藤,family,34,Han,,,create
Bolesław,given,34,Latin,,Q19819786,link
Brynhild,given,34,Latin,,Q521264,link
Calvin,given,34,Latin,,Q5024307,link
Denise,given,34,Latin,,Q1193018,link
Dorcas,given,34,Latin,,Q3714212,link
Efa,given,34,Latin,,Q22969863,link
Eivindsen,given,34,Latin,,,create
Elinor,given,34,Latin,,,create
Fredrikke,given,34,Latin,,Q11970107,link
Giacomo,given,34,Latin,,Q18020485,link
Glebovich,patronymic,34,Latin,ovich,,create
Hermine,given,34,Latin,,Q19968531,link
Hervé,given,34,Latin,,Q18508906,link
Hilleborg,given,34,Latin,,,create
Inez,given,34,Latin,,Q14316098,link
Jehanne,given,34,Latin,,Q58483000,link
Jepsdatter,patronymic,34,Latin,sdatter,,create
Jöns,given,34,Latin,,Q47526977,link
Kathleen,given,34,Latin,,Q16290387,link
Name,given,34,Latin,,,create
Naomi,given,34,Latin,,,"AMBIGUOUS - review, do not create"
Syver,given,34,Latin,,,create
alHassan,given,34,Latin,,,create
Élisabeth,given,34,Latin,,Q18093037,link
Васильевна,given,34,Cyrillic,,,create
Всеволодович,given,34,Cyrillic,,,create
القضاعي,family,34,Arabic,,,create
土岐,family,34,Han,,,create
Lopez,given,33,Latin,,,create
Dias,given,33,Latin,,,create
Fychan,family,33,Latin,,,create
Esteves,family,33,Latin,,Q17496678,link
...,family,33,none,,,create
Spencer,family,33,Latin,,Q1261064,link
Gallardo,family,33,Latin,,,create
Brandão,family,33,Latin,,Q21492087,link
Morais,family,33,Latin,,,create
Mar,given,33,Latin,,Q21029461,link
Baer,given,33,Latin,,Q122974290,link
Bertelsen,family,33,Latin,,Q21506729,link
Lyon,family,33,Latin,,Q30102635,link
Kessell,family,33,Latin,,Q6395138,link
Camara,family,33,Latin,,,create
Brandeis,family,33,Latin,,Q21491384,link
Reno,family,33,Latin,,Q18331503,link
Baerwald,family,33,Latin,,Q21491406,link
Grenfield,family,33,Latin,,,create
Gray,family,33,Latin,,Q1544042,link
Revheim,family,33,Latin,,,create
Mæland,family,33,Latin,,Q27888877,link
Harrison,given,33,Latin,,Q19826485,link
Økland,family,33,Latin,,Q21502318,link
Vassenden,family,33,Latin,,,create
Joinville,family,33,Latin,,,create
신,family,33,Hangul,,,create
Al-Kinani,family,33,Latin,,,create
Al-Taghlibi,family,33,Latin,,,create
Harding,family,33,Latin,,Q16870507,link
Reime,family,33,Latin,,,create
Dowling,family,33,Latin,,Q16869651,link
Arenfeldt,family,33,Latin,,Q49966902,link
Caracciolo,family,33,Latin,,Q47543396,link
Henriksson,given,33,Latin,,,create
Coblence,family,33,Latin,,,create
Julio,given,33,Latin,,Q2367525,link
Dal,family,33,Latin,,,"AMBIGUOUS - review, do not create"
Tolosa,family,33,Latin,,,create
Zhèng,family,33,Latin,,,create
Chamberlain,family,33,Latin,,Q14917207,link
Piso,given,33,Latin,,,create
Barrow,family,33,Latin,,Q16479600,link
Hobberstad,family,33,Latin,,,create
Suleskar,family,33,Latin,,,create
Tyng,family,33,Latin,,Q21513102,link
Mora,family,33,Latin,,,create
Asinius,given,33,Latin,,,create
II),given,33,Latin,,,create
Châteauneuf,family,33,Latin,,,create
Hassan,given,33,Latin,,,"AMBIGUOUS - review, do not create"
Scipio,given,33,Latin,,Q22255795,link
Freiin,family,33,Latin,,,create
Iwamura,family,33,Latin,,,create
Przemyslid,family,33,Latin,,,create
岩村,family,33,Han,,,create
לנדאו,family,33,Hebrew,,,create
Andersdtr.,given,33,Latin,,,create
Asser,given,33,Latin,,Q21144097,link
McCue,family,33,Latin,,,create
Nilson,given,33,Latin,,,create
Olivares,family,33,Latin,,Q37239621,link
Shalom,given,33,Latin,,,"AMBIGUOUS - review, do not create"
خان,given,33,Arabic,,,create
Dauphine,given,33,Latin,,,create
Hector,given,33,Latin,,Q1811874,link
Ospina,family,33,Latin,,Q33183910,link
秋山,family,33,Han,,,create
Aminah,given,33,Latin,,Q63535023,link
Cockrell,family,33,Latin,,Q1105306,link
Filippo,given,33,Latin,,Q15727164,link
Halfdan,given,33,Latin,,Q5585201,link
Rannveig,given,33,Latin,,Q1816320,link
Sulla,given,33,Latin,,,create
Vasily,given,33,Latin,,,"AMBIGUOUS - review, do not create"
久我,family,33,Han,,,create
'o,given,33,Latin,,,create
Aksel,given,33,Latin,,Q783041,link
Bertelsdatter,patronymic,33,Latin,sdatter,,create
Bertil,given,33,Latin,,Q19687104,link
Costanza,given,33,Latin,,Q19816831,link
Cristina,given,33,Latin,,Q12899499,link
Danielsdotter,patronymic,33,Latin,sdotter,Q140226461,link
Delphine,given,33,Latin,,Q19960987,link
Demetrius,given,33,Latin,,Q16190631,link
Erichsdatter,patronymic,33,Latin,sdatter,,create
Francois,given,33,Latin,,Q21142479,link
Honor,given,33,Latin,,Q5896746,link
Jabez,given,33,Latin,,Q21584285,link
K,given,33,Latin,,,create
Kenneth,given,33,Latin,,Q2492643,link
Lodewijk,given,33,Latin,,Q5039608,link
Mariet,given,33,Latin,,,create
Martina,given,33,Latin,,Q4963627,link
Maurits,given,33,Latin,,Q8315038,link
Miss,given,33,Latin,,,create
N/a,given,33,Latin,,,create
Nata,given,33,Latin,,,create
Olason,given,33,Latin,,,create
Pehrsdotter,patronymic,33,Latin,sdotter,,create
Rahel,given,33,Latin,,Q19689529,link
Rechel,given,33,Latin,,,create
Sibyl,given,33,Latin,,Q22255802,link
Simonsdatter,patronymic,33,Latin,sdatter,,create
Zippora,given,33,Latin,,,create
al-Akbar,given,33,Latin,,,create
Давыдович,given,33,Cyrillic,,,create
Рюриковичи,family,33,Cyrillic,,,create
الإدريسي,family,33,Arabic,,,create
العبشمي,family,33,Arabic,,,create
泰山南城,family,33,Han,,,create
Alexander,family,32,Latin,,Q1511218,link
Vaz,given,32,Latin,,,create
Jonson,family,32,Latin,,Q21509275,link
Nunes,given,32,Latin,,,create
Lǐ,family,32,Latin,,,create
San,family,32,Latin,,,create
Antas,family,32,Latin,,,create
HaKohen,given,32,Latin,,,create
Stein,family,32,Latin,,Q2339506,link
in,family,32,Latin,,,create
Pinto,family,32,Latin,,Q6076324,link
på,family,32,Latin,,,create
Trahaearn,given,32,Latin,,,create
Aase,given,32,Latin,,Q303407,link
Torp,family,32,Latin,,Q30079156,link
Salerno,family,32,Latin,,,create
Cueva,family,32,Latin,,,create
Hanson,family,32,Latin,,Q9145324,link
Vázquez,family,32,Latin,,Q12678618,link
Alvarado,family,32,Latin,,Q5671305,link
Abravanel,family,32,Latin,,Q76484336,link
Schlesinger,family,32,Latin,,Q23835490,link
Berthout,family,32,Latin,,Q63565004,link
Engel,given,32,Latin,,,"AMBIGUOUS - review, do not create"
Wimphen,family,32,Latin,,,create
Kohn,family,32,Latin,,Q21065981,link
Valle,family,32,Latin,,,create
Sanches,family,32,Latin,,Q55936829,link
Basse,family,32,Latin,,Q37260730,link
Bone,family,32,Latin,,Q11006928,link
Bryne,family,32,Latin,,Q35922346,link
Giles,given,32,Latin,,Q18116891,link
Bonde,family,32,Latin,,Q27133759,link
Christoffersen,given,32,Latin,,,create
Njærheim,family,32,Latin,,,create
Hackley,family,32,Latin,,Q37514936,link
إبراهيم,given,32,Arabic,,,create
Chávez,family,32,Latin,,,create
Stuart,family,32,Latin,,Q23041619,link
Thu,family,32,Latin,,Q36868008,link
Wiig,family,32,Latin,,Q30086905,link
Thurston,family,32,Latin,,Q16282084,link
Bolitho,family,32,Latin,,Q4939480,link
Carlson,family,32,Latin,,Q16865383,link
Gunzburg,family,32,Latin,,,create
Shipman,family,32,Latin,,Q37502344,link
Thrane,family,32,Latin,,Q21507392,link
Vashus,family,32,Latin,,,create
Ænes,family,32,Latin,,,create
Baeza,family,32,Latin,,Q37231623,link
Podebusk,family,32,Latin,,Q49697827,link
Buonaparte,family,32,Latin,,Q111720922,link
Claypool,family,32,Latin,,Q16861748,link
Drusus,given,32,Latin,,,create
Hopkins,family,32,Latin,,Q1627663,link
Luxemburg,family,32,Latin,,Q65562067,link
Combs,family,32,Latin,,Q16865708,link
I),given,32,Latin,,,create
Vogel,given,32,Latin,,,create
כץ,family,32,Hebrew,,,create
Davenport,family,32,Latin,,Q16869432,link
Guddal,family,32,Latin,,,create
Vintimille,family,32,Latin,,,create
Ballesteros,family,32,Latin,,Q16479782,link
Hélie,given,32,Latin,,Q14656717,link
Gilman,family,32,Latin,,Q16275984,link
Weida,family,32,Latin,,,create
Sepuh,given,32,Latin,,,create
Solms,family,32,Latin,,Q36986270,link
Suero,given,32,Latin,,Q36151970,link
ri,given,32,Latin,,,create
Mix,family,32,Latin,,Q16877244,link
Servilius,given,32,Latin,,,create
Gonzlez,family,32,Latin,,,create
Nur,given,32,Latin,,Q3431095,link
Vöhl,family,32,Latin,,,create
Zacharias,given,32,Latin,,Q97932747,link
موسى,given,32,Arabic,,,create
安藤,family,32,Han,,,create
Brace,family,32,Latin,,Q16860319,link
Engelbert,given,32,Latin,,Q18252114,link
Urrutia,family,32,Latin,,,create
Bonifacio,given,32,Latin,,Q18643468,link
Habib,given,32,Latin,,Q11722500,link
Julian,given,32,Latin,,Q17856012,link
Rurykowicz,family,32,Latin,,,create
Zermeño,family,32,Latin,,,create
سعد,given,32,Arabic,,,create
Andrey,given,32,Latin,,,"AMBIGUOUS - review, do not create"
Bernabé,given,32,Latin,,Q21401395,link
Dagny,given,32,Latin,,Q1157346,link
Edla,given,32,Latin,,Q10479919,link
Ermentrude,given,32,Latin,,Q22661356,link
Gitlé,given,32,Latin,,,create
Gregers,given,32,Latin,,Q18704201,link
Husayn,given,32,Latin,,Q51952212,link
JUAN,given,32,Latin,,,"AMBIGUOUS - review, do not create"
Jensdotter,patronymic,32,Latin,sdotter,,create
Jesper,given,32,Latin,,Q1158511,link
Kazimierz,given,32,Latin,,Q19816591,link
Olavsdotter,patronymic,32,Latin,sdotter,,create
Senhorinha,given,32,Latin,,Q128481910,link
Simen,given,32,Latin,,Q2287061,link
Sveinsdatter,patronymic,32,Latin,sdatter,,create
Torsdatter,patronymic,32,Latin,sdatter,,create
Vibeke,given,32,Latin,,Q488363,link
lll,given,32,Latin,,,create
putri,given,32,Latin,,,create
Никита,given,32,Cyrillic,,,create
القيدري,family,32,Arabic,,,create
ربيعة,given,32,Arabic,,,create
六角,family,32,Han,,,create
趙州柏鄉,family,32,Han,,,create
Richard,family,31,Latin,,Q10862233,link
Webster,given,31,Latin,,Q23012205,link
Gronwy,family,31,Latin,,,create
Santa,family,31,Latin,,Q57464884,link
(,family,31,none,,,create
Harvey,family,31,Latin,,Q19767733,link
Bishop,given,31,Latin,,Q113128380,link
ingen,given,31,Latin,,,create
Ullmann,family,31,Latin,,Q21450379,link
Bettencourt,family,31,Latin,,Q16143019,link
Burgundy,family,31,Latin,,,create
Gui,family,31,Latin,,,create
Leiter,family,31,Latin,,Q41784300,link
Bennett,family,31,Latin,,Q449411,link
Lins,family,31,Latin,,Q21504826,link
Danmark,family,31,Latin,,,create
Björklund,family,31,Latin,,Q21508481,link
Lanyon,family,31,Latin,,Q6487687,link
Strand,family,31,Latin,,Q16883899,link
Haaland,family,31,Latin,,Q21496546,link
Aguilera,family,31,Latin,,Q12784036,link
Jī,family,31,Latin,,,create
Ulf,given,31,Latin,,Q1481253,link
Johannesdtr,given,31,Latin,,,create
Lindberg,family,31,Latin,,Q16872175,link
Lantz,family,31,Latin,,Q16291870,link
Al-Bakri,family,31,Latin,,,create
Mercoeur,family,31,Latin,,,create
Cornwall,family,31,Latin,,Q37085529,link
Lie,family,31,Latin,,Q16872127,link
Harbin,family,31,Latin,,Q37513210,link
Fiennes,family,31,Latin,,Q21502184,link
Flechtheim,family,31,Latin,,Q66088549,link
Acquaviva,family,31,Latin,,Q27133628,link
Husveg,family,31,Latin,,,create
Hoya,family,31,Latin,,Q37498485,link
Moss,family,31,Latin,,Q16877457,link
Al-Amiri,family,31,Latin,,,create
Lascaris,family,31,Latin,,Q99909827,link
Minerva,given,31,Latin,,Q1177472,link
Ros,family,31,Latin,,,create
Valdivia,family,31,Latin,,,create
Jeiteles,family,31,Latin,,Q81192198,link
Calderon,family,31,Latin,,,create
Schack,family,31,Latin,,Q33873155,link
Valentine,given,31,Latin,,Q18142088,link
Beach,family,31,Latin,,Q26234661,link
Dammartin,family,31,Latin,,,create
Darcy,family,31,Latin,,Q28452655,link
Kibbe,family,31,Latin,,,create
Reedtz,family,31,Latin,,Q37592064,link
SEET,family,31,Latin,,,create
Stigsen,given,31,Latin,,,create
Strangeways,family,31,Latin,,Q55644483,link
Lemaitre,family,31,Latin,,,create
Eaton,family,31,Latin,,Q5331334,link
Hessen,family,31,Latin,,,create
Sì,family,31,Latin,,,create
Brabant,family,31,Latin,,Q37459216,link
Idris,given,31,Latin,,,"AMBIGUOUS - review, do not create"
Oettingen,family,31,Latin,,Q64156937,link
Olivier,given,31,Latin,,Q16280379,link
Reeds,family,31,Latin,,,create
מרגליות,family,31,Hebrew,,,create
姒,family,31,Han,,,create
Castelnau,family,31,Latin,,Q12786718,link
Hjelmeland,family,31,Latin,,,create
Jehan,given,31,Latin,,,"AMBIGUOUS - review, do not create"
Sandved,family,31,Latin,,Q47156814,link
Gabay,family,31,Latin,,,create
father,given,31,Latin,,,create
青山,family,31,Han,,,create
Caecilius,given,31,Latin,,,create
Munio,given,31,Latin,,Q100234669,link
Riquelme,family,31,Latin,,Q5788824,link
Walwyn,family,31,Latin,,Q7966879,link
Faustina,given,31,Latin,,Q22666648,link
土方,family,31,Han,,,create
손,family,31,Hangul,,,create
Albret,given,31,Latin,,,create
Khalid,given,31,Latin,,,create
Rosario,given,31,Latin,,Q1069827,link
Servius,given,31,Latin,,,create
Сугорский,family,31,Cyrillic,,,create
زيد,given,31,Arabic,,,create
Albertine,given,31,Latin,,Q2639262,link
Alvilde,given,31,Latin,,Q11957632,link
Belchior,given,31,Latin,,,create
Bernardina,given,31,Latin,,Q12785773,link
Boel,given,31,Latin,,,create
Briolanja,given,31,Latin,,,create
Camilla,given,31,Latin,,Q16422363,link
Casimir,given,31,Latin,,Q18176264,link
Gabriela,given,31,Latin,,Q11971424,link
Guigues,given,31,Latin,,,create
Gwladys,given,31,Latin,,Q22443707,link
Halimah,given,31,Latin,,,create
Hayum,given,31,Latin,,,create
Heitor,given,31,Latin,,Q1601407,link
Henryk,given,31,Latin,,Q13584864,link
Hortense,given,31,Latin,,Q11863640,link
Joane,given,31,Latin,,Q60589421,link
Joen,given,31,Latin,,Q11978684,link
Jone,given,31,Latin,,Q14436586,link
Joséphine,given,31,Latin,,Q19689453,link
Klas,given,31,Latin,,Q19818183,link
Linda,given,31,Latin,,Q1136594,link
Lucretia,given,31,Latin,,Q21057293,link
Luther,given,31,Latin,,Q14203378,link
Mariam,given,31,Latin,,Q18082274,link
Matías,given,31,Latin,,Q19816626,link
Omundsdatter,patronymic,31,Latin,sdatter,,create
Osmundsdatter,patronymic,31,Latin,sdatter,,create
Pål,given,31,Latin,,Q15732803,link
Rabi'a,given,31,Latin,,,create
Richilde,given,31,Latin,,Q22343622,link
Thibaud,given,31,Latin,,Q20001500,link
Todne,given,31,Latin,,,create
Trulsdatter,patronymic,31,Latin,sdatter,,create
Zofia,given,31,Latin,,,create
