token	usage	bearers	existing_item	action	native_label	p144_targets	p144_names	p144_ambiguous	p144_unknown	p144_withdrawn	p5278_pair	stem	p407
sommundsen	patronymic	1		create	sommundsen				Sommund			sommund	Q9043
sommundsson	patronymic	1		create	sommundsson				Sommund			sommund	Q9027
sondreson	patronymic	2		create	sondreson	Q12001983	Sondre					sondre	
sondresson	patronymic	1		create	sondresson	Q12001983	Sondre					sondre	Q9027
sonesdotter	patronymic	4		create	sonesdotter	Q110817356	Sone				sonesson	sones	Q9027
sonesson	patronymic	5		create	sonesson	Q110817356	Sone				sonesdotter	sone	Q9027
sonnesdatter	patronymic	3		create	sonnesdatter				Sonne		sonneson	sonne	Q9043
sonneson	patronymic	2		create	sonneson				Sonne		sonnesdatter	sonne	
sophusdatter	patronymic	1		create	sophusdatter	Q20019124	Sophus					sophu	Q9043
sorensdotter	patronymic	4		create	sorensdotter	Q7174941	Søren				sorensen	sorens	Q9027
sorensen	patronymic	5		create	sorensen	Q7174941 Q50875453	Søren Soren				sorensdotter	soren	Q9043
sorenson	patronymic	3		create	sorenson	Q7174941 Q50875453	Søren Soren				sorensdotter	soren	
sorkversson	patronymic	1		create	sorkversson				Sorkver			sorkver	Q9027
spinelli	patronymic	1		create	spinelli	Q108883295	Spinello						
splidsdatter	patronymic	1		create	splidsdatter				Splid			splid	Q9043
staaldatter	patronymic	1		create	staaldatter				Staal		staalsen	staal	
staalesdatter	patronymic	1		create	staalesdatter	Q111383024	Staale				staalesen	staale	Q9043
staalesen	patronymic	3		create	staalesen	Q111383024	Staale		Staal		staalesdatter	staale	Q9043
staalsdatter	patronymic	3		create	staalsdatter				Staal		staalsen	staal	Q9043
staalsen	patronymic	2		create	staalsen				Staal		staalsdatter	staal	Q9043
staffandotter	patronymic	1		create	staffandotter	Q743317	Staffan				staffansson	staffan	
staffansdotter	patronymic	20		create	staffansdotter	Q743317	Staffan	Stephanus(2) Stefan(3)			staffansson	staffans	Q9027
staffanson	patronymic	5		create	staffanson	Q743317	Staffan				staffansdotter	staffan	
staffansson	patronymic	24		create	staffansson	Q743317	Staffan	Stefan(3)	Staffen		staffansdotter	staffan	Q9027
staffensen	patronymic	1		create	staffensen				Staffen			staffen	Q9043
stalesdatter	patronymic	1		create	stalesdatter	Q12718743	Ståle					stale	Q9043
staphansdotter	patronymic	5		create	staphansdotter	Q138416710	Staphan					staphans	Q9027
starkadsdatter	patronymic	1		create	starkadsdatter				Starkad		starkadsson	starkad	Q9043
starkadsson	patronymic	1		create	starkadsson				Starkad		starkadsdatter	starkad	Q9027
starkaðarson	patronymic	1		create	starkaðarson	Q16427125	Starkaður					starkaðar	
statiusdatter	patronymic	1		create	statiusdatter	Q26252632	Statius				statiusen	statiu	Q9043
statiusen	patronymic	1		create	statiusen	Q26252632	Statius				statiusdatter	statiu	Q9043
steeensdatter	patronymic	1		create	steeensdatter	Q20872559	Steen					steeen	Q9043
steendatter	patronymic	1		create	steendatter	Q20872559	Steen				steensen	steen	
steenersen	patronymic	1		create	steenersen				Steener			steener	Q9043
steensdatter	patronymic	55		create	steensdatter	Q20872559 Q13422978	Steen Sten		Sthen		steensen	steen	Q9043
steensen	patronymic	55		create	steensen	Q20872559 Q13422978 Q18720681	Steen Sten Stein		Sthen		steensdatter	steen	Q9043
steenssen	patronymic	1		create	steenssen	Q20872559	Steen				steensdatter	steens	Q9043
stefansdatter	patronymic	1		create	stefansdatter	Q15727905	Stephan				stefansson	stefan	Q9043
stefansdotter	patronymic	55		create	stefansdotter	Q15727905 Q743317 Q21142498 Q4927100	Stephan Staffan Stefanus Stephen	Stefan(3) Stephanus(2)			stefansson	stefans	Q9027
stefansson	patronymic	38		create	stefansson	Q15727905 Q743317	Stephan Staffan	Stefan(3) Stephanus(2)			stefansdotter	stefan	Q9027
stefanssson	patronymic	1		create	stefanssson			Stephanus(2)			stefansdotter	stefans	Q9027
stefanusdatter	patronymic	5		create	stefanusdatter	Q21142498	Stefanus				stefanusen	stefanu	Q9043
stefanusen	patronymic	3		create	stefanusen	Q21142498 Q15727905	Stefanus Stephan				stefanusdatter	stefanu	Q9043
stefanussen	patronymic	1		create	stefanussen	Q21142498	Stefanus				stefanusdatter	stefanus	Q9043
stefanusson	patronymic	2		create	stefanusson	Q21142498	Stefanus				stefanusdatter	stefanu	Q9027
steffadotter	patronymic	1		create	steffadotter				Steffa		steffasson	steffa	
steffasdotter	patronymic	2		create	steffasdotter				Steffa		steffasson	steffas	Q9027
steffason	patronymic	2		create	steffason				Steffa		steffasdotter	steffa	
steffasson	patronymic	3		create	steffasson				Steffa		steffasdotter	steffa	Q9027
steffendatter	patronymic	2		create	steffendatter	Q4562923	Steffen				steffensen	steffen	
steffendotter	patronymic	4		create	steffendotter	Q4562923	Steffen				steffensen	steffen	
steffensdatter	patronymic	36		create	steffensdatter	Q4562923 Q4927100	Steffen Stephen				steffensen	steffen	Q9043
steffensdotter	patronymic	8		create	steffensdotter	Q4562923	Steffen				steffensen	steffens	Q9027
steffensen	patronymic	42		create	steffensen	Q4562923 Q4927100 Q15727905	Steffen Stephen Stephan				steffensdatter	steffen	Q9043
steffenson	patronymic	14		create	steffenson	Q4562923	Steffen				steffensdatter	steffen	
steffensson	patronymic	7		create	steffensson	Q4562923	Steffen				steffensdatter	steffen	Q9027
steinarsdatter	patronymic	6		create	steinarsdatter	Q3480261	Steinar				steinarsson	steinar	Q9043
steinarsen	patronymic	2		create	steinarsen	Q3480261	Steinar				steinarsdatter	steinar	Q9043
steinarson	patronymic	4		create	steinarson	Q3480261	Steinar				steinarsdatter	steinar	
steinarsson	patronymic	5		create	steinarsson	Q3480261	Steinar				steinarsdatter	steinar	Q9027
steinason	patronymic	2		create	steinason	Q16427372	Steini					steina	
steingrimsdatter	patronymic	2		create	steingrimsdatter	Q41540230	Steingrim		Stengrim		steingrimsen	steingrim	Q9043
steingrimsen	patronymic	5		create	steingrimsen	Q41540230	Steingrim		Stengrim		steingrimsdatter	steingrim	Q9043
steinolfson	patronymic	1		create	steinolfson				Steinolf			steinolf	
steinsdatter	patronymic	5		create	steinsdatter	Q18720681	Stein				steinson	stein	Q9043
steinsdotter	patronymic	3		create	steinsdotter	Q18720681	Stein				steinson	steins	Q9027
steinsen	patronymic	7		create	steinsen	Q18720681	Stein				steinsdatter	stein	Q9043
steinson	patronymic	14		create	steinson	Q18720681 Q13422978 Q11161783	Stein Sten Stian				steinsdatter	stein	
steinsson	patronymic	8		create	steinsson	Q18720681 Q18720680	Stein Steinn				steinsdatter	stein	Q9027
steinthorsson	patronymic	2		create	steinthorsson				Steinthor			steinthor	Q9027
steinulvsson	patronymic	1		create	steinulvsson				Steinulv			steinulv	Q9027
stenbjørnsdatter	patronymic	2		create	stenbjørnsdatter				Steinbjørn			stenbjørn	Q9043
stendatter	patronymic	1		create	stendatter	Q13422978	Sten				stensson	sten	
stendotter	patronymic	1		create	stendotter	Q13422978	Sten				stensson	sten	
stenersdatter	patronymic	26		create	stenersdatter	Q37652485 Q3480261	Stener Steinar				stenersen	stener	Q9043
stenersen	patronymic	39		create	stenersen	Q37652485 Q3480261	Stener Steinar		Steener		stenersdatter	stener	Q9043
stengrimsdatter	patronymic	1		create	stengrimsdatter	Q41540230	Steingrim				stengrimsen	stengrim	Q9043
stengrimsen	patronymic	1		create	stengrimsen				Stengrim		stengrimsdatter	stengrim	Q9043
stenkilsdotter	patronymic	1		create	stenkilsdotter				Stenkil		stenkilsson	stenkils	Q9027
stenkilsson	patronymic	3		create	stenkilsson				Stenkil		stenkilsdotter	stenkil	Q9027
stensdatter	patronymic	19		create	stensdatter	Q13422978 Q20872559	Sten Steen				stensson	sten	Q9043
stensdotter	patronymic	47		create	stensdotter	Q13422978	Sten				stensson	stens	Q9027
stenselsdatter	patronymic	1		create	stenselsdatter	Q139676159	Stenzel					stensel	Q9043
stensen	patronymic	9		create	stensen	Q13422978 Q20872559	Sten Steen				stensdotter	sten	Q9043
stenson	patronymic	2		create	stenson	Q13422978 Q18720681	Sten Stein				stensdotter	sten	
stensson	patronymic	66		create	stensson	Q13422978 Q20872559	Sten Steen				stensdotter	sten	Q9027
stenusdatter	patronymic	3		create	stenusdatter				Stenu		stenusen	stenu	Q9043
stenusen	patronymic	1		create	stenusen				Stenu		stenusdatter	stenu	Q9043
stephani	patronymic	3		create	stephani			Stephanus(2)					
stephansdatter	patronymic	16		create	stephansdatter	Q15727905	Stephan				stephansen	stephan	Q9043
stephansdotter	patronymic	17		create	stephansdotter	Q15727905 Q743317	Stephan Staffan	Stephanus(2) Stefan(3)			stephansen	stephans	Q9027
stephansen	patronymic	16		create	stephansen	Q15727905	Stephan				stephansdotter	stephan	Q9043
stephansson	patronymic	15		create	stephansson	Q15727905	Stephan	Stefan(3)			stephansdotter	stephan	Q9027
stephensdatter	patronymic	9		create	stephensdatter	Q4927100	Stephen				stephensen	stephen	Q9043
stephensen	patronymic	6		create	stephensen	Q4927100	Stephen				stephensdatter	stephen	Q9043
stevelinsdatter	patronymic	2		create	stevelinsdatter				Stevelin		stevelinsen	stevelin	Q9043
stevelinsen	patronymic	5		create	stevelinsen				Stevelin		stevelinsdatter	stevelin	Q9043
stevelinson	patronymic	2		create	stevelinson				Stevelin		stevelinsdatter	stevelin	
stiansdatter	patronymic	16		create	stiansdatter	Q11161783	Stian				stiansen	stian	Q9043
stiansen	patronymic	15		create	stiansen	Q11161783	Stian				stiansdatter	stian	Q9043
stiansson	patronymic	1		create	stiansson	Q11161783	Stian				stiansdatter	stian	Q9027
stiesdatter	patronymic	2		create	stiesdatter				Stie		stiesen	stie	Q9043
stiesen	patronymic	1		create	stiesen				Stie		stiesdatter	stie	Q9043
stigansdatter	patronymic	1		create	stigansdatter				Stigan		stigansen	stigan	Q9043
stigansen	patronymic	2		create	stigansen				Stigan		stigansdatter	stigan	Q9043
stiganson	patronymic	1		create	stiganson				Stigan		stigansdatter	stigan	
stigesen	patronymic	1		create	stigesen	Q2003540	Stig					stige	Q9043
stigsdatter	patronymic	27		create	stigsdatter	Q2003540	Stig				stigsen	stig	Q9043
stigsdotter	patronymic	12		create	stigsdotter	Q2003540	Stig				stigsen	stigs	Q9027
stigsen	patronymic	44		create	stigsen	Q2003540	Stig				stigsdatter	stig	Q9043
stigson	patronymic	1		create	stigson	Q2003540	Stig				stigsdatter	stig	
stigsson	patronymic	4		create	stigsson	Q2003540	Stig				stigsdatter	stig	Q9027
stillovsdatter	patronymic	1		create	stillovsdatter				Stillov			stillov	Q9043
stinasdotter	matronymic	1		create	stinasdotter	Q61957838	Stiina				stinasson	stinas	Q9027
stinasson	matronymic	1		create	stinasson	Q1770143	Stina				stinasdotter	stina	Q9027
stirre-thordson	patronymic	1		create	stirre-thordson				Stirre-Thord			stirre-thord	
stoesen	patronymic	1		create	stoesen				Sto			stoe	Q9043
stoffersdatter	patronymic	2		create	stoffersdatter	Q21148527	Stoffer				stofferson	stoffer	Q9043
stoffersen	patronymic	1		create	stoffersen	Q21148527	Stoffer				stoffersdatter	stoffer	Q9043
stofferson	patronymic	7		create	stofferson	Q21148527	Stoffer				stoffersdatter	stoffer	
stoislavsdatter	patronymic	2		create	stoislavsdatter				Stoislaw			stoislav	Q9043
stoltenbergsdatter	patronymic	1		create	stoltenbergsdatter				Stoltenberg			stoltenberg	Q9043
storkardson	patronymic	2		create	storkardson				Størkard			storkard	
storkerson	patronymic	1		create	storkerson				Størker			storker	
storksen	patronymic	2		create	storksen	Q57305524	Stork					stork	Q9043
storolvsdatter	patronymic	1		create	storolvsdatter				Storolv			storolv	Q9043
storvirksson	patronymic	1		create	storvirksson				Storvirk			storvirk	Q9027
strangesdatter	patronymic	12		create	strangesdatter	Q101649712	Strange				strangesen	strange	Q9043
strangesen	patronymic	16		create	strangesen	Q101649712	Strange				strangesdatter	strange	Q9043
strangeson	patronymic	1		create	strangeson	Q101649712	Strange				strangesdatter	strange	
strozzi	patronymic	4		create	strozzi				Strozza				
strut-haraldsson	patronymic	1		create	strut-haraldsson				Strut-Harald			strut-harald	Q9027
sturlason	patronymic	2		create	sturlason	Q3482028	Sturla					sturla	
sturluson	patronymic	4	Q7629078	link	sturluson	Q3482028	Sturla					sturlu	
stygesdatter	patronymic	1		create	stygesdatter				Stygge		stygesen	styge	Q9043
stygesen	patronymic	2		create	stygesen				Stygge		stygesdatter	styge	Q9043
styggesdatter	patronymic	9		create	styggesdatter				Stygge		styggesen	stygge	Q9043
styggesen	patronymic	7		create	styggesen				Stygge		styggesdatter	stygge	Q9043
styrbjörnsson	patronymic	1		create	styrbjörnsson	Q10682783	Styrbjörn					styrbjörn	Q9027
styrkarson	patronymic	3		create	styrkarson				Styrkår Styrkar			styrkar	
styrkarsson	patronymic	1		create	styrkarsson				Styrkår			styrkar	Q9027
styrksdotter	patronymic	2		create	styrksdotter	Q124985810	Styrk				styrksen	styrks	Q9027
styrksen	patronymic	1		create	styrksen	Q57305524	Stork				styrksdotter	styrk	Q9043
styrkson	patronymic	1		create	styrkson	Q124985810	Styrk				styrksdotter	styrk	
styrksson	patronymic	1		create	styrksson	Q124985810	Styrk				styrksdotter	styrk	Q9027
styrkárson	patronymic	2		create	styrkárson	Q16427622	Styrkár					styrkár	
styrkársson	patronymic	4		create	styrkársson	Q16427622	styrkár					styrkár	Q9027
styrkårsdatter	patronymic	9		create	styrkårsdatter				Styrkår		styrkårson	styrkår	Q9043
styrkårson	patronymic	4		create	styrkårson				Styrkår		styrkårsdatter	styrkår	
stålesdatter	patronymic	20		create	stålesdatter	Q12718743	Ståle		Staal		stålesen	ståle	Q9043
stålesdotter	patronymic	1		create	stålesdotter	Q12718743	Ståle				stålesen	ståles	Q9027
stålesen	patronymic	30		create	stålesen	Q12718743	Ståle		Staal Stål		stålesdatter	ståle	Q9043
ståleson	patronymic	8		create	ståleson	Q12718743	Ståle				stålesdatter	ståle	
stålesson	patronymic	4		create	stålesson	Q12718743	Ståle				stålesdatter	ståle	Q9027
stålsdatter	patronymic	3		create	stålsdatter				Staal			stål	Q9043
størchersdatter	patronymic	1		create	størchersdatter				Størcher		størchersen	størcher	Q9043
størchersen	patronymic	1		create	størchersen				Størcher		størchersdatter	størcher	Q9043
størkardsdatter	patronymic	6		create	størkardsdatter				Størkard		størkardsen	størkard	Q9043
størkardsdotter	patronymic	1		create	størkardsdotter				Størkard		størkardsen	størkards	Q9027
størkardsen	patronymic	3		create	størkardsen				Størkard		størkardsdatter	størkard	Q9043
størkerdatter	patronymic	3		create	størkerdatter				Størker		størkersen	størker	
størkersdatter	patronymic	12		create	størkersdatter				Størker		størkersen	størker	Q9043
størkersdotter	patronymic	1		create	størkersdotter				Størker		størkersen	størkers	Q9027
størkersen	patronymic	13		create	størkersen				Størker		størkersdatter	størker	Q9043
størkerson	patronymic	1		create	størkerson				Størker		størkersdatter	størker	
størksdatter	patronymic	8		create	størksdatter	Q93498770 Q124985810	Størk Styrk				størksen	størk	Q9043
størksen	patronymic	11		create	størksen	Q93498770 Q124985810	Størk Styrk				størksdatter	størk	Q9043
størkson	patronymic	9		create	størkson	Q93498770	Størk				størksdatter	størk	
størksson	patronymic	1		create	størksson	Q93498770	Størk				størksdatter	størk	Q9027
sunason	patronymic	1		create	sunason	Q920329	Sune					suna	
sundvisdotter	patronymic	10		create	sundvisdotter				Sundvis		sundvisson	sundvis	Q9027
sundvisson	patronymic	10		create	sundvisson				Sundvis		sundvisdotter	sundvi	Q9027
sunesdatter	patronymic	2		create	sunesdatter	Q920329	Sune				sunesson	sune	Q9043
sunesdotter	patronymic	17		create	sunesdotter	Q920329 Q117385404	Sune Suno				sunesson	sunes	Q9027
sunesen	patronymic	7		create	sunesen	Q920329	Sune				sunesdotter	sune	Q9043
suneson	patronymic	1		create	suneson	Q920329	Sune				sunesdotter	sune	
sunesson	patronymic	16		create	sunesson	Q920329	Sune		Sunes		sunesdotter	sune	Q9027
sunichsson	patronymic	1		create	sunichsson				Sunik			sunich	Q9027
suniksdotter	patronymic	1		create	suniksdotter				Sunik			suniks	Q9027
sunnulvsdotter	patronymic	1		create	sunnulvsdotter				Sunnulv			sunnulvs	Q9027
sunonis	patronymic	1		create	sunonis	Q117385404	Suno						
surtson	patronymic	1		create	surtson				Surt			surt	
susannasson	matronymic	1		create	susannasson	Q14936808	Susanna					susanna	Q9027
svaavesdatter	patronymic	1		create	svaavesdatter				Svave			svaave	Q9043
svadesdatter	patronymic	1		create	svadesdatter				Svadi			svade	Q9043
svafrlamisdatter	patronymic	1		create	svafrlamisdatter				Svafrlami			svafrlami	Q9043
svalesdatter	patronymic	25		create	svalesdatter				Svale		svaleson	svale	Q9043
svalesdotter	patronymic	4		create	svalesdotter				Svale		svaleson	svales	Q9027
svalesen	patronymic	11		create	svalesen				Svale		svalesdatter	svale	Q9043
svaleson	patronymic	12		create	svaleson				Svale		svalesdatter	svale	
svantepolksdotter	patronymic	5		create	svantepolksdotter				Svantepolk		svantepolksson	svantepolks	Q9027
svantepolksson	patronymic	1		create	svantepolksson				Svantepolk		svantepolksdotter	svantepolk	Q9027
svantesdotter	patronymic	19		create	svantesdotter	Q2370551	Svante				svantesson	svantes	Q9027
svantesson	patronymic	25		create	svantesson	Q2370551	Svante				svantesdotter	svante	Q9027
svarthöfðason	patronymic	2		create	svarthöfðason				Svarthöfði			svarthöfða	
svartkelson	patronymic	1		create	svartkelson				Svartkel			svartkel	
svavedatter	patronymic	1		create	svavedatter				Svave			svave	
svedersdatter	patronymic	2		create	svedersdatter	Q113471850	Sweder		Sveder			sveder	Q9043
sveidasson	patronymic	1		create	sveidasson				Sveidi			sveida	Q9027
sveinbjörnsson	patronymic	2	Q42417371	link	sveinbjörnsson	Q7651878	Sveinbjörn					sveinbjörn	Q9027
sveindatter	patronymic	2		create	sveindatter	Q2370957	Sven				sveinson	svein	
sveinkesdatter	patronymic	1		create	sveinkesdatter				Sveinke			sveinke	Q9043
sveinsdatter	patronymic	66		create	sveinsdatter	Q18953711 Q2370957	Svein Sven		Sweyn		sveinson	svein	Q9043
sveinsdotter	patronymic	17		create	sveinsdotter	Q18953711 Q2370957	Svein Sven				sveinson	sveins	Q9027
sveinsen	patronymic	24		create	sveinsen	Q18953711 Q2370957 Q30652665	Svein Sven Svenn				sveinsdatter	svein	Q9043
sveinson	patronymic	49		create	sveinson	Q18953711 Q2370957	Svein Sven				sveinsdatter	svein	
sveinssen	patronymic	1		create	sveinssen	Q18953711	Svein				sveinsdatter	sveins	Q9043
sveinsson	patronymic	30	Q69998240	link	sveinsson	Q18953711 Q2604429 Q2370957	Svein Sveinn Sven		Sweyn		sveinsdatter	svein	Q9027
sveinungsdatter	patronymic	21		create	sveinungsdatter	Q12004269	Sveinung		Sveinnung		sveinungson	sveinung	Q9043
sveinungsdotter	patronymic	9		create	sveinungsdotter	Q12004269	Sveinung				sveinungson	sveinungs	Q9027
sveinungsen	patronymic	16		create	sveinungsen	Q12004269	Sveinung		Svennung Sveinnung		sveinungsdatter	sveinung	Q9043
sveinungson	patronymic	19		create	sveinungson	Q12004269	Sveinung		Svennung		sveinungsdatter	sveinung	
sveinungsson	patronymic	7		create	sveinungsson	Q12004269	Sveinung				sveinungsdatter	sveinung	Q9027
svendatter	patronymic	5		create	svendatter	Q2370957	Sven				svensson	sven	
svendotter	patronymic	1		create	svendotter	Q2370957	Sven				svensson	sven	
svendsdatter	patronymic	144		create	svendsdatter	Q960175	Svend				svendsen	svend	Q9043
svendsdotter	patronymic	8		create	svendsdotter	Q960175	Svend				svendsen	svends	Q9027
svendsen	patronymic	191		create	svendsen	Q960175	Svend				svendsdatter	svend	Q9043
svendson	patronymic	29		create	svendson	Q960175	Svend				svendsdatter	svend	
svendsson	patronymic	5		create	svendsson	Q960175	Svend				svendsdatter	svend	Q9027
sveningsdatter	patronymic	1		create	sveningsdatter			Svenning(2)			sveningsen	svening	Q9043
sveningsen	patronymic	2		create	sveningsen			Svenning(2)			sveningsdatter	svening	Q9043
